TRINITY_DN11134_c0_g1_i2	XP_022778994.1	84.2	386	57	2	586	1743	1	382	2.3e-176	630.6	2887	382
TRINITY_DN11135_c0_g1_i2	XP_027049331.1	93.5	124	8	0	2	373	148	271	9.3e-62	246.9	373	277
TRINITY_DN11140_c0_g1_i2	RMX46706.1	86.7	45	6	0	630	496	21	65	6.4e-13	85.9	862	65
TRINITY_DN11141_c0_g1_i2	XP_027051283.1	91.9	322	26	0	29	994	5	326	3.2e-97	366.7	1462	326
TRINITY_DN11142_c0_g1_i1	XP_022805020.1	85.8	148	21	0	12	455	45	192	1.7e-63	254.6	1429	192
TRINITY_DN11144_c0_g1_i1	XP_027039758.1	99.5	576	3	0	14	1741	1	576	1.6e-267	932.9	2111	576
TRINITY_DN11145_c0_g1_i2	CAE6971385.1	88.1	446	14	3	47	1384	1	407	2.9e-218	768.8	1514	407
TRINITY_DN11146_c0_g1_i1	XP_022801465.1	81.6	38	7	0	33	146	2	39	9.3e-07	64.7	527	276
TRINITY_DN11146_c0_g2_i1	XP_027043817.1	99.2	238	2	0	964	1677	27	264	9.0e-131	478.8	2292	264
TRINITY_DN11147_c0_g1_i6	XP_022785151.1	69.0	248	75	1	1	738	253	500	2.8e-81	312.8	742	848
TRINITY_DN11148_c0_g1_i7	RMX55455.1	71.0	390	91	3	92	1255	1	370	5.3e-152	548.9	1711	458
TRINITY_DN11149_c0_g1_i1	XP_027042983.1	46.8	410	199	9	60	1265	1	399	4.7e-69	274.2	3206	529
TRINITY_DN11149_c0_g2_i1	XP_020618054.1	63.3	49	18	0	567	713	213	261	8.3e-06	62.8	1239	262
TRINITY_DN11151_c0_g1_i1	XP_020612557.1	76.2	558	89	5	223	1773	1	555	2.4e-216	763.8	3895	1122
TRINITY_DN11152_c0_g1_i1	XP_027043992.1	97.7	1117	26	0	115	3465	1	1117	0.0e+00	2075.1	3788	1117
TRINITY_DN11152_c0_g2_i3	XP_027043988.1	99.5	207	1	0	8	628	1	207	7.4e-114	422.2	1711	299
TRINITY_DN11153_c0_g1_i1	CAE7864862.1	99.1	1259	6	1	21	3797	726	1979	0.0e+00	2347.0	3798	1994
TRINITY_DN11154_c0_g1_i3	XP_022797759.1	67.9	504	136	3	623	2059	140	642	4.7e-189	672.5	2562	642
TRINITY_DN11156_c0_g2_i2	XP_027055214.1	100.0	87	0	0	18	278	1	87	6.1e-39	173.7	2248	87
TRINITY_DN11157_c0_g2_i1	CAE6939767.1	96.9	1986	52	2	304	6249	5	1984	0.0e+00	4120.5	6341	1984
TRINITY_DN11158_c0_g1_i1	XP_022777681.1	81.0	58	11	0	287	114	65	122	4.9e-22	115.2	430	1176
TRINITY_DN11158_c0_g2_i1	PFX18779.1	73.5	132	35	0	1	396	78	209	1.8e-50	209.5	401	1499
TRINITY_DN11158_c0_g3_i2	PFX18779.1	72.4	181	50	0	77	619	3	183	1.0e-76	297.4	621	1499
TRINITY_DN11158_c1_g1_i1	XP_027035860.1	83.3	36	6	0	2	109	414	449	8.9e-07	64.3	389	1118
TRINITY_DN11159_c0_g1_i1	XP_027047697.1	94.8	557	28	1	198	1865	1	557	6.8e-299	1037.3	2383	557
TRINITY_DN11160_c0_g1_i3	RMX47093.1	65.2	201	70	0	91	693	1	201	9.5e-59	238.0	818	360
TRINITY_DN11160_c0_g2_i1	RMX47093.1	86.6	201	27	0	148	750	1	201	2.3e-82	316.6	875	360
TRINITY_DN11161_c0_g1_i1	OLQ09987.1	99.2	254	2	0	2	763	14	267	2.9e-150	542.0	779	817
TRINITY_DN11163_c0_g1_i4	RMX53332.1	97.5	80	2	0	455	694	100	179	1.3e-34	158.3	1122	201
TRINITY_DN11166_c0_g1_i2	XP_027040391.1	59.7	457	1	2	260	1630	31	304	5.6e-134	489.2	1947	304
TRINITY_DN11166_c0_g2_i2	XP_027048982.1	99.0	504	5	0	484	1995	5	508	2.5e-287	999.2	2878	508
TRINITY_DN11169_c0_g1_i1	RMX46588.1	100.0	97	0	0	229	519	1	97	9.0e-44	188.7	1117	97
TRINITY_DN11170_c0_g1_i1	XP_027042108.1	99.1	646	6	0	88	2025	1	646	0.0e+00	1248.4	2109	646
TRINITY_DN11173_c0_g1_i1	RMX37268.1	87.1	62	8	0	2	187	290	351	2.0e-22	116.3	400	413
TRINITY_DN11174_c0_g1_i6	PFX11462.1	77.1	157	36	0	131	601	139	295	4.1e-59	238.8	601	298
TRINITY_DN11176_c0_g1_i1	XP_022780050.1	85.2	122	18	0	2	367	542	663	2.0e-56	229.2	369	984
TRINITY_DN11177_c0_g1_i3	CAE7526879.1	95.5	696	13	1	50	2137	2	679	0.0e+00	1300.4	2492	679
TRINITY_DN11178_c0_g1_i1	CAE7631960.1	100.0	84	0	0	78	329	1	84	8.8e-40	173.7	329	558
TRINITY_DN11179_c0_g1_i4	XP_020607401.1	52.9	157	67	3	443	913	1	150	3.6e-39	173.3	1031	158
TRINITY_DN11180_c0_g1_i1	XP_027036450.1	96.9	294	9	0	6	887	1	294	3.0e-152	548.9	961	294
TRINITY_DN11183_c0_g1_i1	XP_027039376.1	95.7	368	16	0	12	1115	1	368	7.7e-193	684.5	1627	368
TRINITY_DN11184_c0_g1_i1	XP_027035960.1	99.2	1553	12	0	3	4661	12	1564	0.0e+00	3065.0	5681	1564
TRINITY_DN11185_c0_g1_i1	XP_027046771.1	85.6	648	71	4	1	1878	1	648	9.7e-227	797.7	2536	648
TRINITY_DN11187_c0_g1_i1	XP_022805477.1	84.6	526	78	1	198	1766	336	861	1.3e-246	864.0	2997	861
TRINITY_DN11188_c0_g1_i3	XP_027044815.1	99.5	199	1	0	401	997	1	199	9.4e-112	414.5	1034	199
TRINITY_DN11190_c0_g1_i1	CAE7522974.1	96.0	50	2	0	515	664	73	122	1.7e-14	90.9	758	122
TRINITY_DN11192_c0_g1_i2	XP_022789473.1	81.0	116	22	0	568	915	13	128	7.9e-50	208.8	1046	128
TRINITY_DN11194_c0_g1_i1	XP_027056653.1	99.6	545	2	0	108	1742	1	545	0.0e+00	1075.5	1962	545
TRINITY_DN11195_c0_g1_i2	XP_027046195.1	72.0	75	21	0	213	437	44	118	4.8e-23	118.6	468	266
TRINITY_DN11197_c0_g1_i1	CAE7835493.1	99.6	261	1	0	2	784	11	271	5.8e-149	537.7	810	271
TRINITY_DN11198_c0_g1_i1	XP_029209989.1	52.2	383	174	6	28	1149	16	398	3.3e-103	386.3	1263	400
TRINITY_DN11200_c0_g1_i2	XP_022809122.1	62.7	177	59	4	485	1000	751	925	9.3e-42	182.6	1594	1012
TRINITY_DN11201_c0_g1_i1	RMX57207.1	100.0	38	0	0	389	502	1	38	3.9e-10	75.9	504	168
TRINITY_DN11202_c0_g1_i1	CAE7243002.1	99.5	187	1	0	33	593	1	187	8.8e-73	284.6	808	187
TRINITY_DN11203_c0_g1_i4	XP_027041299.1	92.9	85	6	0	502	756	54	138	5.9e-39	172.2	758	140
TRINITY_DN11204_c0_g1_i4	XP_028415032.1	56.7	217	84	3	705	79	247	461	1.8e-61	246.9	707	601
TRINITY_DN11205_c0_g1_i3	XP_027036271.1	99.9	798	1	0	123	2516	1	798	0.0e+00	1544.3	3699	798
TRINITY_DN11206_c0_g1_i2	XP_027042797.1	99.1	457	4	0	64	1434	1	457	1.8e-260	909.4	1995	458
TRINITY_DN11207_c0_g1_i1	RMX39463.1	90.1	171	13	1	2	514	3527	3693	1.3e-82	316.6	514	4589
TRINITY_DN11208_c0_g1_i1	RMX53560.1	100.0	70	0	0	3	212	12	81	1.4e-29	140.2	415	81
TRINITY_DN11211_c0_g1_i1	CAE7876408.1	100.0	110	0	0	1	330	151	260	2.0e-53	220.3	783	485
TRINITY_DN11212_c0_g1_i1	OLP81638.1	93.4	395	26	0	15	1199	2045	2439	2.7e-211	745.3	1199	4159
TRINITY_DN11215_c0_g1_i1	XP_027045223.1	98.6	734	10	0	2	2203	2	735	0.0e+00	1442.9	2574	735
TRINITY_DN11216_c0_g1_i4	XP_022789059.1	79.7	251	51	0	404	1156	1119	1369	4.1e-108	402.5	1157	2232
TRINITY_DN11217_c0_g1_i2	XP_027038282.1	99.0	311	3	0	274	1206	1	311	1.0e-172	617.5	1482	311
TRINITY_DN11218_c0_g1_i1	XP_027041816.1	75.8	62	15	0	98	283	1	62	3.8e-17	98.6	346	927
TRINITY_DN11218_c1_g1_i1	XP_027041816.1	98.4	64	1	0	117	308	1	64	5.1e-27	131.7	436	927
TRINITY_DN11219_c0_g1_i3	XP_027054216.1	76.5	285	47	2	3	797	103	387	3.6e-111	412.1	798	739
TRINITY_DN11220_c0_g1_i3	XP_027039101.1	98.8	417	5	0	13	1263	1	417	4.3e-229	805.1	1811	417
TRINITY_DN11222_c0_g1_i1	RMX46704.1	95.2	146	6	1	1	438	183	327	4.0e-72	281.6	439	597
TRINITY_DN11223_c0_g1_i1	XP_027055134.1	100.0	117	0	0	2	352	145	261	4.1e-59	238.0	352	369
TRINITY_DN11224_c1_g1_i4	XP_027041810.1	99.7	322	1	0	496	1461	1	322	1.8e-183	653.7	1988	322
TRINITY_DN11224_c1_g3_i1	XP_027054705.1	99.8	434	1	0	178	1479	29	462	1.9e-242	849.4	1681	462
TRINITY_DN11225_c0_g2_i1	PFX14941.1	55.5	155	65	2	20	475	4	157	4.2e-34	156.0	721	211
TRINITY_DN11227_c0_g1_i1	XP_027037960.1	98.5	805	12	0	69	2483	1	805	0.0e+00	1477.6	2677	805
TRINITY_DN11229_c0_g1_i1	XP_027052987.1	78.0	414	38	2	2	1243	260	620	9.0e-148	534.6	1502	620
TRINITY_DN11229_c1_g1_i13	PFX33722.1	93.2	1442	80	1	195	4520	14	1437	0.0e+00	2606.6	6841	1466
TRINITY_DN11230_c0_g1_i1	CAE7697288.1	80.2	212	18	3	183	818	24	211	2.1e-54	223.8	921	221
TRINITY_DN11233_c0_g1_i4	XP_027059453.1	99.1	226	2	0	6	683	1	226	1.5e-81	315.1	2037	510
TRINITY_DN11235_c0_g2_i1	OLQ14224.1	99.5	628	3	0	135	2018	1	628	0.0e+00	1280.4	2210	628
TRINITY_DN11236_c0_g1_i1	OLP80468.1	100.0	275	0	0	41	865	1	275	2.3e-122	450.3	1526	1229
TRINITY_DN11238_c0_g1_i1	CAE7940658.1	99.2	354	3	0	78	1139	1	354	1.9e-215	759.2	1276	379
TRINITY_DN11239_c0_g1_i2	XP_022781465.1	97.0	198	6	0	371	964	24	221	3.5e-107	399.8	1522	221
TRINITY_DN11242_c0_g1_i1	XP_022808192.1	42.4	118	19	2	6	350	37	108	2.4e-14	89.7	460	204
TRINITY_DN11242_c0_g2_i1	XP_015768029.1	51.0	145	29	2	867	433	20	122	4.9e-29	139.8	1126	122
TRINITY_DN11243_c0_g1_i1	XP_027047505.1	99.7	305	1	0	396	1310	1	305	4.5e-170	609.4	2330	371
TRINITY_DN11245_c0_g1_i3	XP_027042865.1	99.8	540	1	0	156	1775	1	540	5.3e-306	1060.8	2201	540
TRINITY_DN11246_c0_g1_i2	CAE7197842.1	99.0	798	1	2	35	2416	714	1508	0.0e+00	1213.0	2570	1508
TRINITY_DN11247_c0_g1_i1	CAE7223297.1	100.0	397	0	0	54	1244	1	397	1.0e-235	826.6	1333	397
TRINITY_DN11248_c0_g1_i1	XP_027052906.1	98.5	333	5	0	108	1106	1	333	4.6e-181	646.0	2462	391
TRINITY_DN11249_c0_g1_i8	XP_020616714.1	74.0	339	86	1	433	1443	37	375	1.0e-141	515.0	2061	404
TRINITY_DN11250_c0_g1_i2	XP_027049673.1	99.0	591	6	0	268	2040	1	591	0.0e+00	1156.4	2348	591
TRINITY_DN11250_c0_g2_i1	XP_029213313.1	50.8	59	27	1	191	367	31	87	2.7e-08	69.7	487	87
TRINITY_DN11253_c0_g1_i5	XP_027058311.1	97.7	529	12	0	12	1598	1	529	3.9e-296	1028.5	2917	529
TRINITY_DN11254_c0_g1_i2	XP_027050820.1	98.7	234	3	0	51	752	1	234	3.3e-116	429.9	1579	234
TRINITY_DN11254_c0_g2_i2	XP_027038685.1	96.2	445	17	0	342	1676	68	512	1.7e-247	866.7	2566	512
TRINITY_DN11255_c0_g1_i3	XP_022787635.1	75.6	918	182	8	739	3468	1	884	0.0e+00	1311.6	7352	893
TRINITY_DN11259_c0_g1_i1	XP_027052695.1	74.9	1249	66	2	304	3309	4	1251	0.0e+00	1795.0	4174	1251
TRINITY_DN11262_c0_g1_i2	XP_027045850.1	99.4	473	3	0	302	1720	22	494	4.2e-285	991.1	1793	494
TRINITY_DN11263_c0_g1_i2	PFX22821.1	79.4	189	39	0	102	668	1	189	1.4e-71	280.4	670	569
TRINITY_DN11264_c0_g1_i1	XP_027054468.1	62.8	94	35	0	1464	1183	90	183	1.7e-23	122.1	1810	218
TRINITY_DN11264_c0_g2_i2	XP_020608675.1	67.6	108	30	3	679	365	20	125	2.6e-30	143.3	680	215
TRINITY_DN11264_c0_g3_i1	RMX47795.1	72.1	43	12	0	302	174	152	194	8.7e-11	77.4	331	204
TRINITY_DN11264_c0_g4_i1	RMX43477.1	75.9	54	13	0	163	2	88	141	5.8e-13	84.7	351	229
TRINITY_DN11265_c0_g1_i5	XP_027058870.1	99.7	1213	4	0	307	3945	1	1213	0.0e+00	2174.8	7953	2193
TRINITY_DN11269_c0_g1_i3	CAE7326732.1	96.8	94	3	0	80	361	1	94	1.5e-42	184.5	952	767
TRINITY_DN11271_c0_g1_i5	XP_027036055.1	93.5	186	12	0	58	615	1	186	1.6e-98	369.8	617	370
TRINITY_DN11272_c0_g1_i2	XP_022779554.1	86.8	634	77	3	67	1947	1	634	1.2e-304	1056.6	2615	634
TRINITY_DN11272_c0_g2_i2	XP_027043735.1	94.0	482	28	1	1	1446	345	825	1.5e-250	876.7	2330	825
TRINITY_DN11273_c0_g1_i1	XP_027048204.1	98.0	451	9	0	100	1452	1	451	1.7e-190	676.8	1754	451
TRINITY_DN11276_c0_g1_i1	XP_027055090.1	78.3	152	33	0	7	462	392	543	1.9e-56	229.6	464	678
TRINITY_DN11277_c0_g1_i1	XP_027037815.1	97.6	328	8	0	122	1105	1	328	6.6e-178	635.2	2006	328
TRINITY_DN11278_c0_g1_i6	XP_027052304.1	99.5	912	5	0	448	3183	1	912	0.0e+00	1803.5	4250	912
TRINITY_DN11279_c0_g1_i1	XP_027054880.1	95.4	2240	104	0	1	6720	932	3171	0.0e+00	1778.8	7116	3171
TRINITY_DN11280_c0_g1_i1	XP_027049334.1	87.4	103	13	0	489	797	1	103	5.5e-43	185.7	797	277
TRINITY_DN11281_c0_g2_i1	XP_027055262.1	100.0	373	0	0	25	1143	1	373	1.5e-213	753.1	1347	373
TRINITY_DN11283_c0_g1_i1	XP_027042504.1	83.9	137	22	0	3	413	80	216	4.5e-57	231.5	416	503
TRINITY_DN11284_c0_g1_i5	PFX18865.1	52.3	885	334	13	190	2808	2	810	5.8e-223	785.4	2960	811
TRINITY_DN11284_c1_g1_i1	RMX52598.1	61.6	86	21	3	44	298	26	100	4.1e-15	91.7	304	129
TRINITY_DN11284_c2_g1_i3	XP_022807525.1	84.1	201	32	0	1	603	24	224	2.0e-90	343.6	1000	228
TRINITY_DN11287_c0_g1_i1	CAE7947398.1	98.4	188	3	0	77	640	1	188	1.7e-98	369.8	677	188
TRINITY_DN11288_c0_g1_i1	PFX15557.1	93.0	128	9	0	1	384	5296	5423	3.7e-61	245.0	385	5685
TRINITY_DN11289_c0_g1_i1	RMX51431.1	87.1	31	4	0	2	94	89	119	4.0e-06	62.4	459	128
TRINITY_DN11290_c0_g2_i2	XP_027052657.1	98.5	669	10	0	254	2260	1	669	0.0e+00	1338.2	4780	669
TRINITY_DN11292_c0_g1_i3	XP_015767944.1	84.2	120	19	0	32	391	116	235	7.1e-51	211.1	466	255
TRINITY_DN11292_c0_g2_i1	XP_029198115.1	75.0	160	33	3	502	41	114	272	1.9e-55	226.9	699	272
TRINITY_DN11293_c0_g1_i1	XP_027039553.1	95.6	137	6	0	22	432	1	137	1.8e-69	272.7	432	1022
TRINITY_DN11295_c0_g1_i2	CAE7563333.1	94.7	323	17	0	103	1071	1	323	2.9e-164	589.3	1387	323
TRINITY_DN11296_c0_g1_i2	XP_022804698.1	89.1	549	48	1	108	1754	1	537	3.2e-283	985.3	2453	537
TRINITY_DN11297_c0_g1_i1	XP_020620596.1	82.3	294	52	0	88	969	2	295	1.9e-132	483.8	1592	313
TRINITY_DN11300_c0_g1_i1	XP_027041596.1	97.8	45	1	0	97	231	1	45	1.5e-14	90.1	394	1289
TRINITY_DN11300_c0_g2_i1	XP_027041596.1	100.0	228	0	0	3	686	277	504	1.9e-132	482.6	688	1289
TRINITY_DN11300_c0_g3_i2	XP_027041596.1	98.4	792	11	1	1	2370	498	1289	0.0e+00	1454.5	2785	1289
TRINITY_DN11301_c0_g1_i1	RMX52214.1	71.3	1203	65	6	68	3280	1	1055	0.0e+00	1630.9	3422	1055
TRINITY_DN11302_c0_g1_i1	RMX40842.1	93.6	629	11	1	179	2065	1	600	0.0e+00	1130.9	2564	600
TRINITY_DN11303_c0_g1_i14	KAG5694275.1	31.1	627	359	14	2844	1087	1	595	7.0e-64	257.3	3800	872
TRINITY_DN11304_c0_g1_i1	RMX51146.1	99.8	1099	2	0	43	3339	1034	2132	0.0e+00	2080.4	4080	2132
TRINITY_DN11305_c0_g1_i1	XP_027050612.1	83.4	205	34	0	2	616	233	437	5.3e-86	328.2	616	2488
TRINITY_DN11305_c0_g4_i1	PFX18030.1	66.2	382	101	3	8	1084	674	1050	6.3e-127	464.9	1085	2962
TRINITY_DN11307_c0_g1_i1	XP_027059562.1	96.1	76	3	0	294	67	1	76	1.4e-33	153.3	362	119
TRINITY_DN11307_c0_g2_i1	RMX34493.1	95.5	247	10	1	126	866	1	246	9.6e-126	460.7	873	294
TRINITY_DN11307_c0_g3_i6	RMX34493.1	94.4	251	13	1	1234	482	2	251	1.4e-127	467.6	1544	294
