"","gene_id","GO.term","Function","gene_mean_express","per_meth"
"28","Pver_g10363","Amine transport","Symbiotic nutrient exchange and signaling pathways",4.03768357863715,1.85019239866667
"29","Pver_g10574","Amine transport","Symbiotic nutrient exchange and signaling pathways",6.91183308201463,4.00050965714286
"30","Pver_g11205","Amine transport","Symbiotic nutrient exchange and signaling pathways",8.80897610985103,15.0758352807018
"31","Pver_g11859","Amine transport","Symbiotic nutrient exchange and signaling pathways",5.58134258744519,2.93074319692308
"32","Pver_g12576","Amine transport","Symbiotic nutrient exchange and signaling pathways",4.07819515089192,2.2508847975
"33","Pver_g12688","Amine transport","Symbiotic nutrient exchange and signaling pathways",0.209728421064022,1.40115569833333
"34","Pver_g12689","Amine transport","Symbiotic nutrient exchange and signaling pathways",1.66200108063406,1.52879326041667
"35","Pver_g12796","Amine transport","Symbiotic nutrient exchange and signaling pathways",4.42463812280409,6.40078147191919
"36","Pver_g14297","Amine transport","Symbiotic nutrient exchange and signaling pathways",2.8242917820992,1.885465125
"37","Pver_g14586","Amine transport","Symbiotic nutrient exchange and signaling pathways",3.9203494770511,5.85036588671171
"38","Pver_g16863","Amine transport","Symbiotic nutrient exchange and signaling pathways",5.34334010446151,8.26034109333333
"39","Pver_g18044","Amine transport","Symbiotic nutrient exchange and signaling pathways",0.485480427258859,1.0776425
"40","Pver_g20855","Amine transport","Symbiotic nutrient exchange and signaling pathways",1.95905291280344,1.15791469761905
"41","Pver_g26058","Amine transport","Symbiotic nutrient exchange and signaling pathways",1.81820082715768,0.927239322222222
"42","Pver_g26158","Amine transport","Symbiotic nutrient exchange and signaling pathways",1.87821407465998,2.27553405426357
"43","Pver_novel_559_5de57afd","Amine transport","Symbiotic nutrient exchange and signaling pathways",3.285739488171,3.99170133835125
"44","Pver_g652","Amino acid biosynthetic process","Nutrient metabolism",5.2850938807951,3.72661561340996
"45","Pver_g7209","Amino acid biosynthetic process","Nutrient metabolism",7.11198779849791,2.84621429545455
"46","Pver_g11198","Amino acid biosynthetic process","Nutrient metabolism",4.27942102498847,1.45542771333333
"47","Pver_g12448","Amino acid biosynthetic process","Nutrient metabolism",3.47552508307458,1.82021221587302
"48","Pver_g13244","Amino acid biosynthetic process","Nutrient metabolism",3.50366650454857,3.43958153816425
"49","Pver_g15990","Amino acid biosynthetic process","Nutrient metabolism",6.8094292852535,61.6204976966667
"50","Pver_g22764","Amino acid biosynthetic process","Nutrient metabolism",6.71507957968616,4.4832137474359
"51","Pver_g248","Amino acid transport","Nutrient metabolism",2.33178232803958,1.85944619784946
"52","Pver_g495","Amino acid transport","Nutrient metabolism",1.76935691094831,5.57389257681159
"53","Pver_g496","Amino acid transport","Nutrient metabolism",5.38296465871568,1.70305796049383
"54","Pver_g1508","Amino acid transport","Nutrient metabolism",1.8526613615286,1.67477793157895
"55","Pver_g1510","Amino acid transport","Nutrient metabolism",4.32232394291182,0.988294864102564
"56","Pver_g1512","Amino acid transport","Nutrient metabolism",0.508258601291308,1.18573064102564
"57","Pver_g2235","Amino acid transport","Nutrient metabolism",4.10516556307837,13.0008533592593
"58","Pver_g2237","Amino acid transport","Nutrient metabolism",0.0045201130689443,2.97392103222222
"59","Pver_g2432","Amino acid transport","Nutrient metabolism",2.7248342422476,2.09195512368421
"60","Pver_g3325","Amino acid transport","Nutrient metabolism",4.0197145139003,2.57725322962963
"61","Pver_g4165","Amino acid transport","Nutrient metabolism",1.75180080390373,1.53042878518518
"62","Pver_g4393","Amino acid transport","Nutrient metabolism",3.98585068173014,1.26036019411765
"63","Pver_g4406","Amino acid transport","Nutrient metabolism",6.84106504644811,5.246128744
"64","Pver_g4711","Amino acid transport","Nutrient metabolism",1.86986586826348,2.67606418452381
"65","Pver_g4712","Amino acid transport","Nutrient metabolism",2.78785029234231,1.91221132604167
"66","Pver_g4714","Amino acid transport","Nutrient metabolism",4.0838808822567,1.15837041538462
"67","Pver_g4900","Amino acid transport","Nutrient metabolism",0.413395231428445,0.818905222222222
"68","Pver_g4901","Amino acid transport","Nutrient metabolism",0.0319547913668063,1.81538159135802
"69","Pver_g5143","Amino acid transport","Nutrient metabolism",3.29144568807932,1.78980744747475
"70","Pver_g6100","Amino acid transport","Nutrient metabolism",1.48740116205233,1.25366722708333
"71","Pver_g6303","Amino acid transport","Nutrient metabolism",1.63380652905236,1.80897907333333
"72","Pver_g6817","Amino acid transport","Nutrient metabolism",3.26168243805058,2.45127987851852
"73","Pver_g7437","Amino acid transport","Nutrient metabolism",1.33426911695339,2.43655524489796
"74","Pver_g7615","Amino acid transport","Nutrient metabolism",4.01545541895434,3.82538420634921
"75","Pver_g8192","Amino acid transport","Nutrient metabolism",4.3824975269348,1.20715604074074
"76","Pver_g8193","Amino acid transport","Nutrient metabolism",1.16002258651292,2.06202625555556
"77","Pver_g8446","Amino acid transport","Nutrient metabolism",7.01481108374649,2.8598816191358
"78","Pver_g8645","Amino acid transport","Nutrient metabolism",2.20540826605122,1.907674684
"79","Pver_g10363","Amino acid transport","Nutrient metabolism",4.03768357863715,1.85019239866667
"80","Pver_g12739","Amino acid transport","Nutrient metabolism",3.65784419909077,8.23353622083333
"81","Pver_g12796","Amino acid transport","Nutrient metabolism",4.42463812280409,6.40078147191919
"82","Pver_g13335","Amino acid transport","Nutrient metabolism",3.12162467884361,1.07709123333333
"83","Pver_g13505","Amino acid transport","Nutrient metabolism",5.50149798709081,3.05179877777778
"84","Pver_g13604","Amino acid transport","Nutrient metabolism",8.13411349971875,47.6748106787879
"85","Pver_g14297","Amino acid transport","Nutrient metabolism",2.8242917820992,1.885465125
"86","Pver_g14920","Amino acid transport","Nutrient metabolism",6.08213277886037,6.12419288275862
"87","Pver_g16526","Amino acid transport","Nutrient metabolism",3.98979458455719,11.1055355119048
"88","Pver_g16574","Amino acid transport","Nutrient metabolism",3.90480804735711,10.6981675166667
"89","Pver_g16575","Amino acid transport","Nutrient metabolism",1.39819234625519,1.4514269
"90","Pver_g16863","Amino acid transport","Nutrient metabolism",5.34334010446151,8.26034109333333
"91","Pver_g17733","Amino acid transport","Nutrient metabolism",2.82293894501329,2.43707616944444
"92","Pver_g18841","Amino acid transport","Nutrient metabolism",5.43430260778782,5.01845084117647
"93","Pver_g19978","Amino acid transport","Nutrient metabolism",0.145754720709816,1.51356097777778
"94","Pver_g22963","Amino acid transport","Nutrient metabolism",6.62205748526473,2.06531485490196
"95","Pver_g22964","Amino acid transport","Nutrient metabolism",4.75906560550891,2.93166737175141
"96","Pver_g22965","Amino acid transport","Nutrient metabolism",6.1260279309722,5.3212476826087
"97","Pver_novel_71_5de57afd","Amino acid transport","Nutrient metabolism",7.76662784485593,2.189929715625
"98","Pver_g7799","Ammonium transmembrane transport","Nutrient metabolism",5.13282028256072,1.80424895686275
"99","Pver_g10301","Ammonium transmembrane transport","Nutrient metabolism",2.6895691155649,1.56076507555556
"100","Pver_g10302","Ammonium transmembrane transport","Nutrient metabolism",5.4698016090746,1.29587050512821
"101","Pver_g11462","Ammonium transmembrane transport","Nutrient metabolism",7.57465599481323,12.9095136581395
"102","Pver_g11488","Ammonium transmembrane transport","Nutrient metabolism",4.43669327747471,1.54055189393939
"103","Pver_g12207","Ammonium transmembrane transport","Nutrient metabolism",2.96138360470784,1.30803685777778
"104","Pver_g12208","Ammonium transmembrane transport","Nutrient metabolism",0.314020618796965,0.926801744444445
"105","Pver_g12856","Ammonium transmembrane transport","Nutrient metabolism",4.57831516367708,2.60053099308176
"106","Pver_g13193","Ammonium transmembrane transport","Nutrient metabolism",1.19294201278456,1.45553956825397
"107","Pver_g13194","Ammonium transmembrane transport","Nutrient metabolism",7.55946051175087,2.78618213220339
"108","Pver_g14249","Ammonium transmembrane transport","Nutrient metabolism",4.41838205992075,1.8263149037037
"109","Pver_g14913","Ammonium transmembrane transport","Nutrient metabolism",9.19263258542609,2.8474023754386
"110","Pver_g14915","Ammonium transmembrane transport","Nutrient metabolism",3.77840023859365,1.532461052
"111","Pver_g16642","Ammonium transmembrane transport","Nutrient metabolism",5.7834136515734,4.98354058555556
"112","Pver_g16644","Ammonium transmembrane transport","Nutrient metabolism",3.92104761398155,3.2076018042735
"113","Pver_g3214","Ammonium transmembrane transport","Nutrient metabolism",3.20394608307977,1.22554709333333
"114","Pver_g10300","Ammonium transmembrane transport","Nutrient metabolism",2.13662631457926,1.98187552222222
"115","Pver_g10303","Ammonium transmembrane transport","Nutrient metabolism",1.49396753561185,1.01919698666667
"116","Pver_g13192","Ammonium transmembrane transport","Nutrient metabolism",4.83127281698257,1.85201338111111
"117","Pver_g12857","Ammonium transmembrane transport","Nutrient metabolism",3.97495470250361,7.61676977619048
"118","Pver_g456","Apoptotic process","Symbiotic maintenance",4.56209440739694,19.3208233952381
"119","Pver_g764","Apoptotic process","Symbiotic maintenance",3.10519244180631,1.41805016222222
"120","Pver_g1584","Apoptotic process","Symbiotic maintenance",2.15162253375038,7.222580553125
"121","Pver_g1932","Apoptotic process","Symbiotic maintenance",3.42084025997788,1.13705998888889
"122","Pver_g2080","Apoptotic process","Symbiotic maintenance",1.90054789838427,1.73402178589744
"123","Pver_g2439","Apoptotic process","Symbiotic maintenance",3.73694898282983,3.43563971969697
"124","Pver_g2441","Apoptotic process","Symbiotic maintenance",6.84724755996236,6.82435933103448
"125","Pver_g2479","Apoptotic process","Symbiotic maintenance",3.28768567227967,1.6288514254902
"126","Pver_g3695","Apoptotic process","Symbiotic maintenance",6.31996109114415,2.247623925
"127","Pver_g4044","Apoptotic process","Symbiotic maintenance",6.38130146841264,15.7186390277778
"128","Pver_g4515","Apoptotic process","Symbiotic maintenance",5.58675054830284,9.40591715
"129","Pver_g5440","Apoptotic process","Symbiotic maintenance",5.25150842178239,1.94921624
"130","Pver_g5600","Apoptotic process","Symbiotic maintenance",7.18786928311413,1.60337030493827
"131","Pver_g6639","Apoptotic process","Symbiotic maintenance",5.67792938938957,12.4586599229508
"132","Pver_g6645","Apoptotic process","Symbiotic maintenance",1.44622897320628,2.32363780701754
"133","Pver_g7825","Apoptotic process","Symbiotic maintenance",6.18166673287792,2.32889093981481
"134","Pver_g8290","Apoptotic process","Symbiotic maintenance",1.97441624093084,2.9568387297619
"135","Pver_g8541","Apoptotic process","Symbiotic maintenance",2.6050615390715,0.941333004761905
"136","Pver_g8771","Apoptotic process","Symbiotic maintenance",6.14966861508078,2.01259961531532
"137","Pver_g10956","Apoptotic process","Symbiotic maintenance",0.0335022924845892,1.48509792121212
"138","Pver_g11193","Apoptotic process","Symbiotic maintenance",4.03012722908868,2.11169724074074
"139","Pver_g11448","Apoptotic process","Symbiotic maintenance",8.28082409519171,1.08050143888889
"140","Pver_g12684","Apoptotic process","Symbiotic maintenance",0.182164166645383,1.14566662777778
"141","Pver_g14422","Apoptotic process","Symbiotic maintenance",6.68879541503672,10.1768269174603
"142","Pver_g14423","Apoptotic process","Symbiotic maintenance",7.74098274755824,2.50908398558559
"143","Pver_g14676","Apoptotic process","Symbiotic maintenance",6.6173612026612,4.3956423255814
"144","Pver_g14677","Apoptotic process","Symbiotic maintenance",4.67810549257774,1.71089398205128
"145","Pver_g14681","Apoptotic process","Symbiotic maintenance",2.7974758672117,2.15155858190476
"146","Pver_g15458","Apoptotic process","Symbiotic maintenance",4.35365814488133,2.68821661509434
"147","Pver_g15603","Apoptotic process","Symbiotic maintenance",5.30712769702216,1.25669059761905
"148","Pver_g18214","Apoptotic process","Symbiotic maintenance",3.38440846531783,1.57736874603175
"149","Pver_g18915","Apoptotic process","Symbiotic maintenance",0.0598428793759133,17.8793796285714
"150","Pver_g20203","Apoptotic process","Symbiotic maintenance",4.05179051839888,2.94523569583333
"151","Pver_g25929","Apoptotic process","Symbiotic maintenance",7.75854101640292,35.4622380481482
"152","Pver_g26103","Apoptotic process","Symbiotic maintenance",2.96839603463676,1.56876606060606
"153","Pver_g100","ATPase binding","Nutrient metabolism",10.5435717023664,4.77796861666667
"154","Pver_g207","ATPase binding","Nutrient metabolism",3.29634832167232,4.10416104444444
"155","Pver_g264","ATPase binding","Nutrient metabolism",4.70983820675709,4.22955345223368
"156","Pver_g1351","ATPase binding","Nutrient metabolism",5.95215872204724,7.74331913571429
"157","Pver_g1927","ATPase binding","Nutrient metabolism",5.37292904579073,1.09771105714286
"158","Pver_g2120","ATPase binding","Nutrient metabolism",8.66039058367442,7.56036713861111
"159","Pver_g2213","ATPase binding","Nutrient metabolism",3.86480519560519,1.26693319166667
"160","Pver_g4076","ATPase binding","Nutrient metabolism",7.80588492964325,8.83963098148148
"161","Pver_g4337","ATPase binding","Nutrient metabolism",5.93902233033463,2.90945845595238
"162","Pver_g4602","ATPase binding","Nutrient metabolism",3.37174995887344,2.07480469385965
"163","Pver_g4685","ATPase binding","Nutrient metabolism",4.47462757623812,1.19878557272727
"164","Pver_g5291","ATPase binding","Nutrient metabolism",6.19220108538618,1.53689781190476
"165","Pver_g5701","ATPase binding","Nutrient metabolism",4.60276932830417,5.65405237
"166","Pver_g6248","ATPase binding","Nutrient metabolism",2.88036631830468,1.65430139583333
"167","Pver_g6678","ATPase binding","Nutrient metabolism",7.14395222973539,11.1197359408333
"168","Pver_g6941","ATPase binding","Nutrient metabolism",6.8778223774303,3.59552306666667
"169","Pver_g7332","ATPase binding","Nutrient metabolism",3.51217708115214,1.50409318333333
"170","Pver_g7610","ATPase binding","Nutrient metabolism",5.46447252284553,3.0905162547619
"171","Pver_g7801","ATPase binding","Nutrient metabolism",5.95931695937688,1.1130309952381
"172","Pver_g7950","ATPase binding","Nutrient metabolism",0.39047339860119,0.878356004761905
"173","Pver_g8361","ATPase binding","Nutrient metabolism",5.14670509648825,3.22675498055556
"174","Pver_g8527","ATPase binding","Nutrient metabolism",10.0336761426697,7.17549325416667
"175","Pver_g8893","ATPase binding","Nutrient metabolism",2.82229195813737,2.25337507037037
"176","Pver_g8935","ATPase binding","Nutrient metabolism",2.93401456787871,1.58909561403509
"177","Pver_g9017","ATPase binding","Nutrient metabolism",1.66308554067997,1.69013951794872
"178","Pver_g9283","ATPase binding","Nutrient metabolism",8.31444049009476,2.02760606666667
"179","Pver_g9637","ATPase binding","Nutrient metabolism",5.2095973785648,2.69346457051282
"180","Pver_g9857","ATPase binding","Nutrient metabolism",6.14169545711236,3.65988581519608
"181","Pver_g9944","ATPase binding","Nutrient metabolism",6.48424826971995,5.89766665087719
"182","Pver_g10364","ATPase binding","Nutrient metabolism",3.9562025671963,1.66404662105263
"183","Pver_g10619","ATPase binding","Nutrient metabolism",2.1887028374547,1.35517170784314
"184","Pver_g11030","ATPase binding","Nutrient metabolism",4.80048450492515,2.81888949069767
"185","Pver_g11669","ATPase binding","Nutrient metabolism",4.61620202109823,4.58137873030303
"186","Pver_g11896","ATPase binding","Nutrient metabolism",5.15698763323552,6.47698184919679
"187","Pver_g12175","ATPase binding","Nutrient metabolism",2.9992772785338,5.32173593333333
"188","Pver_g12320","ATPase binding","Nutrient metabolism",3.38026065997489,1.29952678444444
"189","Pver_g12355","ATPase binding","Nutrient metabolism",4.60625689287885,0.907291393333333
"190","Pver_g12509","ATPase binding","Nutrient metabolism",4.49425341266108,2.36883974
"191","Pver_g12517","ATPase binding","Nutrient metabolism",4.84940258974,1.8313289954023
"192","Pver_g12900","ATPase binding","Nutrient metabolism",4.30596627669655,5.01610695151515
"193","Pver_g12972","ATPase binding","Nutrient metabolism",8.53125601497311,1.36296547555556
"194","Pver_g13178","ATPase binding","Nutrient metabolism",4.23110230515597,59.1057355277778
"195","Pver_g13365","ATPase binding","Nutrient metabolism",1.48581276246068,1.6511335968254
"196","Pver_g13902","ATPase binding","Nutrient metabolism",7.79781067852887,5.24466413839662
"197","Pver_g14942","ATPase binding","Nutrient metabolism",5.13808558068107,1.62805201604938
"198","Pver_g15342","ATPase binding","Nutrient metabolism",5.87860871915529,3.94017289515152
"199","Pver_g17738","ATPase binding","Nutrient metabolism",4.32815211352084,1.77547631666667
"200","Pver_g17827","ATPase binding","Nutrient metabolism",2.67989628728118,1.70714667166667
"201","Pver_g18876","ATPase binding","Nutrient metabolism",10.0904715860185,14.7203494861111
"202","Pver_g22935","ATPase binding","Nutrient metabolism",4.60620382131125,3.09212950689655
"203","Pver_g22936","ATPase binding","Nutrient metabolism",1.37619738527819,3.34250010776256
"204","Pver_g22937","ATPase binding","Nutrient metabolism",1.59832913550829,1.54122711587302
"205","Pver_g22945","ATPase binding","Nutrient metabolism",2.63415882106127,4.65329682121212
"206","Pver_g23199","ATPase binding","Nutrient metabolism",3.26481135425024,0.68069208
"207","Pver_novel_525_5de57afd","ATPase binding","Nutrient metabolism",6.27333020363026,27.9907758285714
"208","Pver_g390","Carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","Nutrient metabolism",7.4749973878986,4.018767
"209","Pver_g5891","Carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","Nutrient metabolism",6.15814105809832,9.44698285305164
"210","Pver_g2657","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.98409589713141,1.54860250434783
"211","Pver_g2682","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.96721938475571,1.386117775
"212","Pver_g3073","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.08283164857493,1.09099627916667
"213","Pver_g3365","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.95813782034208,0.932294194444444
"214","Pver_g3756","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.85012582159213,24.6171229904762
"215","Pver_g4124","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.26195203513937,4.96839283888889
"216","Pver_g4128","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.32514946637568,1.4733798375
"217","Pver_g4296","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.30698305442853,15.4313261733333
"218","Pver_g4375","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.88676596425019,5.39044698703704
"219","Pver_g4611","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.32779796271885,4.09884999833333
"220","Pver_g4690","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.33318211706727,50.9864008444444
"221","Pver_g4694","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.69342732763047,9.85020225933333
"222","Pver_g4797","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.45067213301431,92.8438002095238
"223","Pver_g4800","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.64759817941521,1.27960098974359
"224","Pver_g5294","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.8027492327093,1.5073346875
"225","Pver_g5495","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.25299619628592,16.8760645962963
"226","Pver_g5711","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.68519874788751,5.19467936774194
"227","Pver_g5784","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.64528434872905,1.72981910434783
"228","Pver_g6001","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.51819983369176,2.34822336666667
"229","Pver_g6326","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.99931403192707,1.57617898730159
"230","Pver_g7050","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.99684505766072,14.0233870742424
"231","Pver_g7552","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.53625234811468,13.845825452381
"232","Pver_g7761","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.8071790084479,4.1298578047619
"233","Pver_g8182","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.07081785719123,5.02387553676471
"234","Pver_g8447","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.7590456822341,1.35443895555556
"235","Pver_g8930","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.58037389238159,1.7142625625
"236","Pver_g8965","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.15359198170788,34.7101688777778
"237","Pver_g9012","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.31168485236894,1.30173663684211
"238","Pver_g9210","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.21257738018432,9.75880938115942
"239","Pver_g9519","Cellular response to DNA damage stimulus","Symbiotic maintenance",1.11294720689296,1.46350710175439
"240","Pver_g9525","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.70629884280484,1.09851940196078
"241","Pver_g9578","Cellular response to DNA damage stimulus","Symbiotic maintenance",1.70841536333912,2.11781028958333
"242","Pver_g9847","Cellular response to DNA damage stimulus","Symbiotic maintenance",9.78931757554754,2.09953697592593
"243","Pver_g9924","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.24837145919991,7.88280000272904
"244","Pver_g10218","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.88479277675377,4.29928880666667
"245","Pver_g10453","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.08058571918879,10.2407597190476
"246","Pver_g10583","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.49668603723944,5.60599415208333
"247","Pver_g10742","Cellular response to DNA damage stimulus","Symbiotic maintenance",0.125287977539255,0.859298544444444
"248","Pver_g11282","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.43815168332562,8.17377913978495
"249","Pver_g11452","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.77898535615355,2.86002104927536
"250","Pver_g11477","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.43929145879783,1.85699328181818
"251","Pver_g11529","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.28036114138849,2.60899590246914
"252","Pver_g11989","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.35200264694161,6.05168109791667
"253","Pver_g12165","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.18635520165957,1.34048855416667
"254","Pver_g12467","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.14094463667318,9.92174531515152
"255","Pver_g12740","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.1870516898739,2.66012989811321
"256","Pver_g13044","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.4309919086193,1.75730723209877
"257","Pver_g13067","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.30450783895977,12.2018761266667
"258","Pver_g13124","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.77762559131571,1.94448660333333
"259","Pver_g13126","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.6368464414154,1.05321522307692
"260","Pver_g13287","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.01800490309718,4.67417004166667
"261","Pver_g13395","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.62743094660286,27.22888874
"262","Pver_g13408","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.13756520775528,8.14279466121212
"263","Pver_g13689","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.5681022303545,10.657084527957
"264","Pver_g13975","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.44436197372169,1.20419916666667
"265","Pver_g14194","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.27087133370722,1.08770713888889
"266","Pver_g14298","Cellular response to DNA damage stimulus","Symbiotic maintenance",1.67503099731084,2.29725741619048
"267","Pver_g14724","Cellular response to DNA damage stimulus","Symbiotic maintenance",3.47175596836206,2.44803226956522
"268","Pver_g15342","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.87860871915529,3.94017289515152
"269","Pver_g15528","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.67997183263335,8.54160159837398
"270","Pver_g15564","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.96380426198976,6.97355089855072
"271","Pver_g15583","Cellular response to DNA damage stimulus","Symbiotic maintenance",0.02008069407115,7.40499311111111
"272","Pver_g15701","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.65681348367189,2.97416041302083
"273","Pver_g15846","Cellular response to DNA damage stimulus","Symbiotic maintenance",5.04735949761077,22.9551611979167
"274","Pver_g16032","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.56854169635927,2.09706848627451
"275","Pver_g16388","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.15877475767935,8.3797015952381
"276","Pver_g16727","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.50055767538,4.27445804571429
"277","Pver_g17110","Cellular response to DNA damage stimulus","Symbiotic maintenance",6.17969522969649,11.3063391244444
"278","Pver_g19271","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.24428690572257,28.1770925166667
"279","Pver_g22803","Cellular response to DNA damage stimulus","Symbiotic maintenance",4.66647899829677,4.75639750769231
"280","Pver_g23054","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.80649882543365,1.25604547333333
"281","Pver_g25404","Cellular response to DNA damage stimulus","Symbiotic maintenance",2.34559831863396,0.816898625
"282","Pver_g25843","Cellular response to DNA damage stimulus","Symbiotic maintenance",7.03992709923705,6.27599628208955
