"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"162","GO:0033504",0.00537869865886291,0.999829194346269,2,15,"floor plate development","BP",1
"167","GO:0034381",0.00130643438714983,0.999983568640522,2,6,"plasma lipoprotein particle clearance","BP",1
"172","GO:0035469",0.0204883086965827,0.998630715848638,2,26,"determination of pancreatic left/right asymmetry","BP",1
"183","GO:0042403",0.0391830446444601,0.996263663274581,2,30,"thyroid hormone metabolic process","BP",1
"188","GO:0042953",0.00720754891442395,0.999735958516462,2,14,"lipoprotein transport","BP",1
"190","GO:0043269",0.0391901731510403,0.996269086781547,2,29,"regulation of ion transport","BP",1
"191","GO:0043280",0.0209787232798976,0.998587359929556,2,24,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",1
"194","GO:0044179",0.0182790764450405,0.998855706502367,2,24,"hemolysis in another organism","BP",1
"200","GO:0045886",0.0119666443459679,0.999413695772393,2,18,"negative regulation of synaptic assembly at neuromuscular junction","BP",1
"202","GO:0046627",0.0370617042714634,0.996583362859065,2,28,"negative regulation of insulin receptor signaling pathway","BP",1
"205","GO:0048609",0.0071548551691393,0.999738882931492,2,14,"multicellular organismal reproductive process","BP",1
"208","GO:0048814",0.0212695115604595,0.998576272810737,2,20,"regulation of dendrite morphogenesis","BP",1
"210","GO:0050773",0.00510968166510577,0.999851232102068,2,10,"regulation of dendrite development","BP",1
"211","GO:0050909",0.0223278026406943,0.998450350590586,2,23,"sensory perception of taste","BP",1
"215","GO:0051291",0.00194966846805742,0.999969931510716,2,6,"protein heterooligomerization","BP",1
"225","GO:0060084",0.000823093280072849,0.99999351527729,2,4,"synaptic transmission involved in micturition","BP",1
"237","GO:0070207",0.0118144443560001,0.99942501353283,2,18,"protein homotrimerization","BP",1
"238","GO:0070219",0.000129906505071814,1,2,2,"cellular sulfide ion homeostasis","BP",0.569207318775199
"239","GO:0070221",0.000782427008568201,0.999993992135414,2,4,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP",1
"242","GO:0070813",0.000369103622857971,0.999998628037726,2,3,"hydrogen sulfide metabolic process","BP",1
"243","GO:0070837",0.00542636565884791,0.999837035145595,2,10,"dehydroascorbic acid transport","BP",1
"244","GO:0071321",0.00143266431481449,0.999982638389001,2,5,"cellular response to cGMP","BP",1
"245","GO:0071910",0.0226571677281584,0.998399148692318,2,27,"determination of liver left/right asymmetry","BP",1
"248","GO:0072080",0.0160922043267882,0.999078951656932,2,18,"nephron tubule development","BP",1
"269","GO:0098849",0.00091051056071883,0.999991236657742,2,5,"cellular detoxification of cadmium ion","BP",1
"295","GO:1904659",0.00999323112077691,0.999566172056238,2,14,"glucose transmembrane transport","BP",1
"2","GO:0000755",0.00649223644728214,1,1,1,"cytogamy","BP",1
"8","GO:0002412",0.0430988139913493,0.999215806347025,1,6,"antigen transcytosis by M cells in mucosal-associated lymphoid tissue","BP",1
"9","GO:0002523",0.0355032216797281,0.999574726576715,1,3,"leukocyte migration involved in inflammatory response","BP",1
"10","GO:0002688",0.012128095928235,1,1,1,"regulation of leukocyte chemotaxis","BP",1
"11","GO:0003428",0.0231484707709921,0.999864991961284,1,2,"chondrocyte intercalation involved in growth plate cartilage morphogenesis","BP",1
"46","GO:0006431",0.0381900266846582,0.999446332318814,1,4,"methionyl-tRNA aminoacylation","BP",1
"47","GO:0006562",0.0359744275442433,0.99956326878349,1,3,"proline catabolic process","BP",1
"48","GO:0006592",0.012138258484023,1,1,1,"ornithine biosynthetic process","BP",1
"55","GO:0006958",0.0356517076769704,0.999518011847614,1,4,"complement activation, classical pathway","BP",1
"56","GO:0006968",0.0239542846012118,0.99985536937649,1,2,"cellular defense response","BP",1
"58","GO:0007171",0.0219926359148569,0.999878209541135,1,2,"activation of transmembrane receptor protein tyrosine kinase activity","BP",1
"59","GO:0007185",0.0352093224574333,0.999529988394445,1,4,"transmembrane receptor protein tyrosine phosphatase signaling pathway","BP",1
"61","GO:0007310",0.0189099011284589,0.999910101034951,1,2,"oocyte dorsal/ventral axis specification","BP",1
"62","GO:0007350",0.0256638723726583,0.99977877854955,1,3,"blastoderm segmentation","BP",1
"65","GO:0008612",0.0233890474537476,0.999862154223178,1,2,"peptidyl-lysine modification to peptidyl-hypusine","BP",1
"68","GO:0009087",0.0213449709714004,0.999885315082332,1,2,"methionine catabolic process","BP",1
"71","GO:0009682",0.012138258484023,1,1,1,"induced systemic resistance","BP",1
"72","GO:0009738",0.0241273615494165,0.999853258843499,1,2,"abscisic acid-activated signaling pathway","BP",1
"75","GO:0010148",0.0359738767369185,0.999563282267243,1,3,"transpiration","BP",1
"76","GO:0010184",0.0359738767369185,0.999563282267243,1,3,"cytokinin transport","BP",1
"77","GO:0010222",0.0359738767369185,0.999563282267243,1,3,"stem vascular tissue pattern formation","BP",1
"78","GO:0010310",0.0455712895321962,0.999209113801554,1,4,"regulation of hydrogen peroxide metabolic process","BP",1
"79","GO:0010496",0.0241273615494165,0.999853258843499,1,2,"intercellular transport","BP",1
"80","GO:0010560",0.0241297469911859,0.999853229646851,1,2,"positive regulation of glycoprotein biosynthetic process","BP",1
"81","GO:0010588",0.0476771360121092,0.999133542287892,1,4,"cotyledon vascular tissue pattern formation","BP",1
"82","GO:0010597",0.0121382579911195,1,1,1,"green leaf volatile biosynthetic process","BP",1
"88","GO:0014056",0.0115289498199163,1,1,1,"regulation of acetylcholine secretion, neurotransmission","BP",1
"89","GO:0014728",0.012138258484023,1,1,1,"regulation of the force of skeletal muscle contraction","BP",1
"93","GO:0015771",0.0452638671180801,0.999219852075535,1,4,"trehalose transport","BP",1
"104","GO:0018117",0.0487701861333068,0.999033264275471,1,5,"protein adenylylation","BP",1
"105","GO:0018996",0.0478027452162353,0.999071611051529,1,5,"molting cycle, collagen and cuticulin-based cuticle","BP",1
"106","GO:0019087",0.0241297469911859,0.999853229646851,1,2,"transformation of host cell by virus","BP",1
"107","GO:0019240",0.0354588380983746,0.999575797827232,1,3,"citrulline biosynthetic process","BP",1
"109","GO:0019470",0.0359744390985554,0.999563268500638,1,3,"4-hydroxyproline catabolic process","BP",1
"110","GO:0019761",0.0146140705555823,0.999946424017319,1,2,"glucosinolate biosynthetic process","BP",1
"114","GO:0019954",0.0241297469911859,0.999853229646851,1,2,"asexual reproduction","BP",1
"115","GO:0021513",0.033805303029382,0.999614730270984,1,3,"spinal cord dorsal/ventral patterning","BP",1
"117","GO:0021544",0.017412978628415,0.999923828682389,1,2,"subpallium development","BP",1
"118","GO:0021688",0.0241297469911859,0.999853229646851,1,2,"cerebellar molecular layer formation","BP",1
"119","GO:0021693",0.0440412231221807,0.999261818786898,1,4,"cerebellar Purkinje cell layer structural organization","BP",1
"120","GO:0021695",0.0469833005429179,0.999158830229374,1,4,"cerebellar cortex development","BP",1
"121","GO:0021858",0.0102949611327681,1,1,1,"GABAergic neuron differentiation in basal ganglia","BP",1
"122","GO:0021879",0.0300013745080256,0.999697083473231,1,3,"forebrain neuron differentiation","BP",1
"123","GO:0021893",0.00603818639889422,1,1,1,"cerebral cortex GABAergic interneuron fate commitment","BP",1
"124","GO:0021903",0.0447763412375798,0.999236727956057,1,4,"rostrocaudal neural tube patterning","BP",1
"128","GO:0030049",0.0243423268626165,0.999801094755697,1,3,"muscle filament sliding","BP",1
"129","GO:0030091",0.0447972123794993,0.999185699965521,1,5,"protein repair","BP",1
"137","GO:0030595",0.0339391405150408,0.999563526017343,1,4,"leukocyte chemotaxis","BP",1
"143","GO:0031449",0.012138258484023,1,1,1,"regulation of slow-twitch skeletal muscle fiber contraction","BP",1
"144","GO:0031584",0.0225329658130557,0.999872116295364,1,2,"activation of phospholipase D activity","BP",1
"147","GO:0031915",0.0475803285504332,0.999137093535578,1,4,"positive regulation of synaptic plasticity","BP",1
"151","GO:0032099",0.0170586610735208,0.999926910168412,1,2,"negative regulation of appetite","BP",1
"153","GO:0032410",0.0359762333326238,0.999563224576339,1,3,"negative regulation of transporter activity","BP",1
"156","GO:0032693",0.0461975470619448,0.999187007003287,1,4,"negative regulation of interleukin-10 production","BP",1
"157","GO:0032875",0.0359447257618312,0.999563995580668,1,3,"regulation of DNA endoreduplication","BP",1
"159","GO:0033003",0.0449213475882367,0.999181138636071,1,5,"regulation of mast cell activation","BP",1
"160","GO:0033092",0.0447763412375798,0.999236727956057,1,4,"positive regulation of immature T cell proliferation in thymus","BP",1
"165","GO:0034219",0.0283048389092653,0.999730582254961,1,3,"carbohydrate transmembrane transport","BP",1
"171","GO:0035246",0.0205561579324701,0.999893677702993,1,2,"peptidyl-arginine N-methylation","BP",1
"173","GO:0035507",0.0167058982129986,0.999929914390875,1,2,"regulation of myosin-light-chain-phosphatase activity","BP",1
"174","GO:0035701",0.0448385143624015,0.999234586276348,1,4,"hematopoietic stem cell migration","BP",1
"175","GO:0035915",0.0252049692623653,0.999786663771764,1,3,"pore formation in membrane of another organism","BP",1
"176","GO:0035965",0.0442543106198402,0.999254589732538,1,4,"cardiolipin acyl-chain remodeling","BP",1
"177","GO:0036003",0.0350456453106365,0.999585704855807,1,3,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP",1
"179","GO:0040020",0.0461637069227793,0.999188209498974,1,4,"regulation of meiotic nuclear division","BP",1
"187","GO:0042816",0.00651051406793682,1,1,1,"vitamin B6 metabolic process","BP",1
"189","GO:0043243",0.0241297469911859,0.999853229646851,1,2,"positive regulation of protein-containing complex disassembly","BP",1
"192","GO:0043326",0.0217677226708978,0.999880701539727,1,2,"chemotaxis to folate","BP",1
"195","GO:0044396",0.0181318186509943,0.999917379675855,1,2,"actin cortical patch organization","BP",1
"196","GO:0045654",0.023200393712959,0.999864382027952,1,2,"positive regulation of megakaryocyte differentiation","BP",1
"197","GO:0045682",0.0227050895240287,0.999870143676751,1,2,"regulation of epidermis development","BP",1
"198","GO:0045725",0.045415061857558,0.999214580191625,1,4,"positive regulation of glycogen biosynthetic process","BP",1
"201","GO:0046321",0.0236440389699619,0.999859113845184,1,2,"positive regulation of fatty acid oxidation","BP",1
"204","GO:0048581",0.0241273615494165,0.999853258843499,1,2,"negative regulation of post-embryonic development","BP",1
"206","GO:0048633",0.0469700674721281,0.99915930881618,1,4,"positive regulation of skeletal muscle tissue growth","BP",1
"209","GO:0048857",0.0120330028019449,1,1,1,"neural nucleus development","BP",1
"213","GO:0051156",0.0474694602753975,0.999084638307988,1,5,"glucose 6-phosphate metabolic process","BP",1
"217","GO:0051446",0.0276757613159293,0.999742498625636,1,3,"positive regulation of meiotic cell cycle","BP",1
"221","GO:0051899",0.0413738052707434,0.999306386228327,1,5,"membrane depolarization","BP",1
"224","GO:0060034",0.0348497591556249,0.999590360018261,1,3,"notochord cell differentiation","BP",1
"226","GO:0060193",0.0329445153862531,0.999634244780191,1,3,"positive regulation of lipase activity","BP",1
"227","GO:0060217",0.0245985996429616,0.99979686096816,1,3,"hemangioblast cell differentiation","BP",1
"228","GO:0060267",0.0241297469911859,0.999853229646851,1,2,"positive regulation of respiratory burst","BP",1
"230","GO:0060509",0.0348039306375569,0.99959144525912,1,3,"type I pneumocyte differentiation","BP",1
"231","GO:0060853",0.0359762333326238,0.999563224576339,1,3,"Notch signaling pathway involved in arterial endothelial cell fate commitment","BP",1
"232","GO:0061122",0.0226354358708304,0.999870943779981,1,2,"positive regulation of positive chemotaxis to cAMP","BP",1
"233","GO:0061408",0.0269197130754109,0.999756459164356,1,3,"positive regulation of transcription from RNA polymerase II promoter in response to heat stress","BP",1
"235","GO:0062197",0.030094706525895,0.999695182864733,1,3,"cellular response to chemical stress","BP",1
"236","GO:0070093",0.0116466054124757,1,1,1,"negative regulation of glucagon secretion","BP",1
"247","GO:0072013",0.0403801166842746,0.999380425276886,1,4,"glomus development","BP",1
"249","GO:0072082",0.00642574295250061,1,1,1,"specification of proximal tubule identity","BP",1
"250","GO:0072196",0.0184166348776645,0.999914751318438,1,2,"proximal/distal pattern formation involved in pronephric nephron development","BP",1
"251","GO:0072718",0.0241297469911859,0.999853229646851,1,2,"response to cisplatin","BP",1
"252","GO:0072738",0.01213824730515,1,1,1,"cellular response to diamide","BP",1
"255","GO:0080168",0.0241273615494165,0.999853258843499,1,2,"abscisic acid transport","BP",1
"256","GO:0086012",0.0476764460010193,0.999133567626331,1,4,"membrane depolarization during cardiac muscle cell action potential","BP",1
"257","GO:0090129",0.0475803285504332,0.999137093535578,1,4,"positive regulation of synapse maturation","BP",1
"259","GO:0097094",0.0310915459143382,0.999634142668631,1,4,"craniofacial suture morphogenesis","BP",1
"260","GO:0097102",0.0241297469911859,0.999853229646851,1,2,"endothelial tip cell fate specification","BP",1
"261","GO:0097211",0.012138258484023,1,1,1,"cellular response to gonadotropin-releasing hormone","BP",1
"266","GO:0098773",0.0356652208769486,0.999570804881806,1,3,"skin epidermis development","BP",1
"268","GO:0098840",0.040182875188102,0.999386515379235,1,4,"protein transport along microtubule","BP",1
"272","GO:0106070",0.012138258484023,1,1,1,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",1
"273","GO:0110094",0.035410618797926,0.999576960101443,1,3,"polyphosphate-mediated signaling","BP",1
"274","GO:1900365",0.0446163739251871,0.999242224297479,1,4,"positive regulation of mRNA polyadenylation","BP",1
"275","GO:1901299",0.0118321080685378,1,1,1,"negative regulation of hydrogen peroxide-mediated programmed cell death","BP",1
"276","GO:1901570",0.0241131109675922,0.999853433202454,1,2,"fatty acid derivative biosynthetic process","BP",1
"278","GO:1901989",0.01213824730515,1,1,1,"positive regulation of cell cycle phase transition","BP",1
"279","GO:1902438",0.0241297469911859,0.999853229646851,1,2,"response to vanadate(3-)","BP",1
"280","GO:1902440",0.0121091299788679,1,1,1,"protein localization to mitotic spindle pole body","BP",1
"281","GO:1902680",0.0121231825827296,1,1,1,"positive regulation of RNA biosynthetic process","BP",1
"282","GO:1902766",0.0329445153862531,0.999634244780191,1,3,"skeletal muscle satellite cell migration","BP",1
"283","GO:1902871",0.00603818639889422,1,1,1,"positive regulation of amacrine cell differentiation","BP",1
"284","GO:1902949",0.0189833918285996,0.999909397527013,1,2,"positive regulation of tau-protein kinase activity","BP",1
"285","GO:1903306",0.012138258484023,1,1,1,"negative regulation of regulated secretory pathway","BP",1
"286","GO:1903638",0.0111847497791046,1,1,1,"positive regulation of protein insertion into mitochondrial outer membrane","BP",1
"287","GO:1903645",0.0224243791466606,0.99987335289401,1,2,"negative regulation of chaperone-mediated protein folding","BP",1
"288","GO:1903669",0.0359762333326238,0.999563224576339,1,3,"positive regulation of chemorepellent activity","BP",1
"289","GO:1903845",0.00603818639889422,1,1,1,"negative regulation of cellular response to transforming growth factor beta stimulus","BP",1
"290","GO:1903936",0.0353199817452191,0.99957914042466,1,3,"cellular response to sodium arsenite","BP",1
"291","GO:1904146",0.0120354377573889,1,1,1,"positive regulation of meiotic cell cycle process involved in oocyte maturation","BP",1
"292","GO:1904515",0.0359762333326238,0.999563224576339,1,3,"positive regulation of TORC2 signaling","BP",1
"293","GO:1904530",0.0181318186509943,0.999917379675855,1,2,"negative regulation of actin filament binding","BP",1
"294","GO:1904638",0.0439712493941624,0.999264184836684,1,4,"response to resveratrol","BP",1
"296","GO:1904670",0.00649223644728214,1,1,1,"actin filament polymerization involved in mitotic actomyosin contractile ring assembly","BP",1
"297","GO:1904751",0.033674051862381,0.999617739078125,1,3,"positive regulation of protein localization to nucleolus","BP",1
"298","GO:1904808",0.012138258484023,1,1,1,"positive regulation of protein oxidation","BP",1
"300","GO:1990048",0.0241297469911859,0.999853229646851,1,2,"anterograde neuronal dense core vesicle transport","BP",1
"301","GO:1990049",0.0241297469911859,0.999853229646851,1,2,"retrograde neuronal dense core vesicle transport","BP",1
"303","GO:1990402",0.0338788886125202,0.999613038151908,1,3,"embryonic liver development","BP",1
"306","GO:1990680",0.0116466054124757,1,1,1,"response to melanocyte-stimulating hormone","BP",1
"308","GO:2000194",0.012138258484023,1,1,1,"regulation of female gonad development","BP",1
"309","GO:2000252",0.0241297469911859,0.999853229646851,1,2,"negative regulation of feeding behavior","BP",1
"310","GO:2000726",0.046841575966099,0.999163948610889,1,4,"negative regulation of cardiac muscle cell differentiation","BP",1
"311","GO:2000812",0.0337713133891613,0.999567863109042,1,4,"regulation of barbed-end actin filament capping","BP",1
"312","GO:2000820",0.00642574295250061,1,1,1,"negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation","BP",1
"313","GO:2000845",0.0354963987523075,0.999574891345486,1,3,"positive regulation of testosterone secretion","BP",1
"314","GO:2000850",0.0351315427558126,0.999583655105622,1,3,"negative regulation of glucocorticoid secretion","BP",1
"315","GO:2001033",0.0241297359474872,0.999853229782027,1,2,"negative regulation of double-strand break repair via nonhomologous end joining","BP",1
