"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"8944","GO:0042802",0.00522728670864942,0.997654504822936,19,1448,"identical protein binding","MF",1
"15936","GO:1904659",0.00523997893905574,0.999837635640089,2,14,"glucose transmembrane transport","BP",1
"1899","GO:0005230",0.00525078590676626,0.999328760071632,4,85,"extracellular ligand-gated monoatomic ion channel activity","MF",1
"13561","GO:0080103",0.00539284763098505,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF",1
"13562","GO:0080107",0.00539284763098505,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF",1
"4720","GO:0015464",0.00553935954740104,0.999823373438445,2,14,"acetylcholine receptor activity","MF",1
"2018","GO:0005602",0.00586347397587345,1,1,1,"complement component C1 complex","CC",1
"11473","GO:0051879",0.00592160885669267,0.999503946435152,3,48,"Hsp90 protein binding","MF",1
"6637","GO:0031362",0.00633321848838188,0.999774713111402,2,21,NA,NA,1
"112","GO:0000254",0.00749842316418357,1,1,1,"C-4 methylsterol oxidase activity","MF",1
"5212","GO:0016803",0.00768813299224628,0.999985252527352,1,2,"ether hydrolase activity","MF",1
"5663","GO:0019761",0.00783271927245925,0.999984691497394,1,2,"glucosinolate biosynthetic process","BP",1
"1915","GO:0005267",0.00799048372980119,0.999247886478849,3,60,"potassium channel activity","MF",1
"4505","GO:0014056",0.00814881694073124,1,1,1,"regulation of acetylcholine secretion, neurotransmission","BP",1
"2797","GO:0006911",0.00818831045616023,0.999670054506961,2,19,"phagocytosis, engulfment","BP",1
"13350","GO:0072080",0.00823211577959003,0.999668980962107,2,18,"nephron tubule development","BP",1
"9413","GO:0044179",0.00837767167716053,0.99965223758776,2,24,"hemolysis in another organism","BP",1
"12574","GO:0070093",0.00838876138901344,1,1,1,"negative regulation of glucagon secretion","BP",1
"16432","GO:1990680",0.00838876138901344,1,1,1,"response to melanocyte-stimulating hormone","BP",1
"390","GO:0001505",0.00859623196988151,0.999643225668572,2,20,"regulation of neurotransmitter levels","BP",1
"15075","GO:1901299",0.00876706893065468,1,1,1,"negative regulation of hydrogen peroxide-mediated programmed cell death","BP",1
"7753","GO:0034622",0.00886465433531198,0.999624706241312,2,21,NA,NA,1
"8843","GO:0042589",0.00897007762361216,0.99961420849303,2,24,"zymogen granule membrane","CC",1
"1981","GO:0005506",0.00913647563090068,0.998210641136083,5,183,"iron ion binding","MF",1
"10805","GO:0048857",0.0091766844350056,1,1,1,"neural nucleus development","BP",1
"15814","GO:1904146",0.00918164867820271,1,1,1,"positive regulation of meiotic cell cycle process involved in oocyte maturation","BP",1
"1326","GO:0004089",0.00935439218143408,0.999596084308887,2,19,"carbonate dehydratase activity","MF",1
"15386","GO:1902680",0.00936052927217585,1,1,1,"positive regulation of RNA biosynthetic process","BP",1
"12420","GO:0061770",0.00939123926321806,1,1,1,"translation elongation factor binding","MF",1
"13527","GO:0072738",0.00939123926321806,1,1,1,"cellular response to diamide","BP",1
"15219","GO:1901989",0.00939123926321806,1,1,1,"positive regulation of cell cycle phase transition","BP",1
"4273","GO:0010597",0.00939126104681237,1,1,1,"green leaf volatile biosynthetic process","BP",1
"14305","GO:0098855",0.00939126205177675,1,1,1,"HCN channel complex","CC",1
"1510","GO:0004463",0.00939126205231773,1,1,1,"leukotriene-A4 hydrolase activity","MF",1
"1439","GO:0004350",0.00939126205232848,1,1,1,"glutamate-5-semialdehyde dehydrogenase activity","MF",1
"2601","GO:0006592",0.00939126205232848,1,1,1,"ornithine biosynthetic process","BP",1
"2184","GO:0005899",0.00939126205232849,1,1,1,"insulin receptor complex","CC",1
"3957","GO:0009682",0.00939126205232849,1,1,1,"induced systemic resistance","BP",1
"4525","GO:0014728",0.00939126205232849,1,1,1,"regulation of the force of skeletal muscle contraction","BP",1
"6686","GO:0031449",0.00939126205232849,1,1,1,"regulation of slow-twitch skeletal muscle fiber contraction","BP",1
"6849","GO:0031995",0.00939126205232849,1,1,1,"insulin-like growth factor II binding","MF",1
"16609","GO:2000194",0.00939126205232849,1,1,1,"regulation of female gonad development","BP",1
"2086","GO:0005743",0.00945272777584136,0.998131136023207,5,200,"mitochondrial inner membrane","CC",1
"5169","GO:0016705",0.00958281704546823,0.998534153990583,4,119,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF",1
"8696","GO:0042221",0.00987788362232848,0.997647105015325,6,236,"response to chemical","BP",1
"6964","GO:0032270",0.0100864880690236,0.998969571256041,3,55,NA,NA,1
"11064","GO:0050909",0.0104266128197939,0.999516472578551,2,23,"sensory perception of taste","BP",1
"8069","GO:0035469",0.0106257985601449,0.999498350790911,2,26,"determination of pancreatic left/right asymmetry","BP",1
"1889","GO:0005216",0.0106718294930954,0.997058940826647,7,296,"monoatomic ion channel activity","MF",1
"8082","GO:0035507",0.0108530344173301,0.999970564305479,1,2,"regulation of myosin-light-chain-phosphatase activity","BP",1
"6901","GO:0032099",0.0110379063736605,0.999969550087309,1,2,"negative regulation of appetite","BP",1
"10783","GO:0048814",0.0117929614411781,0.999422946035702,2,20,"regulation of dendrite morphogenesis","BP",1
"13289","GO:0071910",0.0118880529350405,0.999403575495261,2,27,"determination of liver left/right asymmetry","BP",1
"2992","GO:0007264",0.0119030494858576,0.998704008100245,3,60,"small GTPase mediated signal transduction","BP",1
"4487","GO:0014032",0.0120429129012318,0.999399813858432,2,22,"neural crest cell development","BP",1
"2915","GO:0007141",0.0121188743124108,0.999398487218704,2,20,"male meiosis I","BP",1
"7148","GO:0032691",0.0121690664313664,0.998657062408044,3,72,"negative regulation of interleukin-1 beta production","BP",1
"14363","GO:0098981",0.0122132256964929,0.999388981097169,2,21,"cholinergic synapse","CC",1
"1537","GO:0004497",0.012386461671749,0.997955687801585,4,129,"monooxygenase activity","MF",1
"3861","GO:0009408",0.0125637687052462,0.998598730315905,3,69,"response to heat","BP",1
"3443","GO:0008470",0.0128703476653399,0.999958562165466,1,2,"isovaleryl-CoA dehydrogenase activity","MF",1
"5691","GO:0019835",0.0135055176190518,0.999265179419421,2,36,"cytolysis","BP",1
"8674","GO:0042151",0.0142563327585024,0.998324045396717,3,88,"nematocyst","CC",1
"3720","GO:0009087",0.014328114630106,0.99994860554436,1,2,"methionine catabolic process","BP",1
"2935","GO:0007171",0.0145786739269853,0.999946785553819,1,2,"activation of transmembrane receptor protein tyrosine kinase activity","BP",1
"6106","GO:0030165",0.0147527997520849,0.998259369153378,3,62,"PDZ domain binding","MF",1
"8650","GO:0042110",0.0148848502761905,0.998226298879213,3,79,"T cell activation","BP",1
"1789","GO:0004888",0.0152835514216579,0.995480991236871,7,320,"transmembrane signaling receptor activity","MF",1
"2205","GO:0005938",0.0153969301052284,0.996568786068223,5,195,"cell cortex","CC",1
"1431","GO:0004340",0.015817404799481,0.999916499408822,1,3,"glucokinase activity","MF",1
"8262","GO:0035915",0.0160502394543769,0.999914013978499,1,3,"pore formation in membrane of another organism","BP",1
"6048","GO:0030049",0.016060069730113,0.999913908235905,1,3,"muscle filament sliding","BP",1
"3619","GO:0008865",0.0166039573752651,0.99990795571474,1,3,"fructokinase activity","MF",1
"7620","GO:0034219",0.0167152062922641,0.99990671346678,1,3,"carbohydrate transmembrane transport","BP",1
"9831","GO:0045654",0.0168196709058017,0.999929087337094,1,2,"positive regulation of megakaryocyte differentiation","BP",1
"2182","GO:0005892",0.016932468706429,0.998979605006851,2,26,"acetylcholine-gated channel complex","CC",1
"6298","GO:0030544",0.0175848447815078,0.998906773843502,2,32,"Hsp70 protein binding","MF",1
"10053","GO:0046321",0.0177016955315615,0.999921419693958,1,2,"positive regulation of fatty acid oxidation","BP",1
"1473","GO:0004396",0.0183090997725613,0.999887993590853,1,3,"hexokinase activity","MF",1
"458","GO:0001666",0.0184982698141347,0.996561155697589,4,134,"response to hypoxia","BP",1
"13881","GO:0090729",0.0185694409880486,0.997587087024126,3,96,"toxin activity","MF",1
"12284","GO:0061408",0.0186583728455919,0.99988366104584,1,3,"positive regulation of transcription from RNA polymerase II promoter in response to heat stress","BP",1
"15123","GO:1901570",0.0186608274908523,0.999912630838657,1,2,"fatty acid derivative biosynthetic process","BP",1
"3975","GO:0009738",0.0186899588820286,0.999912356539696,1,2,"abscisic acid-activated signaling pathway","BP",1
"4232","GO:0010496",0.0186899588820286,0.999912356539696,1,2,"intercellular transport","BP",1
"10660","GO:0048581",0.0186899588820286,0.999912356539696,1,2,"negative regulation of post-embryonic development","BP",1
"13579","GO:0080168",0.0186899588820286,0.999912356539696,1,2,"abscisic acid transport","BP",1
"16859","GO:2001033",0.0186948126434992,0.999912310794867,1,2,"negative regulation of double-strand break repair via nonhomologous end joining","BP",1
"1438","GO:0004349",0.0186948344489545,0.999912310589331,1,2,"glutamate 5-kinase activity","MF",1
"13522","GO:0072718",0.0186948352192756,0.99991231058207,1,2,"response to cisplatin","BP",1
"4253","GO:0010560",0.0186948352196161,0.999912310582067,1,2,"positive regulation of glycoprotein biosynthetic process","BP",1
"9125","GO:0043243",0.0186948352196161,0.999912310582067,1,2,"positive regulation of protein-containing complex disassembly","BP",1
"9208","GO:0043423",0.0186948352196161,0.999912310582067,1,2,"3-phosphoinositide-dependent protein kinase binding","MF",1
"11904","GO:0060417",0.0186948352196161,0.999912310582067,1,2,"yolk","CC",1
"15316","GO:1902438",0.0186948352196161,0.999912310582067,1,2,"response to vanadate(3-)","BP",1
"16631","GO:2000252",0.0186948352196161,0.999912310582067,1,2,"negative regulation of feeding behavior","BP",1
"6848","GO:0031994",0.0186948352196203,0.999912310582067,1,2,"insulin-like growth factor I binding","MF",1
"5491","GO:0019087",0.0186948352196594,0.999912310582067,1,2,"transformation of host cell by virus","BP",1
"5834","GO:0021688",0.0186948352198223,0.999912310582065,1,2,"cerebellar molecular layer formation","BP",1
"11305","GO:0051425",0.0186948352198223,0.999912310582065,1,2,"PTB domain binding","MF",1
"11814","GO:0060267",0.0186948352198223,0.999912310582065,1,2,"positive regulation of respiratory burst","BP",1
"13932","GO:0097102",0.0186948352198223,0.999912310582065,1,2,"endothelial tip cell fate specification","BP",1
"16268","GO:1990048",0.0186948352198223,0.999912310582065,1,2,"anterograde neuronal dense core vesicle transport","BP",1
"16269","GO:1990049",0.0186948352198223,0.999912310582065,1,2,"retrograde neuronal dense core vesicle transport","BP",1
"12523","GO:0062197",0.018909232205978,0.999880498106849,1,3,"cellular response to chemical stress","BP",1
"5724","GO:0019899",0.0190105411551927,0.993569927630152,8,444,"enzyme binding","MF",1
"7514","GO:0033743",0.0191263016802517,0.99986251665398,1,4,"peptide-methionine (R)-S-oxide reductase activity","MF",1
"8766","GO:0042403",0.0192968798391031,0.998744054960575,2,30,"thyroid hormone metabolic process","BP",1
"6762","GO:0031638",0.0192982147665289,0.998751116502645,2,27,"zymogen activation","BP",1
"1324","GO:0004085",0.0193181772939994,0.999875250216936,1,3,"butyryl-CoA dehydrogenase activity","MF",1
"7131","GO:0032590",0.019709552576101,0.998713045100031,2,26,"dendrite membrane","CC",1
"14223","GO:0098662",0.0200734297861313,0.997329796030592,3,74,"inorganic cation transmembrane transport","BP",1
"10168","GO:0046627",0.0201346379648381,0.9986646493539,2,28,"negative regulation of insulin receptor signaling pathway","BP",1
"11315","GO:0051446",0.0203773420937412,0.999861129114014,1,3,"positive regulation of meiotic cell cycle","BP",1
"7158","GO:0032715",0.0207642200211751,0.997190652387488,3,89,"negative regulation of interleukin-6 production","BP",1
"11640","GO:0055085",0.0211319962646965,0.991283623319565,11,734,"transmembrane transport","BP",1
"4041","GO:0009914",0.0214473180769313,0.998523741392391,2,30,"hormone transport","BP",1
"2823","GO:0006958",0.0216955315870733,0.999822906268225,1,4,"complement activation, classical pathway","BP",1
"11780","GO:0060193",0.0228073444376871,0.999825841433276,1,3,"positive regulation of lipase activity","BP",1
"15407","GO:1902766",0.0228073444376871,0.999825841433276,1,3,"skeletal muscle satellite cell migration","BP",1
"1643","GO:0004657",0.0229713736011476,0.999823314173791,1,3,"proline dehydrogenase activity","MF",1
"1523","GO:0004478",0.0235855895735591,0.999813687262632,1,3,"methionine adenosyltransferase activity","MF",1
"15968","GO:1904751",0.0240342834119712,0.999806491489909,1,3,"positive regulation of protein localization to nucleolus","BP",1
"16360","GO:1990402",0.0242838799099677,0.999802429005093,1,3,"embryonic liver development","BP",1
"7160","GO:0032720",0.0243127603023454,0.996505451155146,3,93,"negative regulation of tumor necrosis factor production","BP",1
"5741","GO:0019953",0.0243868268071465,0.998197032823624,2,32,"sexual reproduction","BP",1
"8222","GO:0035821",0.0244821243911015,0.996464486920594,3,104,"modulation of process of another organism","BP",1
"6060","GO:0030091",0.0245008893004374,0.999758901914949,1,5,"protein repair","BP",1
"2944","GO:0007185",0.0245548117980535,0.999772875004486,1,4,"transmembrane receptor protein tyrosine phosphatase signaling pathway","BP",1
"6899","GO:0032094",0.0247622367270144,0.998160178466937,2,30,"response to food","BP",1
"11623","GO:0055056",0.0250223125739149,0.999790160185913,1,3,"D-glucose transmembrane transporter activity","MF",1
"9431","GO:0044237",0.0253261544804398,0.993580188591403,5,249,"cellular metabolic process","BP",1
"11953","GO:0060509",0.0256006447741794,0.999780290322255,1,3,"type I pneumocyte differentiation","BP",1
"11689","GO:0060034",0.0256010019437277,0.999780284155872,1,3,"notochord cell differentiation","BP",1
"1894","GO:0005222",0.0258757991057112,0.999775513951155,1,3,"intracellular cAMP-activated cation channel activity","MF",1
"8289","GO:0036003",0.0260305790303417,0.999772804305178,1,3,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP",1
"6017","GO:0030001",0.0264372155056728,0.99608647266615,3,83,"metal ion transport","BP",1
"11486","GO:0051899",0.0265446495977725,0.999716764500425,1,5,"membrane depolarization","BP",1
"15762","GO:1903936",0.0265658116201311,0.999763307472114,1,3,"cellular response to sodium arsenite","BP",1
"1754","GO:0004825",0.0266502339148543,0.999732217482625,1,4,"methionine-tRNA ligase activity","MF",1
"2494","GO:0006431",0.0266502339148543,0.999732217482625,1,4,"methionyl-tRNA aminoacylation","BP",1
"5540","GO:0019240",0.0268506313830659,0.99975817357111,1,3,"citrulline biosynthetic process","BP",1
"16833","GO:2000845",0.0269276679281653,0.999756775400492,1,3,"positive regulation of testosterone secretion","BP",1
"818","GO:0002523",0.0269416613550538,0.999756520989697,1,3,"leukocyte migration involved in inflammatory response","BP",1
"14296","GO:0098840",0.0270640860930324,0.999723787268063,1,4,"protein transport along microtubule","BP",1
"1158","GO:0003839",0.02707690224661,0.999705227861796,1,5,"gamma-glutamylcyclotransferase activity","MF",1
"14264","GO:0098773",0.027273882534222,0.999750441420918,1,3,"skin epidermis development","BP",1
"5790","GO:0021549",0.0275601101316976,0.997808652816555,2,38,"cerebellum development","BP",1
"14394","GO:0099060",0.0278743540596693,0.997783534746859,2,33,NA,NA,1
"4132","GO:0010148",0.0279067027429615,0.999738650911384,1,3,"transpiration","BP",1
"4144","GO:0010184",0.0279067027429615,0.999738650911384,1,3,"cytokinin transport","BP",1
"4153","GO:0010222",0.0279067027429615,0.999738650911384,1,3,"stem vascular tissue pattern formation","BP",1
"2580","GO:0006562",0.0279078318472087,0.999738629627957,1,3,"proline catabolic process","BP",1
"5598","GO:0019470",0.0279078555327841,0.999738629181478,1,3,"4-hydroxyproline catabolic process","BP",1
"7023","GO:0032410",0.0279115335445232,0.999738559845424,1,3,"negative regulation of transporter activity","BP",1
"1824","GO:0005009",0.0279115335445232,0.999738559845424,1,3,"insulin receptor activity","MF",1
"12095","GO:0060853",0.0279115335445701,0.999738559845423,1,3,"Notch signaling pathway involved in arterial endothelial cell fate commitment","BP",1
"7277","GO:0032982",0.0279115335446238,0.999738559845422,1,3,"myosin filament","CC",1
"14227","GO:0098674",0.0279115335447276,0.99973855984542,1,3,"extrinsic component of neuronal dense core vesicle membrane","CC",1
"796","GO:0002412",0.0280059303674202,0.999671492618355,1,6,"antigen transcytosis by M cells in mucosal-associated lymphoid tissue","BP",1
"596","GO:0001934",0.0283367554723379,0.993997148540341,4,151,"positive regulation of protein phosphorylation","BP",1
"2032","GO:0005640",0.0292862939503268,0.999676258386783,1,4,"nuclear outer membrane","CC",1
"7287","GO:0033003",0.0296277032901988,0.999646703599313,1,5,"regulation of mast cell activation","BP",1
"4098","GO:0010033",0.0296390990335007,0.990977945533261,6,322,"response to organic substance","BP",1
"16270","GO:1990050",0.0299530846820041,0.999638852662204,1,5,"phosphatidic acid transfer activity","MF",1
"11240","GO:0051262",0.0300414571083092,0.997510048084197,2,34,"protein tetramerization","BP",1
"5163","GO:0016671",0.0305569728167476,0.99962405027229,1,5,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF",1
"11569","GO:0052745",0.0307345169045668,0.999643227137594,1,4,"inositol phosphate phosphatase activity","MF",1
"10549","GO:0048269",0.0308605072100264,0.999640276678549,1,4,"methionine adenosyltransferase complex","CC",1
"15927","GO:1904638",0.03194430035883,0.999614387588814,1,4,"response to resveratrol","BP",1
"5912","GO:0021903",0.0319660050848552,0.999613859803847,1,4,"rostrocaudal neural tube patterning","BP",1
"7319","GO:0033092",0.0319660050848552,0.999613859803847,1,4,"positive regulation of immature T cell proliferation in thymus","BP",1
"5837","GO:0021693",0.0319937350955797,0.999613184972131,1,4,"cerebellar Purkinje cell layer structural organization","BP",1
"8177","GO:0035701",0.0320940859388582,0.999610737863291,1,4,"hematopoietic stem cell migration","BP",1
"4733","GO:0015574",0.032152307076212,0.99960931452394,1,4,"trehalose transmembrane transporter activity","MF",1
"4792","GO:0015771",0.032152307076212,0.99960931452394,1,4,"trehalose transport","BP",1
"14978","GO:1900365",0.0321582256634379,0.999609169684049,1,4,"positive regulation of mRNA polyadenylation","BP",1
"9860","GO:0045725",0.0331173292547261,0.999585338787627,1,4,"positive regulation of glycogen biosynthetic process","BP",1
"4179","GO:0010310",0.0333947948688536,0.999578311180441,1,4,"regulation of hydrogen peroxide metabolic process","BP",1
"361","GO:0001162",0.0334581000048962,0.999548736455907,1,5,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","MF",1
"274","GO:0000808",0.0337968639796425,0.999568021327067,1,4,"origin recognition complex","CC",1
"8605","GO:0040020",0.0341312567307851,0.999559367601218,1,4,"regulation of meiotic nuclear division","BP",1
"7150","GO:0032693",0.0342004656790875,0.999557565670821,1,4,"negative regulation of interleukin-10 production","BP",1
"11194","GO:0051156",0.0342124117190258,0.999528012940299,1,5,"glucose 6-phosphate metabolic process","BP",1
"7145","GO:0032687",0.0347933485081423,0.996841090016315,2,47,"negative regulation of interferon-alpha production","BP",1
"16781","GO:2000726",0.0353331153575073,0.9995275454655,1,4,"negative regulation of cardiac muscle cell differentiation","BP",1
"12648","GO:0070292",0.0354495577807582,0.999472090008506,1,6,"N-acylphosphatidylethanolamine metabolic process","BP",1
"3921","GO:0009595",0.0355788005871375,0.999433134938025,1,9,"detection of biotic stimulus","BP",1
"10686","GO:0048633",0.0355861998085964,0.999520700870115,1,4,"positive regulation of skeletal muscle tissue growth","BP",1
"5839","GO:0021695",0.0356117583408769,0.999520006868551,1,4,"cerebellar cortex development","BP",1
"6660","GO:0031405",0.0357439871753148,0.999484482915343,1,5,"lipoic acid binding","MF",1
"10771","GO:0048793",0.035934109526984,0.99668245001373,2,46,"pronephros development","BP",1
"5109","GO:0016559",0.0368305525735669,0.999452419003985,1,5,"peroxisome fission","BP",1
"6819","GO:0031915",0.0368383677237962,0.999486100606078,1,4,"positive regulation of synaptic plasticity","BP",1
"13681","GO:0090129",0.0368383677239563,0.999486100606073,1,4,"positive regulation of synapse maturation","BP",1
"8909","GO:0042742",0.0368421026808313,0.993772814764782,3,108,"defense response to bacterium","BP",1
"1402","GO:0004301",0.0368452782288397,0.999451977713755,1,5,"epoxide hydrolase activity","MF",1
"13596","GO:0086012",0.0370359594627592,0.999480528791007,1,4,"membrane depolarization during cardiac muscle cell action potential","BP",1
"4266","GO:0010588",0.0370373778677032,0.999480488683601,1,4,"cotyledon vascular tissue pattern formation","BP",1
"14326","GO:0098892",0.0373578515953943,0.999436504716079,1,5,"extrinsic component of postsynaptic specialization membrane","CC",1
"7146","GO:0032688",0.0375049506024934,0.996447359490344,2,50,"negative regulation of interferon-beta production","BP",1
"9150","GO:0043292",0.037547489963182,0.999390508236669,1,7,"contractile fiber","CC",1
"13066","GO:0071357",0.0381699774207163,0.999369977282162,1,7,"cellular response to type I interferon","BP",1
"8847","GO:0042594",0.0387851809474736,0.996279481765835,2,42,"response to starvation","BP",1
"11044","GO:0050877",0.0389280663893768,0.993278879639276,3,107,"nervous system process","BP",1
"12486","GO:0061980",0.0389519012028911,0.999386986514644,1,5,"regulatory RNA binding","MF",1
"2162","GO:0005859",0.0392006739645544,0.999335223405092,1,7,"muscle myosin complex","CC",1
"4559","GO:0014883",0.0392940053590248,0.999376083062435,1,5,"transition between fast and slow fiber","BP",1
"9909","GO:0045824",0.0394565975070922,0.996156152521451,2,51,"negative regulation of innate immune response","BP",1
"2576","GO:0006556",0.0395062315868127,0.999369269946292,1,5,"S-adenosylmethionine biosynthetic process","BP",1
"14958","GO:1900226",0.0396891151966781,0.996113128263915,2,55,"negative regulation of NLRP3 inflammasome complex assembly","BP",1
"6157","GO:0030238",0.0401820901859843,0.999347322170726,1,5,"male sex determination","BP",1
"4894","GO:0016020",0.0406456211840587,0.973311156301771,39,4330,"membrane","CC",1
"14883","GO:1900016",0.0407253347480097,0.995966105988525,2,50,"negative regulation of cytokine production involved in inflammatory response","BP",1
"7151","GO:0032695",0.0410017537091581,0.995921452982897,2,51,"negative regulation of interleukin-12 production","BP",1
"4416","GO:0010891",0.0417432660272999,0.999266145710654,1,6,"negative regulation of sequestering of triglyceride","BP",1
"6841","GO:0031981",0.0417848663437675,0.992594677589606,3,98,"nuclear lumen","CC",1
"15008","GO:1900746",0.0419039558593247,0.999289680617749,1,5,"regulation of vascular endothelial growth factor signaling pathway","BP",1
"11446","GO:0051782",0.042132589392396,0.999252275830787,1,6,"negative regulation of cell division","BP",1
"2629","GO:0006633",0.0434278767972082,0.995545398087236,2,50,"fatty acid biosynthetic process","BP",1
"11155","GO:0051091",0.0435820838319522,0.992140769818942,3,103,"positive regulation of DNA-binding transcription factor activity","BP",1
"12141","GO:0060998",0.0437158244242082,0.99919451079299,1,6,"regulation of dendritic spine development","BP",1
"2579","GO:0006561",0.0439163864668049,0.999164108517931,1,7,"proline biosynthetic process","BP",1
"1872","GO:0005159",0.0439496861254053,0.99921796938455,1,5,"insulin-like growth factor receptor binding","MF",1
"16403","GO:1990535",0.044050067173343,0.999214360248262,1,5,"neuron projection maintenance","BP",1
"7785","GO:0034705",0.0441101568441363,0.999156651321263,1,7,"potassium channel complex","CC",1
"1853","GO:0005112",0.0442303840137598,0.995429112124968,2,46,"Notch binding","MF",1
"6651","GO:0031396",0.0444442488545446,0.995373398688568,2,54,"regulation of protein ubiquitination","BP",1
"3813","GO:0009299",0.0447538002514206,0.999155452336978,1,6,"mRNA transcription","BP",1
"9467","GO:0044316",0.0447711667554424,0.999154790837515,1,6,"cone cell pedicle","CC",1
"8393","GO:0036312",0.044848728194339,0.995310524776468,2,53,"phosphatidylinositol 3-kinase regulatory subunit binding","MF",1
"8740","GO:0042331",0.0449289869125686,0.999148767297291,1,6,"phototaxis","BP",1
