"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"9120","GO:0043232",0.00791849940895294,0.999252655969391,3,151,"intracellular non-membrane-bounded organelle","CC",1
"7231","GO:0032875",0.00794580567916437,0.999979150638567,1,3,"regulation of DNA endoreduplication","BP",1
"15686","GO:1903669",0.00795932662283268,0.999979079493687,1,3,"positive regulation of chemorepellent activity","BP",1
"16391","GO:1990467",0.00802417893430463,0.999978736561349,1,3,"NuA3a histone acetyltransferase complex","CC",1
"16834","GO:2000850",0.0081176807419331,0.999978237208055,1,3,"negative regulation of glucocorticoid secretion","BP",1
"5900","GO:0021879",0.00826401830428445,0.999977444004661,1,3,"forebrain neuron differentiation","BP",1
"5762","GO:0021513",0.00827581030745701,0.999977379467228,1,3,"spinal cord dorsal/ventral patterning","BP",1
"14657","GO:0110094",0.00850428518498479,0.99997611075939,1,3,"polyphosphate-mediated signaling","BP",1
"15997","GO:1904841",0.00856347205553078,0.999975776431252,1,3,"TORC2 complex binding","MF",1
"1487","GO:0004420",0.00857523832099111,0.999975709689385,1,3,"hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF",1
"6842","GO:0031982",0.0086212487322365,0.999160419146418,3,157,"vesicle","CC",1
"11790","GO:0060217",0.00874032660602273,0.999974763537849,1,3,"hemangioblast cell differentiation","BP",1
"2065","GO:0005694",0.00892764182064851,0.999119670323695,3,154,"chromosome","CC",1
"3043","GO:0007350",0.00911219671123468,0.99997256578774,1,3,"blastoderm segmentation","BP",1
"2112","GO:0005776",0.00938861495978558,0.999576225624412,2,52,"autophagosome","CC",1
"6721","GO:0031526",0.00941289244478132,0.999573884195611,2,55,"brush border membrane","CC",1
"13327","GO:0072013",0.0106409388969113,0.999957895443182,1,4,"glomus development","BP",1
"5145","GO:0016616",0.0106622455329144,0.99948527641219,2,54,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",1
"333","GO:0000978",0.0108717284473374,0.99828297699558,4,301,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",1
"8271","GO:0035965",0.0109474027864393,0.999955429449444,1,4,"cardiolipin acyl-chain remodeling","BP",1
"6318","GO:0030595",0.0112249455934326,0.999953135329817,1,4,"leukocyte chemotaxis","BP",1
"13051","GO:0071321",0.011849177007855,0.999944292945885,1,5,"cellular response to cGMP","BP",1
"8793","GO:0042472",0.0119576127226299,0.999385483415145,2,60,"inner ear morphogenesis","BP",1
"13929","GO:0097094",0.0119984453386314,0.999946436373191,1,4,"craniofacial suture morphogenesis","BP",1
"8907","GO:0042733",0.0123037926284788,0.999357439802694,2,63,"embryonic digit morphogenesis","BP",1
"2077","GO:0005730",0.0127213743417128,0.997323849372575,5,509,"nucleolus","CC",1
"1217","GO:0003924",0.012824281010276,0.9978736958667,4,320,"GTPase activity","MF",1
"4314","GO:0010698",0.0128940580153464,0.999934006902318,1,5,"acetyltransferase activator activity","MF",1
"16664","GO:2000323",0.0133898572103304,0.999928819798438,1,5,"negative regulation of glucocorticoid receptor signaling pathway","BP",1
"4348","GO:0010762",0.0134177332471117,0.999928522298164,1,5,"regulation of fibroblast migration","BP",1
"9875","GO:0045744",0.0134676645590048,0.999927987858852,1,5,"negative regulation of G protein-coupled receptor signaling pathway","BP",1
"1354","GO:0004128",0.0136241882385525,0.999926299536724,1,5,"cytochrome-b5 reductase activity, acting on NAD(P)H","MF",1
"5460","GO:0018996",0.0140927246510205,0.99992112813169,1,5,"molting cycle, collagen and cuticulin-based cuticle","BP",1
"5392","GO:0018117",0.0143373073682706,0.999918358522662,1,5,"protein adenylylation","BP",1
"12828","GO:0070733",0.0143373073682706,0.999918358522662,1,5,"protein adenylyltransferase activity","MF",1
"14057","GO:0097381",0.0144445831561118,0.999913689730644,1,6,"photoreceptor disc membrane","CC",1
"3323","GO:0008253",0.0145242013387891,0.999916209765749,1,5,"5'-nucleotidase activity","MF",1
"4766","GO:0015701",0.0148526666374832,0.999908729203743,1,6,"bicarbonate transport","BP",1
"15969","GO:1904753",0.0155494556675449,0.999899936930104,1,6,"negative regulation of vascular associated smooth muscle cell migration","BP",1
"8701","GO:0042254",0.015573902400883,0.999078831767839,2,66,"ribosome biogenesis","BP",1
"4116","GO:0010087",0.0156811411998445,0.999898229584726,1,6,"phloem or xylem histogenesis","BP",1
"4870","GO:0015936",0.0158890626981069,0.999895504223812,1,6,"coenzyme A metabolic process","BP",1
"11256","GO:0051291",0.0160816652078134,0.999892947323502,1,6,"protein heterooligomerization","BP",1
"13715","GO:0090200",0.0163080506389047,0.999889902168003,1,6,"positive regulation of release of cytochrome c from mitochondria","BP",1
"12841","GO:0070776",0.0163444628428594,0.999889408367451,1,6,"MOZ/MORF histone acetyltransferase complex","CC",1
"15598","GO:1903378",0.0167679995976511,0.999883582901533,1,6,"positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP",1
"2426","GO:0006325",0.0168799011501061,0.998956461510869,2,72,"chromatin organization","BP",1
"15444","GO:1902916",0.0170677780427166,0.999879368667169,1,6,"positive regulation of protein polyubiquitination","BP",1
"2283","GO:0006081",0.0173105272353354,0.999875900859686,1,6,"cellular aldehyde metabolic process","BP",1
"9767","GO:0045495",0.0175001835486075,0.999873157080217,1,6,"pole plasm","CC",1
"8703","GO:0042256",0.0175343378186335,0.999872659756338,1,6,"cytosolic ribosome assembly","BP",1
"15765","GO:1903955",0.0181179685959247,0.99986014508503,1,7,"positive regulation of protein targeting to mitochondrion","BP",1
"8846","GO:0042593",0.0182601162406661,0.998822446502162,2,75,"glucose homeostasis","BP",1
"5084","GO:0016491",0.0184587750837274,0.995737132819847,5,534,"oxidoreductase activity","MF",1
"10640","GO:0048539",0.0184878446176112,0.999854355506392,1,7,"bone marrow development","BP",1
"6067","GO:0030111",0.0187859894596028,0.998770908382562,2,73,"regulation of Wnt signaling pathway","BP",1
"5461","GO:0019001",0.0188459457942647,0.999848637541205,1,7,"guanyl nucleotide binding","MF",1
"16385","GO:1990452",0.0190495640185893,0.999845336813286,1,7,"Parkin-FBXW7-Cul1 ubiquitin ligase complex","CC",1
"9369","GO:0043983",0.0191410801921033,0.999843841618292,1,7,"histone H4-K12 acetylation","BP",1
"6543","GO:0031152",0.0199326057922138,0.999827099112413,1,8,"aggregation involved in sorocarp development","BP",1
"2639","GO:0006646",0.0201770109011443,0.999826411056145,1,7,"phosphatidylethanolamine biosynthetic process","BP",1
"1985","GO:0005515",0.0206086293002502,0.988537140105988,33,8780,"protein binding","MF",1
"9400","GO:0044154",0.0208698414162027,0.999810388718882,1,8,"histone H3-K14 acetylation","BP",1
"8917","GO:0042754",0.0209974968843164,0.99980805257457,1,8,"negative regulation of circadian rhythm","BP",1
"9918","GO:0045842",0.0210277509924574,0.999807496799056,1,8,"positive regulation of mitotic metaphase/anaphase transition","BP",1
"5127","GO:0016589",0.0211835070210596,0.99980462270227,1,8,"NURF complex","CC",1
"9872","GO:0045741",0.0214366829299493,0.99979990514096,1,8,"positive regulation of epidermal growth factor-activated receptor activity","BP",1
"11010","GO:0050816",0.0215791794219287,0.999797224970455,1,8,"phosphothreonine residue binding","MF",1
"4802","GO:0015804",0.0217644657643295,0.999793713089512,1,8,"neutral amino acid transport","BP",1
"6783","GO:0031683",0.0219967542130179,0.999789267384543,1,8,"G-protein beta/gamma-subunit complex binding","MF",1
"11848","GO:0060322",0.0220802890523834,0.999787656948528,1,8,"head development","BP",1
"15182","GO:1901838",0.0222221490266586,0.999781516748505,1,9,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",1
"10042","GO:0046203",0.0224573434298001,0.999776847521335,1,9,"spermidine catabolic process","BP",1
"2589","GO:0006572",0.0230685460793393,0.999768135324897,1,8,"tyrosine catabolic process","BP",1
"2577","GO:0006559",0.0231689105129235,0.999766104325948,1,8,"L-phenylalanine catabolic process","BP",1
"8293","GO:0036010",0.0246122389607104,0.999731747333961,1,9,"protein localization to endosome","BP",1
"15487","GO:1903026",0.0248781304727647,0.999725892226675,1,9,"negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",1
"5186","GO:0016746",0.0251109908393397,0.998078023146259,2,86,"acyltransferase activity","MF",1
"8730","GO:0042308",0.0254796708465042,0.999712410368011,1,9,"negative regulation of protein import into nucleus","BP",1
"5184","GO:0016742",0.0256669073771524,0.999708147286481,1,9,"hydroxymethyl-, formyl- and related transferase activity","MF",1
"16773","GO:2000678",0.0257484360857466,0.999706281107357,1,9,"negative regulation of transcription regulatory region DNA binding","BP",1
"551","GO:0001833",0.0257712261005747,0.999705758373463,1,9,"inner cell mass cell proliferation","BP",1
"1994","GO:0005525",0.0259349907905764,0.994687099626257,4,397,"GTP binding","MF",1
"3739","GO:0009117",0.0261256872413102,0.999697567684322,1,9,"nucleotide metabolic process","BP",1
"2832","GO:0006975",0.0268474827282308,0.999676577338181,1,10,NA,NA,1
"7099","GO:0032525",0.0275996832534971,0.999658103125371,1,10,"somite rostral/caudal axis specification","BP",1
"7041","GO:0032434",0.0276289724219455,0.999657373290008,1,10,"regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",1
"11735","GO:0060088",0.0278451734635732,0.999648476476911,1,11,"auditory receptor cell stereocilium organization","BP",1
"8648","GO:0042102",0.0283788479960307,0.999638419841851,1,10,"positive regulation of T cell proliferation","BP",1
"10828","GO:0048916",0.0290637946176103,0.999611019173359,1,13,"posterior lateral line development","BP",1
"2527","GO:0006488",0.0291136274219449,0.999619347572766,1,10,"dolichol-linked oligosaccharide biosynthetic process","BP",1
"3712","GO:0009072",0.0291766381032512,0.999617688967149,1,10,"aromatic amino acid metabolic process","BP",1
"13645","GO:0090049",0.0296545298197276,0.999601037705856,1,11,"regulation of cell migration involved in sprouting angiogenesis","BP",1
"3977","GO:0009743",0.0297916894583791,0.999597317804766,1,11,"response to carbohydrate","BP",1
"8615","GO:0040034",0.0303938605709355,0.999580779757717,1,11,"regulation of development, heterochronic","BP",1
"5913","GO:0021904",0.0307546568893896,0.999570709547796,1,11,"dorsal/ventral neural tube patterning","BP",1
"10131","GO:0046533",0.0308641442642487,0.999567629725696,1,11,"negative regulation of photoreceptor cell differentiation","BP",1
"335","GO:0000981",0.0308757407864251,0.995143600057539,3,233,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1
"1452","GO:0004364",0.0309229083802482,0.999565972129455,1,11,"glutathione transferase activity","MF",1
"1159","GO:0003841",0.0310003445837399,0.999563782938402,1,11,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF",1
"4469","GO:0012507",0.0311668454155182,0.999559056940039,1,11,"ER to Golgi transport vesicle membrane","CC",1
"15530","GO:1903146",0.0312240474040319,0.999553775375884,1,12,"regulation of autophagy of mitochondrion","BP",1
"5117","GO:0016574",0.0313116185361512,0.999554926726016,1,11,"histone ubiquitination","BP",1
"3344","GO:0008289",0.031693720764661,0.997244894858047,2,103,"lipid binding","MF",1
"2145","GO:0005834",0.0330490499709899,0.999499747227292,1,12,"heterotrimeric G-protein complex","CC",1
"3229","GO:0008078",0.0331332644947774,0.999497178676841,1,12,"mesodermal cell migration","BP",1
"5211","GO:0016799",0.0336763815375483,0.99948045357212,1,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1
"4342","GO:0010753",0.0337944369208221,0.99947316166269,1,13,"positive regulation of cGMP-mediated signaling","BP",1
"1603","GO:0004602",0.0339818884732742,0.999470923807953,1,12,"glutathione peroxidase activity","MF",1
"7981","GO:0035267",0.0339845468688464,0.999467179851613,1,13,"NuA4 histone acetyltransferase complex","CC",1
"16895","GO:2001205",0.0340253397895084,0.999469561294024,1,12,"negative regulation of osteoclast development","BP",1
"3415","GO:0008417",0.0345645209667209,0.999452506391314,1,12,"fucosyltransferase activity","MF",1
"4630","GO:0015175",0.0349718376594634,0.999435564607561,1,13,"neutral L-amino acid transmembrane transporter activity","MF",1
"4997","GO:0016274",0.0353023532124431,0.999424774518708,1,13,"protein-arginine N-methyltransferase activity","MF",1
"8857","GO:0042622",0.0354788972673189,0.999418968606697,1,13,"photoreceptor outer segment membrane","CC",1
"2123","GO:0005789",0.0354891780554592,0.991988621077347,4,440,"endoplasmic reticulum membrane","CC",1
"6538","GO:0031145",0.0355516061339763,0.999416568879857,1,13,"anaphase-promoting complex-dependent catabolic process","BP",1
"9856","GO:0045721",0.0358269818257663,0.999407434782307,1,13,"negative regulation of gluconeogenesis","BP",1
"3288","GO:0008191",0.0362488974376545,0.999393300529068,1,13,"metalloendopeptidase inhibitor activity","MF",1
"9362","GO:0043968",0.036938403226332,0.999366131595727,1,14,"histone H2A acetylation","BP",1
"9367","GO:0043981",0.0370217544198292,0.999363248035386,1,14,"histone H4-K5 acetylation","BP",1
"9368","GO:0043982",0.0370217544198292,0.999363248035386,1,14,"histone H4-K8 acetylation","BP",1
"6268","GO:0030490",0.0370709061749692,0.999365277999224,1,13,"maturation of SSU-rRNA","BP",1
"56","GO:0000123",0.0372112716471388,0.999356666935817,1,14,"histone acetyltransferase complex","CC",1
"15176","GO:1901800",0.0376747395371509,0.999340428189298,1,14,"positive regulation of proteasomal protein catabolic process","BP",1
"625","GO:0001967",0.0379265174184399,0.999331520486654,1,14,"suckling behavior","BP",1
"3000","GO:0007274",0.0380293065492864,0.999321482716915,1,16,"neuromuscular synaptic transmission","BP",1
"5227","GO:0016836",0.0381258233068084,0.999324426232566,1,14,"hydro-lyase activity","MF",1
"698","GO:0002119",0.0391168220884267,0.999284985201094,1,15,"nematode larval development","BP",1
"6214","GO:0030326",0.0394578307174154,0.996132702417068,2,118,"embryonic limb morphogenesis","BP",1
"4868","GO:0015934",0.0395012663133672,0.999274431676255,1,14,"large ribosomal subunit","CC",1
"13901","GO:0097027",0.0395127043696784,0.999274008334663,1,14,"ubiquitin-protein transferase activator activity","MF",1
"11226","GO:0051247",0.0399440469082841,0.999257952163126,1,14,"positive regulation of protein metabolic process","BP",1
"5200","GO:0016780",0.0404893698914375,0.999237398066398,1,14,"phosphotransferase activity, for other substituted phosphate groups","MF",1
"2973","GO:0007219",0.0405944628905429,0.995960790505765,2,115,"Notch signaling pathway","BP",1
"6109","GO:0030168",0.0411885317239567,0.99920313904275,1,16,"platelet activation","BP",1
"2994","GO:0007266",0.0412789927850798,0.999196511349386,1,17,"Rho protein signal transduction","BP",1
"11312","GO:0051443",0.042673214917722,0.999147938760273,1,15,"positive regulation of ubiquitin-protein transferase activity","BP",1
"10112","GO:0046488",0.043053425395936,0.999122383157074,1,18,"phosphatidylinositol metabolic process","BP",1
"6855","GO:0032006",0.0431081326988896,0.999126513397955,1,16,"regulation of TOR signaling","BP",1
"9997","GO:0046039",0.0432480567648608,0.999120788252398,1,16,"GTP metabolic process","BP",1
"7438","GO:0033504",0.0437653821127736,0.999103402469745,1,15,"floor plate development","BP",1
"5527","GO:0019219",0.0438017252630255,0.999097947920113,1,16,"regulation of nucleobase-containing compound metabolic process","BP",1
"10739","GO:0048715",0.0439144020877078,0.999093263242881,1,16,"negative regulation of oligodendrocyte differentiation","BP",1
"2446","GO:0006364",0.0444040927855012,0.995359347865903,2,118,"rRNA processing","BP",1
"574","GO:0001885",0.044990299053103,0.999047910260958,1,16,"endothelial cell development","BP",1
"6606","GO:0031301",0.0451989707421018,0.999038983696829,1,16,NA,NA,1
"9922","GO:0045861",0.0458076888169183,0.999008887635978,1,17,"negative regulation of proteolysis","BP",1
"4022","GO:0009881",0.0460729473738892,0.999001136404779,1,16,"photoreceptor activity","MF",1
"16552","GO:2000060",0.0466772033507167,0.998967053787999,1,18,"positive regulation of ubiquitin-dependent protein catabolic process","BP",1
"4167","GO:0010259",0.047449819395332,0.998932271791236,1,18,"multicellular organism aging","BP",1
"9960","GO:0045935",0.0484175693287239,0.998887878112008,1,18,"positive regulation of nucleobase-containing compound metabolic process","BP",1
"9077","GO:0043153",0.0488658665599866,0.998867001351633,1,18,"entrainment of circadian clock by photoperiod","BP",1
"2037","GO:0005654",0.0491033280082763,0.979312132923949,9,1741,"nucleoplasm","CC",1
"9932","GO:0045886",0.0497435592298902,0.998825555614476,1,18,"negative regulation of synaptic assembly at neuromuscular junction","BP",1
"15955","GO:1904706",0.0499976423842165,0.998809802348452,1,19,"negative regulation of vascular associated smooth muscle cell proliferation","BP",1
"2054","GO:0005680",0.0499987524338425,0.998809749012145,1,19,"anaphase-promoting complex","CC",1
"12156","GO:0061025",0.0501654690665905,0.998798450873603,1,20,"membrane fusion","BP",1
"9842","GO:0045669",0.05030535685581,0.994365674630304,2,129,"positive regulation of osteoblast differentiation","BP",1
"14369","GO:0098993",0.0504852647121769,0.998789940099264,1,18,NA,NA,1
"6185","GO:0030282",0.0506760299467435,0.998776979818286,1,19,"bone mineralization","BP",1
"3503","GO:0008589",0.0506807170285215,0.998776751460474,1,19,"regulation of smoothened signaling pathway","BP",1
"4061","GO:0009954",0.0507498309137284,0.998770031072383,1,20,"proximal/distal pattern formation","BP",1
"2643","GO:0006654",0.0530039858039659,0.998657229671611,1,20,"phosphatidic acid biosynthetic process","BP",1
"2882","GO:0007062",0.0535017695243874,0.998631639628161,1,20,"sister chromatid cohesion","BP",1
"12621","GO:0070212",0.0554261596626565,0.998523489206707,1,22,"protein poly-ADP-ribosylation","BP",1
"3129","GO:0007507",0.0555550501549747,0.988980494798294,3,323,"heart development","BP",1
"1071","GO:0003333",0.0561897876874123,0.998485477046415,1,21,"amino acid transmembrane transport","BP",1
"1675","GO:0004708",0.0562043605284767,0.998484683239594,1,21,"MAP kinase kinase activity","MF",1
"13057","GO:0071339",0.0565854982373253,0.998463846642587,1,21,"MLL1 complex","CC",1
"3160","GO:0007585",0.0577908956369908,0.998396991633632,1,21,"respiratory gaseous exchange by respiratory system","BP",1
"10797","GO:0048844",0.057881856714762,0.998385029821334,1,23,"artery morphogenesis","BP",1
"6627","GO:0031334",0.0589687122159461,0.998326539954946,1,22,"positive regulation of protein-containing complex assembly","BP",1
"1218","GO:0003925",0.0594316217527459,0.998303653384987,1,21,"G protein activity","MF",1
"10414","GO:0047834",0.0598469722514309,0.998279596566025,1,21,"D-threo-aldose 1-dehydrogenase activity","MF",1
"55","GO:0000122",0.0599183318644652,0.984010630277193,4,529,"negative regulation of transcription by RNA polymerase II","BP",1
"995","GO:0003179",0.0606551327227557,0.998221466493486,1,24,"heart valve morphogenesis","BP",1
"16520","GO:2000001",0.061577893900123,0.998169715130031,1,23,"regulation of DNA damage checkpoint","BP",1
"1010","GO:0003206",0.0638659901043792,0.998025858334266,1,24,"cardiac chamber morphogenesis","BP",1
"11203","GO:0051179",0.0638793335190627,0.991821913863573,2,155,"localization","BP",1
"427","GO:0001569",0.0646977080734021,0.997977234367607,1,23,"branching involved in blood vessel morphogenesis","BP",1
"9146","GO:0043280",0.0656220688835038,0.997914455714415,1,24,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",1
"9444","GO:0044267",0.0668656992139367,0.991221080099885,2,151,NA,NA,1
"11376","GO:0051602",0.0672800590438863,0.997802670239402,1,25,"response to electrical stimulus","BP",1
"10731","GO:0048706",0.0676418585518525,0.997782448185559,1,24,"embryonic skeletal system development","BP",1
"12928","GO:0070979",0.0678626612648313,0.997763971153831,1,25,"protein K11-linked ubiquitination","BP",1
"10245","GO:0046843",0.0682114183291047,0.997733825315782,1,27,"dorsal appendage formation","BP",1
"7325","GO:0033116",0.0696184128990436,0.9976452504289,1,25,"endoplasmic reticulum-Golgi intermediate compartment membrane","CC",1
"9210","GO:0043425",0.0703893725087597,0.997592124007627,1,25,"bHLH transcription factor binding","MF",1
"2783","GO:0006891",0.0708633522342757,0.997551805886248,1,27,"intra-Golgi vesicle-mediated transport","BP",1
"2993","GO:0007265",0.0711635892857538,0.997530743986883,1,27,"Ras protein signal transduction","BP",1
"14792","GO:0140289",0.0714056957128659,0.997507255878934,1,29,NA,NA,1
"4025","GO:0009888",0.0733198914599975,0.989855909352722,2,167,"tissue development","BP",1
"10621","GO:0048511",0.0742226826079563,0.997303907405135,1,29,"rhythmic process","BP",1
"6219","GO:0030332",0.0742975826190094,0.997301748709776,1,28,"cyclin binding","MF",1
"2961","GO:0007204",0.0750808042554884,0.997240334415116,1,29,"positive regulation of cytosolic calcium ion concentration","BP",1
"16362","GO:1990404",0.075461773824932,0.997205605972637,1,31,"NAD+-protein ADP-ribosyltransferase activity","MF",1
"10703","GO:0048664",0.0757088710552558,0.997193322094571,1,29,"neuron fate determination","BP",1
"16455","GO:1990756",0.0771519820044429,0.997087377517921,1,28,"ubiquitin ligase-substrate adaptor activity","MF",1
"2082","GO:0005739",0.0775621345740983,0.977459368053121,4,572,"mitochondrion","CC",1
"11330","GO:0051491",0.0776216917936112,0.997041001970379,1,31,"positive regulation of filopodium assembly","BP",1
"10517","GO:0048193",0.0782304806555911,0.996996983641671,1,30,"Golgi vesicle transport","BP",1
"12888","GO:0070888",0.0791202861341305,0.99693464059782,1,28,"E-box binding","MF",1
"6539","GO:0031146",0.0796065652928499,0.996888829710774,1,30,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP",1
"15125","GO:1901576",0.0808300960093593,0.996794722265894,1,29,"organic substance biosynthetic process","BP",1
"5419","GO:0018298",0.0808647991968242,0.996791928254949,1,29,NA,NA,1
"10611","GO:0048487",0.0814312592893043,0.996738853548878,1,31,"beta-tubulin binding","MF",1
"13167","GO:0071560",0.0815031407679734,0.996733006973385,1,31,"cellular response to transforming growth factor beta stimulus","BP",1
"2526","GO:0006487",0.0817037114212098,0.996716664763769,1,31,"protein N-linked glycosylation","BP",1
"5262","GO:0016922",0.0822712072690251,0.996666826543811,1,32,"nuclear receptor binding","MF",1
"5116","GO:0016573",0.0827940565935641,0.996623674930074,1,32,"histone acetylation","BP",1
"3535","GO:0008654",0.0830075396386393,0.996609406055739,1,31,"phospholipid biosynthetic process","BP",1
"2476","GO:0006412",0.0849646577481443,0.987227405704911,2,165,"translation","BP",1
"7248","GO:0032922",0.0860085441258603,0.996348622941355,1,33,"circadian regulation of gene expression","BP",1
"23","GO:0000045",0.0863588816127298,0.99631833960009,1,33,"autophagosome assembly","BP",1
"6620","GO:0031326",0.0867358912765554,0.996285606486116,1,33,"regulation of cellular biosynthetic process","BP",1
"421","GO:0001558",0.0874414705806303,0.996220576654988,1,34,"regulation of cell growth","BP",1
"11140","GO:0051056",0.0883160493672681,0.996126348592147,1,40,"regulation of small GTPase mediated signal transduction","BP",1
"5029","GO:0016328",0.0891514170408264,0.996056673353699,1,38,"lateral plasma membrane","CC",1
"2877","GO:0007052",0.0892957051403348,0.996052574443223,1,35,"mitotic spindle organization","BP",1
"6770","GO:0031648",0.0958102443889435,0.995441014544769,1,36,"protein destabilization","BP",1
"12691","GO:0070403",0.0983684192936357,0.995182751635491,1,38,"NAD+ binding","MF",1
"2638","GO:0006644",0.098783699740477,0.995144671572057,1,37,"phospholipid metabolic process","BP",1
"2540","GO:0006511",0.101044820726896,0.983207904179311,2,199,"ubiquitin-dependent protein catabolic process","BP",1
"6282","GO:0030514",0.101556185637692,0.994859384669596,1,38,"negative regulation of BMP signaling pathway","BP",1
"5696","GO:0019843",0.102785539506424,0.994735476647459,1,37,"rRNA binding","MF",1
