gene_id	GO.ID
Pver_g10006	GO:0006325;GO:0045944;GO:0050775;GO:0003677;GO:0003700;GO:0003713;GO:0005515;GO:0000776;GO:0005829;GO:0016604;GO:0071565;unknown
Pver_g10007	GO:0017148;GO:0033962;GO:0034063;GO:0090307;GO:0003727;GO:0003729;GO:0000932;GO:0010494;GO:0072686;GO:1990904;unknown
Pver_g10008	GO:0016180;GO:0005634;GO:0034472;GO:0005515;unknown
Pver_g10009	GO:1901981;GO:0005634;GO:0005768;GO:0005794;GO:0098588;GO:0006895;GO:0035091;unknown
Pver_g1001	GO:0005509;GO:0005515;GO:0007275;GO:0009966;GO:0016020;unknown
Pver_g10010	GO:0007186;GO:0014048;GO:0033604;GO:0042221;GO:0043271;GO:0050805;GO:0065008;GO:1903532;GO:0004930;GO:0005515;GO:0005576;GO:0005737;GO:0012505;GO:0030425;GO:0031090;GO:0038037;GO:0042734;GO:0043025;GO:0043231;GO:0045211;GO:0099699;GO:1902710;GO:0004965;GO:0016021;unknown
Pver_g10011	GO:0005794;GO:0006895;unknown
Pver_g10012	GO:0007010;GO:0007165;GO:0045806;GO:0048488;GO:0048666;GO:0048858;GO:0050804;GO:0072657;GO:0097320;GO:0005543;GO:0008092;GO:0042802;GO:0005768;GO:0005829;GO:0005901;GO:0005911;GO:0019898;GO:0030137;GO:0030659;GO:0032587;GO:0043005;GO:0098684;GO:0098833;GO:0098978;unknown
Pver_g10013	GO:0000212;GO:0006325;GO:0007147;GO:0040020;GO:0043410;GO:0045930;GO:0046777;GO:0051296;GO:1902103;GO:0004709;GO:0005829;GO:0006468;GO:0004672;GO:0005524;unknown
Pver_g10014	GO:0045944;GO:0047484;GO:0048523;GO:0005515;GO:0030374;GO:0005654;GO:0005829;GO:0005925;GO:0080008;unknown
Pver_g10018	GO:0001657;GO:0001755;GO:0001838;GO:0006919;GO:0007158;GO:0010628;GO:0010976;GO:0014042;GO:0030335;GO:0033141;GO:0033619;GO:0033630;GO:0035799;GO:0035860;GO:0043410;GO:0045793;GO:0045893;GO:0048265;GO:0048484;GO:0050770;GO:0051897;GO:0060041;GO:0060384;GO:0061146;GO:0071300;GO:0072300;GO:2001241;GO:0004714;GO:0005509;GO:0005515;GO:0005769;GO:0005887;GO:0010008;GO:0030424;GO:0030425;GO:0043025;GO:0043235;GO:0045121;GO:0098797;GO:0006468;GO:0004672;GO:0004713;GO:0005524;unknown
Pver_g10019	GO:0006508;GO:0004252;GO:0005576;unknown
Pver_g1002	GO:0000132;GO:0007605;GO:0008285;GO:0010628;GO:0010719;GO:0010801;GO:0016525;GO:0030335;GO:0030512;GO:0031345;GO:0031397;GO:0033138;GO:0034260;GO:0040037;GO:0042472;GO:0043066;GO:0043407;GO:0045165;GO:0046580;GO:0051387;GO:0051897;GO:0060437;GO:0060449;GO:0070373;GO:0070374;GO:1900747;GO:1902747;GO:1990830;GO:0019901;GO:0043539;GO:0005634;GO:0005829;GO:0005886;GO:0015629;GO:1990752;GO:0007275;GO:0009966;GO:0016020;unknown
Pver_g10021	GO:0006694;GO:0006706;GO:0008203;GO:0033280;GO:0042359;GO:0044237;GO:0044282;GO:1901616;GO:0005488;GO:0008395;GO:0016705;GO:0062179;GO:0070576;GO:0070643;GO:0005740;GO:0016020;GO:0004497;GO:0005506;GO:0020037;unknown
Pver_g10022	GO:0015835;GO:0055085;GO:0071555;GO:1902600;GO:0005515;GO:0015293;GO:0015295;GO:0022857;GO:0005886;GO:0016020;GO:0016021;unknown
Pver_g10023	GO:0000398;GO:0005515;GO:0017070;GO:0005654;GO:0005688;GO:0046540;GO:0071005;GO:0120115;unknown
Pver_g10024	GO:0001523;GO:0032787;GO:0034754;GO:0120254;GO:1901615;GO:0016705;GO:0016918;GO:0043167;GO:0070576;GO:0043231;GO:0004497;GO:0005506;GO:0020037;unknown
Pver_g10025	GO:0006665;GO:0043067;GO:0001729;GO:0046872;GO:0005737;GO:0012505;GO:0016020;GO:0031981;GO:0003951;GO:0016301;unknown
Pver_g10026	GO:0000122;GO:0006091;GO:0019477;GO:0019878;GO:0031061;GO:0003714;GO:0004754;GO:0042393;GO:0047131;GO:0005634;GO:0005759;GO:0005829;GO:0016491;unknown
Pver_g10027	GO:0006357;GO:0007275;GO:0009653;GO:0045893;GO:0000976;GO:0000981;GO:0005634;GO:0043232;GO:0006355;GO:0003700;GO:0043565;unknown
Pver_g10028	GO:0042664;GO:0045944;GO:0048335;GO:0000978;GO:0001228;GO:0005515;GO:0005730;GO:0006355;GO:0003700;GO:0043565;unknown
Pver_g10029	GO:0000122;GO:0007507;GO:0008045;GO:0021517;GO:0045893;GO:0048617;GO:1901250;GO:0000978;GO:0001227;GO:0042802;GO:0043621;GO:0046872;GO:0005634;GO:0006355;GO:0003700;GO:0043565;unknown
Pver_g1003	GO:0007399;GO:0050789;GO:0050808;GO:0045202;GO:0071944;unknown
Pver_g10030	unknown
Pver_g10031	GO:0000122;GO:0001525;GO:0001678;GO:0008284;GO:0010001;GO:0014816;GO:0014898;GO:0014901;GO:0014908;GO:0030111;GO:0032534;GO:0032868;GO:0045600;GO:0046326;GO:0060576;GO:0061586;GO:0071407;GO:0072112;GO:0099156;GO:1901653;GO:1902895;GO:1990830;GO:2000757;GO:0000978;GO:0001227;GO:0001228;GO:0043426;GO:0046872;GO:0000785;GO:0005667;GO:0005794;GO:0005829;GO:0016235;GO:0016607;unknown
Pver_g10032	unknown;GO:0003676;GO:0008270
Pver_g10033	GO:0018022;GO:0016279;GO:0005829;GO:0016604;unknown
Pver_g10034	unknown
Pver_g10035	GO:0009987;GO:0010629;GO:0005488;GO:0005622;GO:0004386;unknown
Pver_g10038	GO:0031333;GO:0043508;GO:0048264;GO:2000016;GO:0019904;GO:0035091;GO:0005737;GO:0016020;GO:0003676;GO:0016787;GO:0046872;unknown
Pver_g10039	GO:0005975;GO:0006091;GO:0006464;GO:0004689;GO:0005515;GO:0005829;GO:0005964;GO:0005977;GO:0005516;GO:0005886;unknown
Pver_g1004	GO:0000731;GO:0006271;GO:0032508;GO:0046683;GO:1900264;GO:0000166;GO:0003677;GO:0003689;GO:0005515;GO:0017116;GO:0005654;GO:0005663;GO:0031389;GO:0031390;GO:0031391;GO:0006260;unknown
Pver_g10041	GO:0009987;GO:0005515;GO:0005654;GO:0003676;GO:0003677;unknown
Pver_g10044	GO:0000122;GO:0043966;GO:0043981;GO:0043982;GO:0043983;GO:0048286;GO:2000584;GO:2000791;GO:0005515;GO:0000123;unknown
Pver_g10046	GO:0006278;GO:0006310;GO:0006508;GO:0008152;GO:0046718;GO:0046740;GO:0071897;GO:0075732;GO:0090305;GO:0090502;GO:0003676;GO:0003677;GO:0003723;GO:0003824;GO:0003887;GO:0003964;GO:0004190;GO:0004518;GO:0004519;GO:0004523;GO:0008233;GO:0008270;GO:0016740;GO:0016779;GO:0016787;GO:0046872;GO:0043657;GO:0002755;GO:0007165;GO:0043123;GO:0005515;GO:0016757;GO:0070976;GO:0048583;unknown
Pver_g1005	unknown;GO:0007186;GO:0004930;GO:0016021
Pver_g10050	GO:0031638;GO:0051603;GO:0004197;GO:0005515;GO:0005615;GO:0005788;GO:0035578;GO:0006508;GO:0008234;unknown
Pver_g10051	GO:0006006;GO:0006086;GO:0006099;GO:0031638;GO:0004175;GO:0004739;GO:0005515;GO:0008234;GO:0005576;GO:0005788;GO:0005967;GO:0035578;GO:0006508;GO:0003824;GO:0008239;unknown
Pver_g10052	GO:0006886;GO:0006890;GO:0007612;GO:0045176;GO:0045197;GO:0060996;GO:0061512;GO:0099175;GO:0003924;GO:0005515;GO:0005525;GO:0005794;GO:0005886;GO:0048471;GO:0098978;unknown
Pver_g10053	unknown;GO:0016021
Pver_g10054	GO:0000122;GO:0002542;GO:0006879;GO:0030514;GO:0031639;GO:0045944;GO:0051919;GO:0097421;GO:0004252;GO:0042803;GO:0005615;GO:0005886;GO:0006508;unknown
Pver_g10055	GO:0007411;GO:0030032;GO:0045944;GO:0060271;GO:0003779;GO:0001725;GO:0014069;GO:0030027;GO:0098978;GO:0007010;unknown
Pver_g10056	unknown;GO:0003824;GO:0016020;GO:0032504;GO:0016021
Pver_g10057	GO:0006044;GO:0006051;GO:0019262;GO:0005515;GO:0009384;GO:0045127;GO:0005829;GO:0046835;unknown
Pver_g10058	unknown;GO:0003676;GO:0016787;GO:0046872
Pver_g10059	GO:0001666;GO:0001934;GO:0006006;GO:0006635;GO:0007155;GO:0007165;GO:0007517;GO:0007584;GO:0007623;GO:0009410;GO:0009617;GO:0009744;GO:0009749;GO:0009967;GO:0010466;GO:0010467;GO:0010642;GO:0010739;GO:0010745;GO:0010804;GO:0010875;GO:0010906;GO:0010951;GO:0014823;GO:0019395;GO:0030336;GO:0030853;GO:0031667;GO:0031953;GO:0032720;GO:0032757;GO:0032869;GO:0033034;GO:0034115;GO:0034383;GO:0034612;GO:0035821;GO:0042593;GO:0043123;GO:0043124;GO:0043407;GO:0045471;GO:0045599;GO:0045650;GO:0045721;GO:0045776;GO:0045860;GO:0045892;GO:0045923;GO:0046326;GO:0046888;GO:0050728;GO:0050731;GO:0050765;GO:0050805;GO:0050873;GO:0051384;GO:0070373;GO:0070543;GO:0070994;GO:0071320;GO:0071466;GO:0071639;GO:0071872;GO:0072659;GO:0090317;GO:0110113;GO:0120162;GO:0120163;GO:1900121;GO:1904706;GO:1904753;GO:1905598;GO:2000279;GO:2000467;GO:2000478;GO:2000481;GO:2000534;GO:2000584;GO:2000590;GO:0004867;GO:0005102;GO:0005179;GO:0005201;GO:0005515;GO:0030020;GO:0030414;GO:0033691;GO:0042802;GO:0042803;GO:0090729;GO:0005576;GO:0005581;GO:0005589;GO:0005615;GO:0005783;GO:0005788;GO:0009986;GO:0031012;GO:0032991;GO:0042383;GO:0048471;GO:0062023;GO:0070062;GO:0071944;GO:1903561;unknown
Pver_g1006	unknown;GO:0004857;GO:0043086
Pver_g10060	GO:0006254;GO:0006256;GO:0034656;GO:0046039;GO:0046052;GO:0046712;GO:0003924;GO:0004382;GO:0036384;GO:0043273;GO:0045134;GO:0030173;GO:0030659;GO:0097637;GO:0016787;unknown
Pver_g10061	GO:0006457;GO:0007339;GO:0032212;GO:0050821;GO:1901998;GO:1904851;GO:0005524;GO:0044183;GO:0051082;GO:0005832;GO:0005874;GO:0044297;GO:0016887;unknown
Pver_g10062	GO:0007199;GO:0007602;GO:0019722;GO:0046549;GO:0050908;GO:0051294;GO:0055059;GO:0003924;GO:0019001;GO:0043167;GO:0001917;GO:0005834;GO:0005938;GO:0042622;GO:0007165;GO:0007186;GO:0031683;unknown
Pver_g10063	GO:0060255;GO:0005488;GO:0110165;unknown
Pver_g10065	unknown;GO:0003677;GO:0046872;GO:0007165;GO:0005488;GO:0016020
Pver_g10066	GO:0007399;GO:0005515;GO:0005622;GO:0005737;unknown
Pver_g10067	GO:0006622;GO:0031648;GO:0032456;GO:0034394;GO:0042147;GO:0043001;GO:0045732;GO:1901998;GO:1902430;GO:1903441;GO:0031267;GO:0043130;GO:0044877;GO:0005654;GO:0005764;GO:0005802;GO:0031901;GO:0032991;GO:0055038;GO:0006886;GO:0016192;GO:0035091;unknown
Pver_g10068	GO:0000028;GO:0001825;GO:0006364;GO:0005515;GO:0005737;GO:0032545;GO:0034456;GO:0003676;unknown
Pver_g10069	GO:0007596;GO:0008015;GO:0005543;GO:0005615;GO:0016020;GO:0031091;GO:0005201;unknown
Pver_g1007	GO:0007268;GO:0007416;GO:0032092;GO:0043547;GO:0045944;GO:0050731;GO:0050807;GO:0051491;GO:0055117;GO:0070507;GO:0071340;GO:1902667;GO:1903277;GO:1903407;GO:0002162;GO:0005509;GO:0036122;GO:0044325;GO:0050431;GO:0097367;GO:0098772;GO:1901681;GO:0005604;GO:0005615;GO:0005796;GO:0042383;GO:0043083;GO:0044295;GO:0098978;GO:0005515;unknown
Pver_g10070	unknown;GO:0005201
Pver_g10071	unknown;GO:0005201
Pver_g10073	GO:0005768;GO:0030424;GO:0003755;GO:0000413;unknown
Pver_g10074	GO:0006355;GO:0007444;GO:0007611;GO:0008585;GO:0021799;GO:0021800;GO:0021853;GO:0021877;GO:0021884;GO:0042475;GO:0048469;GO:0048749;GO:0003700;GO:0005515;GO:1990837;GO:0001674;GO:0003677;unknown
Pver_g10079	GO:0000002;GO:0000722;GO:0000727;GO:0006268;GO:0032211;GO:0044806;GO:0071932;GO:0098781;GO:0003678;GO:0003697;GO:0005515;GO:0010521;GO:0051880;GO:0031966;GO:0043596;GO:0000723;GO:0006281;unknown
Pver_g1008	unknown
Pver_g10081	GO:0019835;GO:0035821;GO:0044179;GO:0042802;GO:0090729;GO:0005576;GO:0016020;GO:0016021;GO:0020002;GO:0033644;unknown
Pver_g10082	unknown;GO:0005576;GO:0016020
Pver_g10083	GO:0000725;GO:0031297;GO:0044265;GO:0045910;GO:0048522;GO:0070647;GO:2001020;GO:0003677;GO:0043138;GO:0005634;GO:0005694;GO:0019005;GO:0003678;GO:0005515;GO:0005524;GO:0016787;unknown
Pver_g10084	GO:0002027;GO:0006400;GO:0010882;GO:0016192;GO:0032412;GO:0033365;GO:0043270;GO:0048522;GO:0048731;GO:0051279;GO:0072659;GO:0086002;GO:0086004;GO:0086019;GO:0086066;GO:0086070;GO:0098901;GO:0019899;GO:0030674;GO:0005634;GO:0005856;GO:0030016;GO:0030054;GO:0098590;GO:0005515;unknown
Pver_g10085	unknown;GO:0005576;GO:0016020;GO:0016021
Pver_g10086	unknown;GO:0005576;GO:0016020
Pver_g10087	unknown;GO:0016020
Pver_g10088	GO:0005515;unknown
Pver_g1009	GO:0008285;GO:0009611;GO:0045786;GO:0005488;GO:0016462;GO:0005737;GO:0016787;unknown
Pver_g10090	GO:0005975;GO:0006464;GO:0015782;GO:0005456;GO:0005515;GO:0015297;GO:0000139;GO:0005887;GO:0090481;GO:0015165;GO:0016021;unknown
Pver_g10091	GO:0006012;GO:0015782;GO:0072334;GO:0005456;GO:0005459;GO:0005515;GO:0015297;GO:0005654;GO:0005783;GO:0030173;GO:0090481;GO:0015165;GO:0000139;GO:0016021;GO:0008643;unknown
Pver_g10093	GO:0009611;GO:0010033;GO:0031175;GO:0033554;GO:0034330;GO:0042127;GO:0048518;GO:0060255;GO:0060541;GO:0005515;GO:0005576;GO:0062023;GO:0070160;GO:0007155;GO:0007156;GO:0005044;GO:0005509;GO:0005886;GO:0016020;unknown
Pver_g10094	unknown
Pver_g10095	GO:0000122;GO:0045944;GO:0046013;GO:0005515;GO:0005654;unknown
Pver_g10096	GO:0000122;GO:0045944;GO:0046013;GO:0005515;GO:0005654;unknown
Pver_g10097	unknown
Pver_g10098	unknown
Pver_g10099	GO:0000209;GO:0002250;GO:0002495;GO:0045347;GO:0008270;GO:0042289;GO:0061630;GO:0005765;GO:0016021;GO:0031901;GO:0031902;unknown
Pver_g101	GO:0010821;GO:0019725;GO:0047497;GO:0097345;GO:0003924;GO:0005515;GO:0005525;GO:0046872;GO:0031307;GO:0007005;GO:0007264;GO:0005509;unknown
Pver_g1010	GO:0007566;GO:0016192;GO:0016241;GO:0048015;GO:0050714;GO:0005515;GO:0000145;GO:0005829;GO:0098592;GO:0006887;unknown
Pver_g10100	GO:0043050;GO:0060465;GO:0005488;GO:0008237;GO:0016020;GO:0006508;GO:0004222;GO:0008270;unknown
Pver_g10101	GO:0006099;GO:0006740;GO:0010918;GO:0031323;GO:0043066;GO:0045454;GO:0072593;GO:0098869;GO:1902600;GO:0003957;GO:0008750;GO:0042802;GO:0046983;GO:0050661;GO:0051287;GO:0005746;GO:0005887;GO:0008746;unknown
Pver_g10102	unknown
Pver_g10104	GO:0006516;GO:0009313;GO:0004567;GO:0005537;GO:0005615;GO:0005886;GO:0035577;GO:0043202;GO:0005975;GO:0004553;unknown
Pver_g10105	GO:0006996;GO:0008284;GO:0009966;GO:0010604;GO:0010629;GO:0032879;GO:0043066;GO:0050793;GO:0051240;GO:0051252;GO:0071897;GO:0003720;GO:0003723;GO:0005515;GO:0005654;GO:0005694;GO:0005697;GO:0005739;GO:0061695;GO:0003677;GO:0003721;GO:0003964;unknown
Pver_g10106	GO:0007193;GO:0043434;GO:0043949;GO:0050805;GO:0051301;GO:0060236;GO:1904322;GO:1904778;GO:0000287;GO:0003924;GO:0005525;GO:0019003;GO:0031683;GO:0031821;GO:0032794;GO:0005634;GO:0005813;GO:0005834;GO:0030496;GO:0045121;GO:0099738;GO:0007165;GO:0007186;GO:0007188;GO:0019001;unknown
Pver_g10107	GO:0003351;GO:0030317;GO:0036159;GO:0000166;GO:0008569;GO:0043167;GO:0045505;GO:0051959;GO:0005829;GO:0036126;GO:0036156;GO:0006164;GO:0007018;GO:0003824;GO:0003938;GO:0005524;GO:0016491;GO:0030286;unknown
Pver_g10108	GO:0007405;GO:0007518;GO:0014009;GO:0014706;GO:0030517;GO:0042692;GO:0043403;GO:0045944;GO:0048671;GO:0051091;GO:0061629;GO:0005634;GO:0005737;unknown
Pver_g10109	GO:0045054;GO:0005515;GO:0000139;GO:0016021;unknown
Pver_g1011	GO:0003208;GO:0007155;GO:0007420;GO:0008283;GO:0035264;GO:0042733;GO:0043010;GO:0044030;GO:0045617;GO:0045944;GO:0048701;GO:0051973;GO:0060324;GO:0060463;GO:0060487;GO:0060672;GO:0061713;GO:0070830;GO:0090132;GO:0000978;GO:0001161;GO:0001228;GO:0031490;GO:0042803;GO:0005654;GO:0005911;unknown
Pver_g10110	GO:0000122;GO:0000381;GO:0001569;GO:0006406;GO:0007221;GO:0007548;GO:0009048;GO:0010628;GO:0035222;GO:0038163;GO:0045638;GO:0045652;GO:0048536;GO:0048749;GO:0060412;GO:0060674;GO:0080009;GO:0090263;GO:2000737;GO:0003729;GO:0005515;GO:0005635;GO:0016020;GO:0016607;GO:0036396;GO:0003676;unknown
Pver_g10111	GO:0000122;GO:0001889;GO:0002088;GO:0006511;GO:0006954;GO:0010216;GO:0010390;GO:0031100;GO:0032270;GO:0044027;GO:0045944;GO:0050678;GO:0051865;GO:0060729;GO:2000373;GO:0000987;GO:0008270;GO:0008327;GO:0031493;GO:0035064;GO:0042802;GO:0044729;GO:0061630;GO:0000791;GO:0000792;GO:0005654;GO:0005657;GO:0005737;GO:0016363;GO:0005515;unknown
Pver_g10112	GO:0010646;GO:0023051;GO:0005737;GO:0016020;GO:0030054;GO:0043229;GO:0120025;GO:0005085;unknown
Pver_g10114	GO:0005576;unknown
Pver_g10115	GO:0006508;GO:0045893;GO:0051604;GO:0004298;GO:0042802;GO:0016787;unknown
Pver_g10117	unknown;GO:0060271
Pver_g10119	unknown;GO:0016021
Pver_g1012	GO:0001947;GO:0003147;GO:0003253;GO:0008284;GO:0015884;GO:0017015;GO:0031103;GO:0046655;GO:0060828;GO:0061626;GO:0061713;GO:0071231;GO:0005515;GO:0005542;GO:0051870;GO:0061714;GO:0005576;GO:0005634;GO:0016323;GO:0016324;GO:0030133;GO:0030135;GO:0030141;GO:0031362;GO:0070013;GO:0098588;unknown
Pver_g10120	unknown;GO:0016021
Pver_g10121	unknown;GO:0016021
Pver_g10122	unknown;GO:0016021
Pver_g10123	unknown;GO:0016021
Pver_g10125	GO:0008202;GO:0009058;GO:0019369;GO:0042445;GO:0008395;GO:0016705;GO:0005737;GO:0016020;GO:0043231;GO:0004497;GO:0005506;GO:0020037;unknown
Pver_g10127	GO:0008202;GO:0009058;GO:0042445;GO:0004497;GO:0016705;GO:0005506;GO:0020037;unknown
Pver_g1013	GO:0050794;GO:0050896;GO:0005488;GO:0016020;GO:0007166;GO:0007186;GO:0004888;GO:0004930;GO:0005515;GO:0005524;GO:0016021;unknown
Pver_g10131	unknown
Pver_g10132	unknown
Pver_g10135	GO:0031323;GO:0048523;GO:0005768;GO:0016020;GO:0031985;unknown
Pver_g10137	GO:0001657;GO:0001755;GO:0001838;GO:0006919;GO:0007158;GO:0010628;GO:0010976;GO:0014042;GO:0030335;GO:0033141;GO:0033619;GO:0033630;GO:0035799;GO:0035860;GO:0043410;GO:0045793;GO:0045893;GO:0048265;GO:0048484;GO:0050770;GO:0051897;GO:0060041;GO:0060384;GO:0061146;GO:0071300;GO:0072300;GO:2001241;GO:0004714;GO:0005509;GO:0005515;GO:0005769;GO:0005887;GO:0010008;GO:0030424;GO:0030425;GO:0043025;GO:0043235;GO:0045121;GO:0098797;GO:0006468;GO:0004672;GO:0004713;GO:0005524;unknown
Pver_g10139	unknown;GO:0005201;GO:0005509
Pver_g1014	GO:0005515;GO:0005634;GO:0005829;unknown
Pver_g10141	unknown;GO:0005515;GO:0043531
Pver_g10142	GO:0016043;GO:0032501;GO:0051649;GO:0051656;GO:0003676;GO:0005515;GO:0015630;GO:0043531;unknown
Pver_g10143	GO:0009987;GO:0050896;GO:0003824;GO:0005515;GO:0097159;GO:1901363;GO:0043531;unknown
Pver_g10144	GO:0006511;GO:0016567;GO:0032968;GO:0004842;GO:0005515;GO:0044877;GO:0005829;GO:0030891;GO:0031462;GO:0070449;GO:0016021;unknown
Pver_g10145	GO:0006264;GO:0006401;GO:0003676;GO:0004523;GO:0042802;GO:0005634;GO:0005739;GO:0043232;GO:0000287;unknown
Pver_g10146	GO:0006928;GO:0007165;GO:0007409;GO:0010646;GO:0010765;GO:0032414;GO:0033365;GO:0042221;GO:0045184;GO:0048193;GO:0050808;GO:0055065;GO:0055117;GO:0060341;GO:0061024;GO:0072507;GO:0072659;GO:0086065;GO:0098901;GO:1901016;GO:1903169;GO:1904064;GO:2001257;GO:0008092;GO:0019899;GO:0030674;GO:0005783;GO:0005856;GO:0005911;GO:0030017;GO:0042383;GO:0044304;GO:0098590;GO:0098794;GO:0005515;unknown
Pver_g10147	GO:0007610;GO:0019953;GO:0030001;GO:0050794;GO:0051239;GO:0065008;GO:0005216;GO:0005515;GO:0005886;GO:0016021;GO:0036477;GO:0043005;GO:0006811;GO:0055085;GO:0070588;GO:0005262;GO:0016020;unknown
Pver_g10148	unknown;GO:0070588;GO:0005262;GO:0016021
Pver_g10149	GO:0006635;GO:0032868;GO:0035965;GO:0000062;GO:0003988;GO:0004300;GO:0005515;GO:0016508;GO:0016509;GO:0044877;GO:0051287;GO:0005743;GO:0016507;GO:0042645;GO:0006631;GO:0003824;GO:0003857;GO:0016491;GO:0016616;GO:0070403;GO:0005739;unknown
Pver_g1015	GO:0030317;GO:0036158;GO:0036159;GO:0045505;GO:0051087;GO:0005802;GO:0070286;unknown
Pver_g10150	GO:0016567;GO:0005515;GO:0061630;GO:0005794;GO:0010008;GO:0004842;unknown
Pver_g10151	GO:0006357;GO:0007165;GO:0019079;GO:2001032;GO:0042393;GO:0005654;GO:0043292;GO:0006325;GO:0003677;unknown
Pver_g10152	GO:0000904;GO:0002009;GO:0006950;GO:0007155;GO:0009605;GO:0009887;GO:0016477;GO:0042221;GO:0050794;GO:0060541;GO:0061564;GO:2000026;GO:0005576;GO:0043227;GO:0043256;GO:0098793;unknown
Pver_g10153	GO:0006364;GO:0006401;GO:0008033;GO:0003723;GO:0004521;GO:0005730;GO:0030681;GO:0140513;GO:0001682;GO:0000172;GO:0005655;unknown
Pver_g10154	unknown
Pver_g10155	unknown
Pver_g10156	unknown
Pver_g10157	unknown
Pver_g10158	unknown
Pver_g10159	unknown;GO:0008270
Pver_g1016	GO:0016070;GO:0016567;GO:0017148;GO:0021915;GO:0048518;GO:0060964;GO:0071310;GO:0003723;GO:0004842;GO:0005737;GO:0005515;GO:0042981;unknown
Pver_g10160	GO:0006914;GO:0016310;GO:0004672;GO:0005737;GO:0006468;GO:0005524;unknown
Pver_g10161	GO:0006468;GO:0007155;GO:0007169;GO:0009605;GO:0009719;GO:0016043;GO:0019221;GO:0032879;GO:0048522;GO:0050776;GO:1901701;GO:0004713;GO:0019899;GO:0005737;GO:0005856;GO:0016020;GO:0071944;GO:0004672;GO:0005524;unknown
Pver_g10162	GO:0006357;GO:0006493;GO:0006605;GO:0007005;GO:0007281;GO:0008333;GO:0019896;GO:0048813;GO:0050771;GO:0098939;GO:0019894;GO:0019899;GO:0030911;GO:0050811;GO:0005634;GO:0005739;GO:0005769;GO:0005886;GO:0030425;GO:0043025;GO:0044295;unknown
