"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-1980 0.15795616577397 3 11 "GO:0000423" "mitophagy" 0.606405911473103
593 0.686725983423993 2 10 "GO:0000460" "maturation of 5.8S rRNA" 0.924323875657971
-468 0.594238767599607 3 28 "GO:0000462" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.901864459608353
131 0.940679720433643 2 7 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.982951312863022
-2142 0.192668638105751 3 8 "GO:0000467;GO:0071035;GO:0071038;GO:0106354;GO:0016078" "exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.65560348122037
272 0.826777409823176 2 14 "GO:0000470" "maturation of LSU-rRNA" 0.960943467253673
-265 0.898776519523888 2 5 "GO:0000472;GO:0000967" "endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.975719361191397
-1688 0.10463932336663 2 20 "GO:0000479" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.518089879348626
-2915 0.0298889264012889 2 12 "GO:0000480;GO:0000447" "endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.276213026183667
-994 0.571528173171719 2 7 "GO:0000491" "small nucleolar ribonucleoprotein complex assembly" 0.892362980034452
282 0.892230595664332 4 5 "GO:0000492" "box C/D snoRNP assembly" 0.974611502933915
-1265 0.157736425770664 4 27 "GO:0000578" "embryonic axis specification" 0.606405911473103
-2681 0.157841365188333 6 6 "GO:0000710" "meiotic mismatch repair" 0.606405911473103
-1891 0.0512891177298008 2 23 "GO:0000712" "resolution of meiotic recombination intermediates" 0.363908329075648
1095 0.564123763059742 2 6 "GO:0000720" "pyrimidine dimer repair by nucleotide-excision repair" 0.891878646968954
-811 0.403067802996947 3 23 "GO:0000722;GO:0006312" "mitotic recombination" 0.830430479290236
-1232 0.0121925872471818 2 90 "GO:0000723;GO:0032200" "telomere organization" 0.157120678715419
-1010 0.0554653196933422 2 78 "GO:0000724;GO:0000725" "recombinational repair" 0.38058903101104
-145 0.913893280888249 2 12 "GO:0000727" "double-strand break repair via break-induced replication" 0.978428167381634
-2624 0.0419101058831497 5 13 "GO:0000729" "DNA double-strand break processing" 0.328610647114781
-1083 0.202380396607497 2 30 "GO:0000731" "DNA synthesis involved in DNA repair" 0.664691249506747
-1790 0.345621311231082 -1 6 "GO:0000737" "obsolete DNA catabolic process, endonucleolytic" 0.795729462209857
-3401 0.0731575249391618 -1 6 "GO:0000738" "obsolete DNA catabolic process, exonucleolytic" 0.435115321940506
551 0.587395905493166 3 21 "GO:0000768;GO:0006949;GO:0140253;GO:0007520" "syncytium formation" 0.898362595551798
-792 0.629918697899068 3 8 "GO:0000820" "regulation of glutamine family amino acid metabolic process" 0.909401463679551
-2093 0.23375942336224 6 7 "GO:0000821" "regulation of arginine metabolic process" 0.698072581109001
494 0.232854478608983 2 127 "GO:0000902" "cell morphogenesis" 0.698072581109001
2032 0.0361800186672308 -1 23 "GO:0000904" "obsolete cell morphogenesis involved in differentiation" 0.307972727707147
2631 0.134389735002137 5 7 "GO:0000915;GO:0000912;GO:0044837" "assembly of actomyosin apparatus involved in cytokinesis" 0.573781294107456
-390 0.440342136081237 2 85 "GO:0000956;GO:0006402" "mRNA catabolic process" 0.847613553034544
-1977 0.0573801750663138 2 20 "GO:0000959" "mitochondrial RNA metabolic process" 0.384574151773336
-2129 0.015451871092354 2 28 "GO:0000966" "RNA 5'-end processing" 0.182633898877144
324 0.435445691868904 3 126 "GO:0001101;GO:0043200" "response to acid chemical" 0.844349065354994
4091 0.00830459730604357 5 9 "GO:0001172" "RNA-templated transcription" 0.127188042304212
-1365 0.472121597264635 2 6 "GO:0001178" "regulation of transcriptional start site selection at RNA polymerase II promoter" 0.864572674990863
814 0.0494169273628897 4 127 "GO:0001501" "skeletal system development" 0.357783253070937
1641 0.221647052709161 3 12 "GO:0001502;GO:0098743" "cartilage condensation" 0.685877148016245
926 0.0553110815900561 2 93 "GO:0001503" "ossification" 0.38058903101104
1518 0.0790079578442791 2 29 "GO:0001504" "neurotransmitter uptake" 0.455789949553473
3241 0.00182975725475421 -1 20 "GO:0001505" "obsolete regulation of neurotransmitter levels" 0.0465125965169712
793 0.102813948011531 4 92 "GO:0001508" "action potential" 0.515180241746348
-2329 0.00177707242437697 5 39 "GO:0001510" "RNA methylation" 0.0458744392172249
3526 0.089953118638043 4 5 "GO:0001516;GO:0046457" "prostanoid biosynthetic process" 0.483715486791466
-2237 0.110562377727782 2 11 "GO:0001522" "pseudouridine synthesis" 0.529852298547361
-1479 0.0110774875407425 4 64 "GO:0001523;GO:0016101;GO:0006721" "terpenoid metabolic process" 0.147339542247992
121 0.741126878645552 2 164 "GO:0001525" "angiogenesis" 0.935143547919263
-1584 0.0541607039816332 2 32 "GO:0001541" "ovarian follicle development" 0.377161571664552
-305 0.835762864595484 2 10 "GO:0001553" "luteinization" 0.963964672308524
-54 0.965612598073682 3 14 "GO:0001556" "oocyte maturation" 0.990522449507313
535 0.0694434176662914 4 253 "GO:0001558" "regulation of cell growth" 0.423981519370633
858 0.625455209496278 2 7 "GO:0001561" "fatty acid alpha-oxidation" 0.907219685061433
1044 0.00992939292751003 2 133 "GO:0001568" "blood vessel development" 0.139803268040182
-311 0.753902019118329 2 22 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.938318126547848
-97 0.859254291280613 3 72 "GO:0001570" "vasculogenesis" 0.967295381909938
467 0.822152469580646 2 5 "GO:0001573" "ganglioside metabolic process" 0.96059233379841
477 0.722578283205927 6 12 "GO:0001581" "detection of chemical stimulus involved in sensory perception of sour taste" 0.931514251435428
-1031 0.277670751607575 3 24 "GO:0001649" "osteoblast differentiation" 0.735997849642053
-326 0.469366513384984 3 107 "GO:0001654" "eye development" 0.863504091214212
-1935 0.149454050873013 2 12 "GO:0001655" "urogenital system development" 0.594482864136972
391 0.444980594254969 5 83 "GO:0001656" "metanephros development" 0.847613553034544
285 0.555726457123027 5 93 "GO:0001657;GO:0072164;GO:0072163" "mesonephric epithelium development" 0.891079856160361
-22 0.982385363299133 2 21 "GO:0001658" "branching involved in ureteric bud morphogenesis" 0.995086924898546
3053 0.141952623696703 2 5 "GO:0001659" "temperature homeostasis" 0.583315083007948
454 0.67026840749457 2 19 "GO:0001662;GO:0002209;GO:0042596" "behavioral defense response" 0.922188245716068
1065 0.000451864022815696 2 238 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.0178406171277658
219 0.484435292045143 4 223 "GO:0001667" "ameboidal-type cell migration" 0.869865906548977
618 0.725211967703179 4 7 "GO:0001675" "acrosome assembly" 0.931514251435428
1282 0.019504362723105 4 72 "GO:0001676" "long-chain fatty acid metabolic process" 0.214227261191788
876 0.10805198169139 2 73 "GO:0001678;GO:0071333;GO:0071331;GO:0071326;GO:0071322" "intracellular glucose homeostasis" 0.527633804905362
-3941 0.00493608747299959 2 11 "GO:0001682;GO:0099116" "tRNA 5'-end processing" 0.0892181784486647
458 0.57785013451184 5 32 "GO:0001696;GO:0046717" "acid secretion" 0.893581027452059
-378 0.259878967647897 2 194 "GO:0001701" "in utero embryonic development" 0.724406676864743
1016 0.340944598138058 5 19 "GO:0001702" "gastrulation with mouth forming second" 0.7910413423067
148 0.83442592677307 2 43 "GO:0001704" "formation of primary germ layer" 0.963964672308524
-2916 0.160808733699295 2 5 "GO:0001706" "endoderm formation" 0.611298947568391
87 0.91720148651192 3 31 "GO:0001707" "mesoderm formation" 0.979012058294811
441 0.336850793722007 2 103 "GO:0001708" "cell fate specification" 0.786792934423
726 0.12329638807483 2 98 "GO:0001709" "cell fate determination" 0.553095078495228
644 0.695063437085653 2 8 "GO:0001710" "mesodermal cell fate commitment" 0.926522618764408
-1044 0.582484224625942 2 6 "GO:0001711" "endodermal cell fate commitment" 0.894288383478384
371 0.800810928561645 3 10 "GO:0001731" "formation of translation preinitiation complex" 0.953417972029837
2052 0.185604304941022 3 9 "GO:0001732" "formation of cytoplasmic translation initiation complex" 0.645383088347537
641 0.221376662954238 2 79 "GO:0001736;GO:0007164" "establishment of tissue polarity" 0.685877148016245
2170 0.216870771085283 2 7 "GO:0001738" "morphogenesis of a polarized epithelium" 0.68094731112903
-1533 0.150902193514531 2 19 "GO:0001745" "compound eye morphogenesis" 0.596642408590479
1012 0.286597552662141 2 24 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.745811254012183
606 0.651677087048172 3 12 "GO:0001752;GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 0.917217187277262
526 0.475022996145062 2 40 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 0.86685504504511
287 0.516580522863733 6 111 "GO:0001755;GO:0090497" "neural crest cell migration" 0.878644598466973
-109 0.826030094530646 2 89 "GO:0001756;GO:0035282" "segmentation" 0.960943467253673
3366 0.0406134715948652 2 8 "GO:0001757" "somite specification" 0.325144030201271
1763 5.04735910311878e-05 4 115 "GO:0001764" "neuron migration" 0.0034266644057393
913 0.000449885605850208 2 326 "GO:0001775;GO:0046649;GO:0045321" "cell activation" 0.0178406171277658
-738 0.446517057959626 2 23 "GO:0001776" "leukocyte homeostasis" 0.847613553034544
143 0.911597903296782 6 13 "GO:0001778" "plasma membrane repair" 0.978292851453289
4 0.998330706612406 4 8 "GO:0001779" "natural killer cell differentiation" 0.999129818603741
1041 2.52899093180523e-08 5 645 "GO:0001817" "regulation of cytokine production" 6.60207718536771e-06
1249 1.797197366844e-06 2 322 "GO:0001818" "negative regulation of cytokine production" 0.00025653840362104
673 0.00708001941953259 2 354 "GO:0001819" "positive regulation of cytokine production" 0.115584950464921
529 0.0345602640071403 2 352 "GO:0001822" "kidney development" 0.300418243347293
-772 0.41625931297796 3 24 "GO:0001824" "blastocyst development" 0.83616571779009
1587 0.0710837330221367 2 28 "GO:0001825" "blastocyst formation" 0.428735798195271
-62 0.968015985386202 3 9 "GO:0001829" "trophectodermal cell differentiation" 0.991230276691893
211 0.911695147396411 2 6 "GO:0001832" "blastocyst growth" 0.978292851453289
-2891 0.0786479111119589 2 8 "GO:0001833" "inner cell mass cell proliferation" 0.455502065658277
330 0.739581256045939 4 22 "GO:0001835;GO:0035188;GO:0071684" "hatching" 0.934705357030773
-3354 0.0563010144871097 2 7 "GO:0001836" "release of cytochrome c from mitochondria" 0.383632494063329
640 0.137729505697617 2 117 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 0.575625921868092
113 0.81155980244776 2 97 "GO:0001838;GO:0072175" "epithelial tube formation" 0.957599283642789
2616 0.0513145389481558 4 12 "GO:0001840;GO:0021523;GO:0021531;GO:0048337;GO:1905772;GO:0048936" "somatic motor neuron differentiation" 0.363908329075648
1067 0.317164996595409 6 19 "GO:0001841" "neural tube formation" 0.76834531594719
1492 0.0481158327598476 2 38 "GO:0001867;GO:0006956" "complement activation" 0.354461696609737
1396 0.501936816817195 2 5 "GO:0001878" "response to yeast" 0.874205654011157
-3404 0.101560740570695 4 5 "GO:0001881" "receptor recycling" 0.511663930096886
-303 0.700320614393225 5 35 "GO:0001885" "endothelial cell development" 0.928417426121942
1123 0.52282426137718 2 7 "GO:0001886" "endothelial cell morphogenesis" 0.880920902871296
-954 0.646245211956207 2 5 "GO:0001887" "selenium compound metabolic process" 0.915791863228901
1055 0.00374197336206575 2 165 "GO:0001889" "liver development" 0.0736097728149118
-1385 0.172411442040825 2 21 "GO:0001890" "placenta development" 0.626953958403298
1764 0.230282794572847 2 10 "GO:0001892" "embryonic placenta development" 0.697015922588562
483 0.783650469354124 3 7 "GO:0001893" "maternal placenta development" 0.949726530508954
523 0.237337532961136 4 111 "GO:0001894;GO:0060249" "anatomical structure homeostasis" 0.703545285407159
-895 0.610727672340861 2 7 "GO:0001895" "retina homeostasis" 0.905583209612727
1249 0.093650228986936 2 39 "GO:0001906" "cell killing" 0.489876494181468
641 0.605823256638702 3 14 "GO:0001909" "leukocyte mediated cytotoxicity" 0.904691500849288
2279 0.0499440987763496 4 16 "GO:0001910;GO:0031341" "regulation of cell killing" 0.359687966219843
2461 0.112266012661064 6 9 "GO:0001912;GO:0031343" "positive regulation of leukocyte mediated cytotoxicity" 0.533403241694314
3188 0.0930552848161371 3 6 "GO:0001916;GO:0001914" "positive regulation of T cell mediated cytotoxicity" 0.488822030739642
1783 0.0659637704060223 4 23 "GO:0001919" "regulation of receptor recycling" 0.411681961715612
2391 0.063820489431426 5 13 "GO:0001921" "positive regulation of receptor recycling" 0.403737118937214
386 0.017292976049057 2 867 "GO:0001932;GO:0042325" "regulation of phosphorylation" 0.19775689496199
218 0.430648005878508 5 287 "GO:0001933;GO:0042326;GO:0045936;GO:0010563" "negative regulation of phosphate metabolic process" 0.8435239841558
519 0.00566404760159152 2 640 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.0979246987517391
2889 0.0494225474423479 2 10 "GO:0001935" "endothelial cell proliferation" 0.357783253070937
1070 0.0343383108154066 6 85 "GO:0001936" "regulation of endothelial cell proliferation" 0.300418243347293
2259 0.0132798253103344 4 26 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.167247019071423
769 0.233551976896149 4 52 "GO:0001938" "positive regulation of endothelial cell proliferation" 0.698072581109001
-143 0.882625912191583 3 23 "GO:0001941" "postsynaptic membrane organization" 0.97234240399685
-172 0.872063668470794 2 19 "GO:0001942" "hair follicle development" 0.970955688475382
982 0.205644031557674 4 36 "GO:0001944" "vasculature development" 0.667774871575474
1718 0.0549432807618244 3 27 "GO:0001945" "lymph vessel development" 0.379020128873701
732 0.724922103527739 2 5 "GO:0001946" "lymphangiogenesis" 0.931514251435428
-217 0.615713931218958 4 116 "GO:0001947" "heart looping" 0.905583209612727
506 0.415735941463549 2 56 "GO:0001952" "regulation of cell-matrix adhesion" 0.83616571779009
1176 0.28335738465072 2 18 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.74211168150281
474 0.625173540184752 3 23 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.907047458485409
-263 0.889997510730774 4 6 "GO:0001955" "blood vessel maturation" 0.974006672263996
624 0.591389630739217 4 16 "GO:0001958;GO:0036075" "endochondral ossification" 0.900018062964795
409 0.418702411951282 5 85 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.83616571779009
-594 0.484297898830624 3 30 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.869865906548977
420 0.598847953781977 3 34 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.903168822375218
35 0.973409186586156 4 20 "GO:0001964" "startle response" 0.99293067791656
-1326 0.285879078649773 2 14 "GO:0001967" "suckling behavior" 0.745079040656969
1952 0.0673706583175051 3 19 "GO:0001974" "blood vessel remodeling" 0.415340481565394
49 0.970835242744427 2 12 "GO:0001975" "response to amphetamine" 0.991820232065401
2835 0.00522943452538576 5 21 "GO:0001988;GO:0014061;GO:0042416;GO:0042423;GO:0009713;GO:0060112;GO:1905920;GO:1905918" "regulation of norepinephrine secretion" 0.0936085594946062
2144 0.12617590174113 5 11 "GO:0001990;GO:0050886;GO:0003081" "regulation of systemic arterial blood pressure by hormone" 0.557687787821667
198 0.821631258099154 4 28 "GO:0001993" "regulation of systemic arterial blood pressure by norepinephrine-epinephrine" 0.96059233379841
-376 0.604534041715719 2 41 "GO:0002011" "morphogenesis of an epithelial sheet" 0.904691500849288
2471 0.03964460640898 2 15 "GO:0002026" "regulation of the force of heart contraction" 0.321254037669275
778 0.135562112166668 5 80 "GO:0002027" "regulation of heart rate" 0.573941234193969
519 0.392376734888087 2 59 "GO:0002028" "regulation of sodium ion transport" 0.826727497388394
-1306 0.530035030656493 3 5 "GO:0002031" "G protein-coupled receptor internalization" 0.884503901578147
561 0.502381308422522 2 31 "GO:0002040" "sprouting angiogenesis" 0.874205654011157
-300 0.885312090919462 8 5 "GO:0002042;GO:0043534" "cell migration involved in sprouting angiogenesis" 0.973633427528377
1686 0.337300101588814 3 7 "GO:0002051" "osteoblast fate commitment" 0.787185762875665
1323 0.147023044043706 3 26 "GO:0002052" "positive regulation of neuroblast proliferation" 0.592465409905023
1008 0.260030681308708 3 27 "GO:0002062" "chondrocyte differentiation" 0.724406676864743
-1049 0.338833122928727 4 18 "GO:0002063" "chondrocyte development" 0.78921639991311
-75 0.842064501625012 2 153 "GO:0002064" "epithelial cell development" 0.963964672308524
910 0.20507315232095 4 42 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.666847102202528
-510 0.516344426502485 5 35 "GO:0002066;GO:0002068" "columnar/cuboidal epithelial cell development" 0.878643926799334
921 0.322040869396896 2 25 "GO:0002067" "glandular epithelial cell differentiation" 0.773426022404021
3267 0.0852106066960677 5 6 "GO:0002069" "columnar/cuboidal epithelial cell maturation" 0.470325840755948
167 0.852211760749418 3 27 "GO:0002070" "epithelial cell maturation" 0.964094082911129
323 0.844181241366387 3 8 "GO:0002074" "extraocular skeletal muscle development" 0.963964672308524
126 0.928444649607864 2 11 "GO:0002076" "osteoblast development" 0.982163945313201
1461 0.257450658167311 8 13 "GO:0002082" "regulation of oxidative phosphorylation" 0.724406676864743
-2663 0.160547270013036 3 6 "GO:0002084;GO:0098734" "protein depalmitoylation" 0.610913637841812
546 0.773623167208532 2 6 "GO:0002087;GO:0044065" "regulation of respiratory system process" 0.946753913468566
-528 0.562817454331789 2 26 "GO:0002088" "lens development in camera-type eye" 0.891878646968954
-189 0.807790573478542 3 36 "GO:0002090" "regulation of receptor internalization" 0.956764357014908
1080 0.352954291309564 5 16 "GO:0002092" "positive regulation of receptor internalization" 0.798738430780627
3926 0.0386049077054153 2 6 "GO:0002093" "auditory receptor cell morphogenesis" 0.315585199994195
-1637 0.187775194227505 2 14 "GO:0002098;GO:0002097" "tRNA wobble base modification" 0.648597441147793
873 0.552798608370896 3 10 "GO:0002118" "aggressive behavior" 0.889824032992039
1672 0.138308771890116 2 17 "GO:0002119" "nematode larval development" 0.5767527588856
1946 0.349242710178416 4 5 "GO:0002152" "bile acid conjugation" 0.796522061806508
694 0.455746352728011 3 25 "GO:0002164" "larval development" 0.853292080931165
-2699 0.100567224130257 2 8 "GO:0002165" "instar larval or pupal development" 0.509888649119436
-1579 0.447617249321937 2 5 "GO:0002168" "instar larval development" 0.848085851125941
176 0.797334184866579 4 46 "GO:0002181" "cytoplasmic translation" 0.952940375561023
-128 0.927465006874992 2 11 "GO:0002183" "cytoplasmic translational initiation" 0.982163945313201
1288 0.000575183809624528 6 156 "GO:0002221;GO:0002758;GO:0002218" "activation of innate immune response" 0.0216354612714848
960 0.0803206270472002 2 72 "GO:0002224" "toll-like receptor signaling pathway" 0.458610185406937
778 0.636201610860589 3 8 "GO:0002225;GO:0002760" "positive regulation of antimicrobial humoral response" 0.910697769436983
4562 0.00324610070020749 4 9 "GO:0002232;GO:0002540;GO:0002538;GO:0106014;GO:1901753;GO:1901751;GO:1904999;GO:1904997;GO:2001301;GO:2001300" "regulation of inflammatory response to wounding" 0.0674292634255787
1037 0.000250572217865448 3 274 "GO:0002237" "response to molecule of bacterial origin" 0.0118214876004826
332 0.503538597888485 3 88 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.874205654011157
1034 0.165228405584871 3 39 "GO:0002250" "adaptive immune response" 0.618994975700523
-2759 0.0324027812672426 3 13 "GO:0002251" "organ or tissue specific immune response" 0.287872298142454
879 0.0254544754133939 2 141 "GO:0002252" "immune effector process" 0.252244864899809
-809 0.486603751154672 3 16 "GO:0002260;GO:0001782" "lymphocyte homeostasis" 0.869865906548977
-935 0.468638939240639 2 13 "GO:0002262" "myeloid cell homeostasis" 0.862450570166161
588 0.454983391835589 2 35 "GO:0002274" "myeloid leukocyte activation" 0.853292080931165
735 0.63520147148889 3 9 "GO:0002275" "myeloid cell activation involved in immune response" 0.910697769436983
167 0.936038312136343 4 5 "GO:0002280" "monocyte activation involved in immune response" 0.982732687146109
1671 0.281120060253337 2 9 "GO:0002281;GO:0042116" "macrophage activation" 0.739383451152461
431 0.480445436800458 2 58 "GO:0002285;GO:0002366;GO:0002263" "cell activation involved in immune response" 0.869865906548977
-27 0.979552662299287 4 19 "GO:0002286" "T cell activation involved in immune response" 0.995073375954632
406 0.817146300748049 6 7 "GO:0002291;GO:0002605;GO:0002617;GO:0002616;GO:0043381;GO:0043380" "regulation of memory T cell differentiation" 0.959392129803174
-21 0.981156811417751 5 27 "GO:0002312" "B cell activation involved in immune response" 0.995086924898546
1603 0.114231516371843 4 21 "GO:0002315;GO:0002313;GO:0002335" "mature B cell differentiation" 0.535401231260199
1970 0.26237813927866 4 7 "GO:0002320" "lymphoid progenitor cell differentiation" 0.724406676864743
1657 0.284915341690455 2 9 "GO:0002360" "T cell lineage commitment" 0.743949032764868
687 5.35766779007179e-06 1 1013 "GO:0002376" "immune system process" 0.000584826207594699
-902 0.634594835949031 4 6 "GO:0002385" "mucosal immune response" 0.910697769436983
918 0.0467384104324514 2 102 "GO:0002429;GO:0002768" "immune response-regulating cell surface receptor signaling pathway" 0.351094135213377
1108 0.286858935474343 3 20 "GO:0002437" "inflammatory response to antigenic stimulus" 0.745811254012183
873 0.312052970170781 3 29 "GO:0002443" "leukocyte mediated immunity" 0.763705081176947
-298 0.865412357462789 2 7 "GO:0002446;GO:0002444" "myeloid leukocyte mediated immunity" 0.968875690151021
1092 0.281834324294148 2 21 "GO:0002449" "lymphocyte mediated immunity" 0.739383451152461
154 0.882238225570775 4 20 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.97234240399685
2385 0.0470307513797287 2 15 "GO:0002474" "antigen processing and presentation of peptide antigen via MHC class I" 0.351094135213377
1092 0.347570018466287 2 16 "GO:0002478;GO:0019884" "antigen processing and presentation of exogenous antigen" 0.796522061806508
-482 0.755895337695982 2 9 "GO:0002495;GO:0002504" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 0.939301193069985
