"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"14","anatomical structure development","GO:0048856","GO:0048630",0.0092635444081762,1,1,1,"skeletal muscle tissue growth","BP","Pver_g15186"
"15","anatomical structure development","GO:0048856","GO:0048631",0.0092635444081762,1,1,1,"regulation of skeletal muscle tissue growth","BP","Pver_g15186"
"16","anatomical structure development","GO:0048856","GO:0050767",0.0366304334313136,0.996594786796573,2,40,"regulation of neurogenesis","BP","Pver_g264, Pver_g461, Pver_g2439, Pver_g2481, Pver_g2482, Pver_g2483, Pver_g2484, Pver_g2485, Pver_g2486, Pver_g2654, Pver_g3591, Pver_g5445, Pver_g5928, Pver_g6693, Pver_g7847, Pver_g8642, Pver_g9587, Pver_g9691, Pver_g10243, Pver_g10277, Pver_g10554, Pver_g10667, Pver_g14903, Pver_g14914, Pver_g15186, Pver_g15527, Pver_g16841, Pver_g17180, Pver_g17233, Pver_g17602, Pver_g18076, Pver_g18316, Pver_g21567, Pver_g21700, Pver_g22778, Pver_g26288, Pver_g26605, Pver_g26631, Pver_g26679, Pver_novel_26_5de57afd"
"17","anatomical structure development","GO:0048856","GO:0060215",0.0469073341990241,0.999070552554789,1,6,"primitive hemopoiesis","BP","Pver_g2778, Pver_g3435, Pver_g6262, Pver_g6266, Pver_g19216, Pver_novel_111_5de57afd"
"18","anatomical structure development","GO:0048856","GO:0060853",0.0184416897021245,0.99991460074014,1,2,"Notch signaling pathway involved in arterial endothelial cell fate commitment","BP","Pver_g10963, Pver_g15186"
"19","anatomical structure development","GO:0048856","GO:0072013",0.00560336668957786,1,1,1,"glomus development","BP","Pver_g4013"
"20","anatomical structure development","GO:0048856","GO:0072070",0.036539441550763,0.999494003342465,1,4,"loop of Henle development","BP","Pver_g17, Pver_g585, Pver_g2536, Pver_g15186"
"21","anatomical structure development","GO:0048856","GO:0072082",0.00560336668957786,1,1,1,"specification of proximal tubule identity","BP","Pver_g4013"
"22","anatomical structure development","GO:0048856","GO:0072196",0.00560336668957786,1,1,1,"proximal/distal pattern formation involved in pronephric nephron development","BP","Pver_g4013"
"23","anatomical structure development","GO:0048856","GO:0097102",0.0092635444081762,1,1,1,"endothelial tip cell fate specification","BP","Pver_g15186"
"24","anatomical structure development","GO:0048856","GO:0097186",0.0263280489443272,0.999767334233616,1,3,"amelogenesis","BP","Pver_g8812, Pver_g13874, Pver_g16873"
"25","anatomical structure development","GO:0048856","GO:0098773",0.0184416897021245,0.99991460074014,1,2,"skin epidermis development","BP","Pver_g9469, Pver_g15186"
"26","anatomical structure development","GO:0048856","GO:1903225",0.0492007468074669,0.998976496167477,1,6,"negative regulation of endodermal cell differentiation","BP","Pver_g1958, Pver_g3259, Pver_g4364, Pver_g7861, Pver_g20486, Pver_g26334"
"27","anatomical structure development","GO:0048856","GO:2000726",0.0184097708010286,0.999914897486624,1,2,"negative regulation of cardiac muscle cell differentiation","BP","Pver_g5118, Pver_g15186"
"28","biosynthetic process","GO:0009058","GO:0006556",0.043668129759919,0.999227333590101,1,5,"S-adenosylmethionine biosynthetic process","BP","Pver_g846, Pver_g6024, Pver_g14739, Pver_g18546, Pver_g26588"
"29","biosynthetic process","GO:0009058","GO:0009691",0.00824085501023092,0.999983035199079,1,2,"cytokinin biosynthetic process","BP","Pver_g16367, Pver_g25262"
"30","biosynthetic process","GO:0009058","GO:0042416",0.0429034679336969,0.999254393016662,1,5,"dopamine biosynthetic process","BP","Pver_g10620, Pver_g12509, Pver_g13365, Pver_g14928, Pver_novel_520_5de57afd"
"31","biosynthetic process","GO:0009058","GO:1901838",1.22627386383353e-05,0.999999921695307,3,6,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP","Pver_g6650, Pver_g8459, Pver_g10284, Pver_g10913, Pver_g12577, Pver_g17318"
"32","catabolic process","GO:0009056","GO:0006511",0.00949510737208223,0.997435302990072,7,276,"ubiquitin-dependent protein catabolic process","BP","Pver_g135, Pver_g196, Pver_g288, Pver_g315, Pver_g395, Pver_g452, Pver_g576, Pver_g701, Pver_g712, Pver_g736, Pver_g799, Pver_g939, Pver_g1221, Pver_g1273, Pver_g1425, Pver_g1439, Pver_g1451, Pver_g1581, Pver_g1640, Pver_g1663, Pver_g1699, Pver_g1722, Pver_g1750, Pver_g1966, Pver_g1987, Pver_g2043, Pver_g2123, Pver_g2269, Pver_g2343, Pver_g2348, Pver_g2351, Pver_g2409, Pver_g2458, Pver_g2461, Pver_g2859, Pver_g2911, Pver_g2982, Pver_g3006, Pver_g3156, Pver_g3169, Pver_g3172, Pver_g3364, Pver_g3365, Pver_g3868, Pver_g4005, Pver_g4088, Pver_g4095, Pver_g4123, Pver_g4155, Pver_g4267, Pver_g4294, Pver_g4306, Pver_g4337, Pver_g4403, Pver_g4452, Pver_g4463, Pver_g4538, Pver_g4551, Pver_g4611, Pver_g4615, Pver_g4627, Pver_g4690, Pver_g4759, Pver_g4777, Pver_g4858, Pver_g4871, Pver_g4912, Pver_g4930, Pver_g4989, Pver_g5030, Pver_g5252, Pver_g5291, Pver_g5385, Pver_g5540, Pver_g5725, Pver_g5778, Pver_g5782, Pver_g5960, Pver_g5977, Pver_g5996, Pver_g6202, Pver_g6210, Pver_g6258, Pver_g6447, Pver_g6497, Pver_g6523, Pver_g6600, Pver_g6670, Pver_g6873, Pver_g6891, Pver_g6954, Pver_g7266, Pver_g7530, Pver_g7586, Pver_g7608, Pver_g7620, Pver_g7626, Pver_g7733, Pver_g7830, Pver_g7890, Pver_g7891, Pver_g8115, Pver_g8141, Pver_g8159, Pver_g8328, Pver_g8378, Pver_g8572, Pver_g8582, Pver_g8583, Pver_g8584, Pver_g8655, Pver_g8833, Pver_g8940, Pver_g8957, Pver_g8965, Pver_g9013, Pver_g9039, Pver_g9093, Pver_g9360, Pver_g9424, Pver_g9513, Pver_g9593, Pver_g9681, Pver_g9682, Pver_g9828, Pver_g9870, Pver_g9937, Pver_g10111, Pver_g10144, Pver_g10150, Pver_g10246, Pver_g10287, Pver_g10357, Pver_g10458, Pver_g10497, Pver_g10606, Pver_g10674, Pver_g10675, Pver_g10797, Pver_g11030, Pver_g11087, Pver_g11374, Pver_g11464, Pver_g11629, Pver_g11642, Pver_g11643, Pver_g11644, Pver_g11645, Pver_g11646, Pver_g11650, Pver_g11736, Pver_g12131, Pver_g12262, Pver_g12343, Pver_g12355, Pver_g12407, Pver_g12451, Pver_g12470, Pver_g12775, Pver_g12860, Pver_g13056, Pver_g13164, Pver_g13181, Pver_g13200, Pver_g13391, Pver_g13443, Pver_g13834, Pver_g13975, Pver_g14005, Pver_g14206, Pver_g14316, Pver_g14342, Pver_g14360, Pver_g14511, Pver_g14513, Pver_g14514, Pver_g14525, Pver_g14545, Pver_g14547, Pver_g14664, Pver_g14737, Pver_g14885, Pver_g14909, Pver_g14947, Pver_g15046, Pver_g15472, Pver_g15559, Pver_g15631, Pver_g15632, Pver_g15699, Pver_g15711, Pver_g15767, Pver_g15855, Pver_g15862, Pver_g15973, Pver_g16047, Pver_g16318, Pver_g16748, Pver_g16788, Pver_g16789, Pver_g16825, Pver_g16877, Pver_g16882, Pver_g16916, Pver_g16958, Pver_g17313, Pver_g17342, Pver_g17383, Pver_g17501, Pver_g17513, Pver_g17514, Pver_g17516, Pver_g17517, Pver_g17530, Pver_g17566, Pver_g17676, Pver_g17750, Pver_g17992, Pver_g18075, Pver_g18173, Pver_g18175, Pver_g18320, Pver_g18343, Pver_g18710, Pver_g18850, Pver_g18879, Pver_g18954, Pver_g19096, Pver_g19211, Pver_g19218, Pver_g19261, Pver_g19655, Pver_g19907, Pver_g20179, Pver_g20268, Pver_g20737, Pver_g20745, Pver_g21782, Pver_g22831, Pver_g22858, Pver_g22860_g22862, Pver_g22950, Pver_g23095, Pver_g23103, Pver_g23130, Pver_g23291, Pver_g23355, Pver_g23451, Pver_g23453, Pver_g23707, Pver_g23766, Pver_g23981, Pver_g24085, Pver_g24499, Pver_g24858, Pver_g25533, Pver_g25637, Pver_g25638, Pver_g25792, Pver_g25888, Pver_g25901, Pver_g25904, Pver_g25909, Pver_g26007, Pver_g26083, Pver_g26100, Pver_g26174, Pver_g26196, Pver_g26210, Pver_g26251, Pver_g26360, Pver_g26469, Pver_g26564, Pver_g499, Pver_g9780, Pver_novel_207_5de57afd"
"33","catabolic process","GO:0009056","GO:0009447",0.0321079161482531,0.999610038186972,1,4,"putrescine catabolic process","BP","Pver_g15981, Pver_g16626, Pver_g25791, Pver_novel_481_5de57afd"
"34","catabolic process","GO:0009056","GO:0032436",0.0203018937714389,0.99729163536104,3,66,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP","Pver_g315, Pver_g1081, Pver_g1082, Pver_g1177, Pver_g1181, Pver_g1273, Pver_g1663, Pver_g1722, Pver_g2123, Pver_g2856, Pver_g3001, Pver_g3762, Pver_g3895, Pver_g4175, Pver_g4536, Pver_g4793, Pver_g4918, Pver_g4989, Pver_g5819, Pver_g6255, Pver_g6256, Pver_g6257, Pver_g6259, Pver_g6954, Pver_g7335, Pver_g8115, Pver_g8249, Pver_g9418, Pver_g9425, Pver_g9681, Pver_g9682, Pver_g9906, Pver_g10150, Pver_g10246, Pver_g11421, Pver_g12470, Pver_g12560, Pver_g12940, Pver_g12941, Pver_g13200, Pver_g13481, Pver_g14342, Pver_g14390, Pver_g14664, Pver_g14885, Pver_g14932, Pver_g15046, Pver_g15066, Pver_g15302, Pver_g15711, Pver_g16135, Pver_g16252, Pver_g16877, Pver_g16882, Pver_g17530, Pver_g18075, Pver_g18343, Pver_g18954, Pver_g19015, Pver_g19748, Pver_g23209, Pver_g23707, Pver_g26196, Pver_g26360, Pver_g26467, Pver_g26469"
"35","catabolic process","GO:0009056","GO:0042744",0.00943169086018803,0.999059437947708,3,53,"hydrogen peroxide catabolic process","BP","Pver_g232, Pver_g233, Pver_g234, Pver_g235, Pver_g237_g236, Pver_g238, Pver_g239, Pver_g1690, Pver_g1760, Pver_g1761, Pver_g3301, Pver_g3642, Pver_g4650, Pver_g4697, Pver_g5097, Pver_g5098, Pver_g5376, Pver_g5673, Pver_g6221, Pver_g6515, Pver_g6516, Pver_g6756, Pver_g8397, Pver_g8400, Pver_g8684, Pver_g9080, Pver_g9081, Pver_g9162, Pver_g9164, Pver_g10252, Pver_g10296, Pver_g11498, Pver_g11499, Pver_g12016, Pver_g13704, Pver_g14865, Pver_g15566, Pver_g16020, Pver_g16673, Pver_g18565, Pver_g19090, Pver_g19091, Pver_g19452, Pver_g20669, Pver_g21085, Pver_g21170, Pver_g21557, Pver_g21911, Pver_g23652, Pver_g24052, Pver_g24383, Pver_g24820, Pver_g25063"
"36","catabolic process","GO:0009056","GO:1904925",0.0405482385590797,0.999334657021395,1,5,"positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP","Pver_g541, Pver_g542, Pver_g3895, Pver_g10232, Pver_g26467"
"37","cell population proliferation","GO:0008283","GO:0110024",0.0092251090970492,1,1,1,"positive regulation of cardiac muscle myoblast proliferation","BP","Pver_g16873"
"38","cell-cell signaling","GO:0007267","GO:0007268",0.0032958473185012,0.999269211423871,7,236,"chemical synaptic transmission","BP","Pver_g111, Pver_g212, Pver_g439, Pver_g441, Pver_g481, Pver_g659, Pver_g663, Pver_g1007, Pver_g1054, Pver_g1143, Pver_g1253, Pver_g1342, Pver_g1638, Pver_g1820, Pver_g1821, Pver_g2167, Pver_g2279, Pver_g2387, Pver_g2431, Pver_g2432, Pver_g2542, Pver_g2894, Pver_g2908, Pver_g3354, Pver_g3466, Pver_g3663, Pver_g3846, Pver_g3847, Pver_g3848, Pver_g4053, Pver_g4113, Pver_g4261, Pver_g4262, Pver_g4263, Pver_g4398, Pver_g4487, Pver_g4518, Pver_g4519, Pver_g4549, Pver_g4682, Pver_g4726, Pver_g4776, Pver_g4810, Pver_g4946, Pver_g5147, Pver_g5148, Pver_g5218, Pver_g5233, Pver_g5346, Pver_g5456, Pver_g5459, Pver_g5759, Pver_g5876, Pver_g5877, Pver_g5878, Pver_g5879, Pver_g6248, Pver_g6299, Pver_g6386, Pver_g6387, Pver_g6388, Pver_g6397, Pver_g6454, Pver_g6534, Pver_g6535, Pver_g6639, Pver_g6793, Pver_g7119, Pver_g7190, Pver_g7307, Pver_g7332, Pver_g7379, Pver_g7380, Pver_g7436, Pver_g7495, Pver_g7702, Pver_g7783, Pver_g8051, Pver_g8055, Pver_g8104, Pver_g8120, Pver_g8121, Pver_g8314, Pver_g8520, Pver_g8893, Pver_g8894, Pver_g8933, Pver_g8935, Pver_g8987, Pver_g9088, Pver_g9182, Pver_g9849, Pver_g9852, Pver_g10271, Pver_g10363, Pver_g10364, Pver_g10375, Pver_g10564, Pver_g10574, Pver_g10619, Pver_g10620, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g10911, Pver_g11136, Pver_g11171, Pver_g11298, Pver_g11544, Pver_g11856, Pver_g11858, Pver_g11896, Pver_g11921, Pver_g11946, Pver_g12142, Pver_g12159, Pver_g12251, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12513, Pver_g12514, Pver_g12517, Pver_g12576, Pver_g12655, Pver_g12736, Pver_g13000, Pver_g13180, Pver_g13365, Pver_g13366, Pver_g13371, Pver_g13621, Pver_g13833, Pver_g13850, Pver_g13931, Pver_g14070, Pver_g14350, Pver_g14815, Pver_g14860, Pver_g14942, Pver_g15238, Pver_g15447, Pver_g15718, Pver_g15837, Pver_g16086, Pver_g16239, Pver_g16240, Pver_g16728, Pver_g16741, Pver_g16808, Pver_g16853, Pver_g16916, Pver_g17178, Pver_g17232, Pver_g17395, Pver_g17585, Pver_g17606, Pver_g17737, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g17961, Pver_g18384, Pver_g18543, Pver_g18695, Pver_g19382, Pver_g19504, Pver_g19516, Pver_g20008, Pver_g20023, Pver_g20167, Pver_g20203, Pver_g22726, Pver_g22730, Pver_g22731, Pver_g22732, Pver_g22788, Pver_g22822, Pver_g22957, Pver_g23320, Pver_g23534, Pver_g23632, Pver_g23646, Pver_g23757, Pver_g23998, Pver_g25582, Pver_g25588, Pver_g25790, Pver_g25997, Pver_g26110, Pver_g26158, Pver_g26215, Pver_g26243, Pver_g26285, Pver_g26311, Pver_g26316, Pver_g12735, Pver_g15247, Pver_novel_13_5de57afd, Pver_novel_23_5de57afd, Pver_novel_30_5de57afd, Pver_novel_54_5de57afd, Pver_novel_84_5de57afd, Pver_novel_96_5de57afd, Pver_novel_105_5de57afd, Pver_novel_150_5de57afd, Pver_novel_160_5de57afd, Pver_novel_185_5de57afd, Pver_novel_201_5de57afd, Pver_novel_204_5de57afd, Pver_novel_206_5de57afd, Pver_novel_251_5de57afd, Pver_novel_273_5de57afd, Pver_novel_316_5de57afd, Pver_novel_321_5de57afd, Pver_novel_322_5de57afd, Pver_novel_323_5de57afd, Pver_novel_344_5de57afd, Pver_novel_345_5de57afd, Pver_novel_346_5de57afd, Pver_novel_349_5de57afd, Pver_novel_352_5de57afd, Pver_novel_367_5de57afd, Pver_novel_387_5de57afd, Pver_novel_389_5de57afd, Pver_novel_397_5de57afd, Pver_novel_484_5de57afd, Pver_novel_507_5de57afd, Pver_novel_520_5de57afd, Pver_novel_587_5de57afd, Pver_novel_631_5de57afd, Pver_novel_693_5de57afd, Pver_novel_741_5de57afd, Pver_novel_748_5de57afd, Pver_novel_767_5de57afd"
"39","cell-cell signaling","GO:0007267","GO:0007271",0.000430206688888448,0.999973080228193,4,40,"synaptic transmission, cholinergic","BP","Pver_g481, Pver_g1820, Pver_g4261, Pver_g4262, Pver_g4263, Pver_g5759, Pver_g6248, Pver_g7332, Pver_g8051, Pver_g8055, Pver_g8104, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g9721, Pver_g10364, Pver_g10619, Pver_g10620, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g11856, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12514, Pver_g12517, Pver_g12736, Pver_g13365, Pver_g13366, Pver_g14942, Pver_g16801, Pver_g17738, Pver_g17826, Pver_g19504, Pver_g25582, Pver_g12735, Pver_novel_520_5de57afd"
"40","cell-cell signaling","GO:0007267","GO:0007274",0.00109167779912013,0.999951991169838,3,23,"neuromuscular synaptic transmission","BP","Pver_g207, Pver_g1820, Pver_g1837, Pver_g2074, Pver_g3154, Pver_g4262, Pver_g7900, Pver_g8051, Pver_g8104, Pver_g8670, Pver_g8933, Pver_g11757, Pver_g11856, Pver_g12128, Pver_g12511, Pver_g12512, Pver_g12514, Pver_g12736, Pver_g15693, Pver_g18235, Pver_g19292, Pver_g25582, Pver_g12735"
"41","cell-cell signaling","GO:0007267","GO:0060084",0.000828057822979635,0.99999241586115,2,5,"synaptic transmission involved in micturition","BP","Pver_g4262, Pver_g8051, Pver_g12511, Pver_g12512, Pver_g17736"
"42","cell-cell signaling","GO:0007267","GO:0110094",0.0362790094001004,0.999501246379947,1,4,"polyphosphate-mediated signaling","BP","Pver_g752, Pver_g5785, Pver_g6345, Pver_g7570"
"43","cellular component assembly","GO:0022607","GO:0031276",0.00926354440817619,1,1,1,"negative regulation of lateral pseudopodium assembly","BP","Pver_g7570"
"44","cellular component assembly","GO:0022607","GO:0070836",0.0340434323217986,0.999532262529998,1,5,"caveola assembly","BP","Pver_g7950, Pver_g9017, Pver_g11124, Pver_g18962, Pver_g18963"
"45","cellular component assembly","GO:0022607","GO:1902857",0.0441342938240406,0.999210596254104,1,5,"positive regulation of non-motile cilium assembly","BP","Pver_g4299, Pver_g11175, Pver_g11378, Pver_g12304, Pver_g15747"
"46","cellular nitrogen compound metaboli...","GO:0034641","GO:0032918",0.0156023399294033,0.999938961400912,1,2,"spermidine acetylation","BP","Pver_g15981, Pver_novel_481_5de57afd"
"47","cellular nitrogen compound metaboli...","GO:0034641","GO:0032919",0.00795942752347409,1,1,1,"spermine acetylation","BP","Pver_g15981"
"48","cellular nitrogen compound metaboli...","GO:0034641","GO:0032920",0.00795942752347409,1,1,1,"putrescine acetylation","BP","Pver_g15981"
"49","cellular nitrogen compound metaboli...","GO:0034641","GO:0046204",0.00795942752347409,1,1,1,"nor-spermidine metabolic process","BP","Pver_g15981"
