"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"12208","GO:0061122",0.00481138791988678,0.99999428657057,1,2,"positive regulation of positive chemotaxis to cAMP","BP",1
"9167","GO:0043326",0.00481932099310151,0.999994267691132,1,2,"chemotaxis to folate","BP",1
"6250","GO:0030427",0.00501916843318146,0.99999378178644,1,2,"site of polarized growth","CC",1
"13396","GO:0072196",0.00502078612334346,0.999993777772375,1,2,"proximal/distal pattern formation involved in pronephric nephron development","BP",1
"6742","GO:0031584",0.00515642603671919,0.999993436582177,1,2,"activation of phospholipase D activity","BP",1
"15682","GO:1903645",0.00517555166493426,0.999993387738878,1,2,"negative regulation of chaperone-mediated protein folding","BP",1
"5786","GO:0021544",0.00519607468314019,0.999993335124977,1,2,"subpallium development","BP",1
"3026","GO:0007310",0.00524035650590955,0.999993220889582,1,2,"oocyte dorsal/ventral axis specification","BP",1
"1177","GO:0003865",0.00524168873228983,0.999993217437709,1,2,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF",1
"333","GO:0000978",0.00603720585080574,0.999199070393458,4,301,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",1
"15900","GO:1904515",0.00625409892334239,0.999987123730363,1,3,"positive regulation of TORC2 signaling","BP",1
"15686","GO:1903669",0.00646696261510935,0.999986230975474,1,3,"positive regulation of chemorepellent activity","BP",1
"7231","GO:0032875",0.00651918955838915,0.999986007349932,1,3,"regulation of DNA endoreduplication","BP",1
"6721","GO:0031526",0.00656855971272594,0.999754027260866,2,55,"brush border membrane","CC",1
"11920","GO:0060440",0.00666629269635664,0.999985367771513,1,3,"trachea formation","BP",1
"16834","GO:2000850",0.00670679590915477,0.999985189153728,1,3,"negative regulation of glucocorticoid secretion","BP",1
"16391","GO:1990467",0.0067982983854165,0.999984781629425,1,3,"NuA3a histone acetyltransferase complex","CC",1
"5900","GO:0021879",0.0068818145916406,0.999984404830756,1,3,"forebrain neuron differentiation","BP",1
"3818","GO:0009306",0.00696609138302674,0.999731387415132,2,53,"protein secretion","BP",1
"14657","GO:0110094",0.00710511230194392,0.999983374679462,1,3,"polyphosphate-mediated signaling","BP",1
"1217","GO:0003924",0.00713468846329325,0.999006937101613,4,320,"GTPase activity","MF",1
"15997","GO:1904841",0.00717789161919304,0.999983031780952,1,3,"TORC2 complex binding","MF",1
"1487","GO:0004420",0.00720214463308088,0.99998291673321,1,3,"hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF",1
"11790","GO:0060217",0.00739911991074698,0.999981967905315,1,3,"hemangioblast cell differentiation","BP",1
"5145","GO:0016616",0.00770665235104897,0.999686733138392,2,54,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",1
"3043","GO:0007350",0.00784615424783359,0.999979719072499,1,3,"blastoderm segmentation","BP",1
"8793","GO:0042472",0.00857799725172482,0.999630391650815,2,60,"inner ear morphogenesis","BP",1
"13327","GO:0072013",0.00890409954509537,0.999970609583829,1,4,"glomus development","BP",1
"8271","GO:0035965",0.00911326391420228,0.999969209815708,1,4,"cardiolipin acyl-chain remodeling","BP",1
"13051","GO:0071321",0.00963091703071543,0.99996331799593,1,5,"cellular response to cGMP","BP",1
"12435","GO:0061820",0.0102024579990393,0.999958825446074,1,5,"telomeric D-loop disassembly","BP",1
"4358","GO:0010792",0.0102296992684253,0.999961185264078,1,4,"DNA double-strand break processing involved in repair via single-strand annealing","BP",1
"13866","GO:0090656",0.010562080152733,0.999955865107226,1,5,"t-circle formation","BP",1
"4314","GO:0010698",0.0106021106383128,0.999955529200804,1,5,"acetyltransferase activator activity","MF",1
"16664","GO:2000323",0.0109931344188468,0.999952180742085,1,5,"negative regulation of glucocorticoid receptor signaling pathway","BP",1
"4348","GO:0010762",0.0110750533718073,0.999951463777749,1,5,"regulation of fibroblast migration","BP",1
"9875","GO:0045744",0.0110824467656182,0.999951398806232,1,5,"negative regulation of G protein-coupled receptor signaling pathway","BP",1
"10552","GO:0048278",0.0113837060209349,0.999948714272191,1,5,"vesicle docking","BP",1
"14057","GO:0097381",0.011870280538245,0.999941909117815,1,6,"photoreceptor disc membrane","CC",1
"5392","GO:0018117",0.0121009887820575,0.999942030648333,1,5,"protein adenylylation","BP",1
"12828","GO:0070733",0.0121009887820575,0.999942030648333,1,5,"protein adenylyltransferase activity","MF",1
"3323","GO:0008253",0.0122827937343289,0.999940271255927,1,5,"5'-nucleotidase activity","MF",1
"7228","GO:0032872",0.0127769682998438,0.999932671576898,1,6,"regulation of stress-activated MAPK cascade","BP",1
"4958","GO:0016192",0.0129368456334425,0.998540300334776,3,213,"vesicle-mediated transport","BP",1
"15969","GO:1904753",0.0130045131903741,0.999930245797991,1,6,"negative regulation of vascular associated smooth muscle cell migration","BP",1
"4116","GO:0010087",0.013033263494221,0.999929936230151,1,6,"phloem or xylem histogenesis","BP",1
"4870","GO:0015936",0.0131113815922711,0.999929091617033,1,6,"coenzyme A metabolic process","BP",1
"11256","GO:0051291",0.0133847275598321,0.999926096153675,1,6,"protein heterooligomerization","BP",1
"12841","GO:0070776",0.0135496585221884,0.999924258619414,1,6,"MOZ/MORF histone acetyltransferase complex","CC",1
"13715","GO:0090200",0.0137408124835748,0.999922100542822,1,6,"positive regulation of release of cytochrome c from mitochondria","BP",1
"15598","GO:1903378",0.0140126484802386,0.999918979088799,1,6,"positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP",1
"15444","GO:1902916",0.0144050797029479,0.999914364082225,1,6,"positive regulation of protein polyubiquitination","BP",1
"2283","GO:0006081",0.0146210728065811,0.999911769139209,1,6,"cellular aldehyde metabolic process","BP",1
"9767","GO:0045495",0.0148498623874425,0.999908977967466,1,6,"pole plasm","CC",1
"1994","GO:0005525",0.0148514764239496,0.997439360032824,4,397,"GTP binding","MF",1
"16755","GO:2000641",0.0149064855177853,0.999905671275847,1,7,"regulation of early endosome to late endosome transport","BP",1
"15765","GO:1903955",0.0151181148525041,0.999902965843655,1,7,"positive regulation of protein targeting to mitochondrion","BP",1
"13698","GO:0090161",0.0152502294390844,0.999901257405476,1,7,"Golgi ribbon formation","BP",1
"5461","GO:0019001",0.0156311593775419,0.999896247437183,1,7,"guanyl nucleotide binding","MF",1
"12679","GO:0070371",0.0158232601615935,0.999893673624896,1,7,"ERK1 and ERK2 cascade","BP",1
"16385","GO:1990452",0.0158233712683037,0.999893672127081,1,7,"Parkin-FBXW7-Cul1 ubiquitin ligase complex","CC",1
"9369","GO:0043983",0.0159067557954593,0.999892545037317,1,7,"histone H4-K12 acetylation","BP",1
"6543","GO:0031152",0.0164416278273239,0.999882792577813,1,8,"aggregation involved in sorocarp development","BP",1
"2639","GO:0006646",0.0170598492210324,0.999876345611374,1,7,"phosphatidylethanolamine biosynthetic process","BP",1
"9400","GO:0044154",0.0172025265689939,0.999871655506264,1,8,"histone H3-K14 acetylation","BP",1
"11850","GO:0060324",0.0172086475277037,0.999871563852723,1,8,"face development","BP",1
"8917","GO:0042754",0.0173467856697316,0.999869486652109,1,8,"negative regulation of circadian rhythm","BP",1
"9918","GO:0045842",0.0175194511780243,0.999866866670208,1,8,"positive regulation of mitotic metaphase/anaphase transition","BP",1
"9872","GO:0045741",0.0177464933994897,0.99986338169159,1,8,"positive regulation of epidermal growth factor-activated receptor activity","BP",1
"11010","GO:0050816",0.0180465576573879,0.999858706306681,1,8,"phosphothreonine residue binding","MF",1
"4802","GO:0015804",0.0180953709970808,0.999857938241527,1,8,"neutral amino acid transport","BP",1
"15182","GO:1901838",0.0182364242255853,0.999853429321482,1,9,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",1
"6783","GO:0031683",0.0184113540472842,0.999852915614357,1,8,"G-protein beta/gamma-subunit complex binding","MF",1
"5329","GO:0017108",0.0191725932206735,0.999840454580808,1,8,"5'-flap endonuclease activity","MF",1
"10980","GO:0050772",0.0196060796767142,0.999830497598782,1,9,"positive regulation of axonogenesis","BP",1
"335","GO:0000981",0.0202633712181934,0.99729585010943,3,233,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1
"15487","GO:1903026",0.0209250505504302,0.999806827285526,1,9,"negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",1
"10601","GO:0048468",0.0218062497289586,0.998452728150599,2,102,"cell development","BP",1
"16773","GO:2000678",0.0218922617349812,0.999788478599437,1,9,"negative regulation of transcription regulatory region DNA binding","BP",1
"14684","GO:0120025",0.0219766791711106,0.998434184349762,2,102,"plasma membrane bounded cell projection","CC",1
"2832","GO:0006975",0.0221408086083773,0.999780941683708,1,10,"DNA damage induced protein phosphorylation","BP",1
"15425","GO:1902857",0.0221448906488174,0.99978086056378,1,10,"positive regulation of non-motile cilium assembly","BP",1
"16585","GO:2000147",0.022154026889434,0.999783368399296,1,9,"positive regulation of cell motility","BP",1
"3739","GO:0009117",0.0222149745480732,0.999782169745798,1,9,"nucleotide metabolic process","BP",1
"4285","GO:0010629",0.0230409284431951,0.996769610985996,3,264,"negative regulation of gene expression","BP",1
"11735","GO:0060088",0.0232093197507699,0.999756775922973,1,11,"auditory receptor cell stereocilium organization","BP",1
"7041","GO:0032434",0.0232725138709957,0.999757871878713,1,10,"regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",1
"7802","GO:0034754",0.0233079612501857,0.999757130468583,1,10,"cellular hormone metabolic process","BP",1
"7099","GO:0032525",0.0233343275453246,0.999756578255007,1,10,"somite rostral/caudal axis specification","BP",1
"15856","GO:1904357",0.0236539281280813,0.999747325898544,1,11,"negative regulation of telomere maintenance via telomere lengthening","BP",1
"10828","GO:0048916",0.0239385618774437,0.999737228927782,1,13,"posterior lateral line development","BP",1
"3608","GO:0008821",0.0244530235453477,0.999732565281523,1,10,"crossover junction endodeoxyribonuclease activity","MF",1
"2793","GO:0006906",0.0244620301692177,0.999729684525883,1,11,"vesicle fusion","BP",1
"13645","GO:0090049",0.0247921267435958,0.999722305479863,1,11,"regulation of cell migration involved in sprouting angiogenesis","BP",1
"2527","GO:0006488",0.0248897124503447,0.999722882326529,1,10,"dolichol-linked oligosaccharide biosynthetic process","BP",1
"3977","GO:0009743",0.0249926191055385,0.999717774672948,1,11,"response to carbohydrate","BP",1
"10715","GO:0048679",0.0253748172709836,0.999709035073125,1,11,"regulation of axon regeneration","BP",1
"15530","GO:1903146",0.0258866626300762,0.999694616596921,1,12,"regulation of autophagy of mitochondrion","BP",1
"10131","GO:0046533",0.02616426810216,0.999690556889254,1,11,"negative regulation of photoreceptor cell differentiation","BP",1
"1159","GO:0003841",0.0261973387827678,0.999689770288746,1,11,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF",1
"4469","GO:0012507",0.0265067006976605,0.999682363140008,1,11,"ER to Golgi transport vesicle membrane","CC",1
"2145","GO:0005834",0.0276721554852027,0.999650804327054,1,12,"heterotrimeric G-protein complex","CC",1
"4342","GO:0010753",0.0282285361512375,0.999634026672244,1,13,"positive regulation of cGMP-mediated signaling","BP",1
"7981","GO:0035267",0.0283704840917881,0.999630317305189,1,13,"NuA4 histone acetyltransferase complex","CC",1
"5211","GO:0016799",0.0283874984956509,0.999632418843711,1,12,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF",1
"16895","GO:2001205",0.0287680008414995,0.99962244507099,1,12,"negative regulation of osteoclast development","BP",1
"4630","GO:0015175",0.0291004230253194,0.999610944040483,1,13,"neutral amino acid transmembrane transporter activity","MF",1
"3415","GO:0008417",0.0294427215195712,0.999604427323278,1,12,"fucosyltransferase activity","MF",1
"2973","GO:0007219",0.0295715995606903,0.997527957517343,2,115,"Notch signaling pathway","BP",1
"6845","GO:0031985",0.029659051837052,0.999595779609181,1,13,"Golgi cisterna","CC",1
"9856","GO:0045721",0.0300326407003891,0.999585474654331,1,13,"negative regulation of gluconeogenesis","BP",1
"6538","GO:0031145",0.0300439973927205,0.999585159340844,1,13,"anaphase-promoting complex-dependent catabolic process","BP",1
"8857","GO:0042622",0.0301240867154101,0.999582932254717,1,13,"photoreceptor outer segment membrane","CC",1
"14313","GO:0098876",0.0302864852970464,0.999578397843089,1,13,"vesicle-mediated transport to the plasma membrane","BP",1
"9367","GO:0043981",0.0307225194281752,0.999563542973179,1,14,"histone H4-K5 acetylation","BP",1
"9368","GO:0043982",0.0307225194281752,0.999563542973179,1,14,"histone H4-K8 acetylation","BP",1
"9362","GO:0043968",0.030901323174459,0.999558418626407,1,14,"histone H2A acetylation","BP",1
"56","GO:0000123",0.0311985868439284,0.999549832372983,1,14,"histone acetyltransferase complex","CC",1
"6268","GO:0030490",0.0313956756690545,0.999546764346505,1,13,"maturation of SSU-rRNA","BP",1
"3000","GO:0007274",0.0314435450480549,0.999538341349609,1,16,"neuromuscular synaptic transmission","BP",1
"15176","GO:1901800",0.0315135226436231,0.999540644423334,1,14,"positive regulation of proteasomal protein catabolic process","BP",1
"34","GO:0000070",0.0317868552244863,0.999532594083111,1,14,"mitotic sister chromatid segregation","BP",1
"625","GO:0001967",0.0319164884884426,0.999528751315858,1,14,"suckling behavior","BP",1
"10673","GO:0048609",0.0320147629555148,0.999525827520592,1,14,"multicellular organismal reproductive process","BP",1
"13901","GO:0097027",0.0333369907872605,0.999485599359093,1,14,"ubiquitin-protein transferase activator activity","MF",1
"4868","GO:0015934",0.0336565625449252,0.9994756277214,1,14,"large ribosomal subunit","CC",1
"11226","GO:0051247",0.0339348755639405,0.999466864516563,1,14,"positive regulation of protein metabolic process","BP",1
"2994","GO:0007266",0.0340941555043151,0.999454591030578,1,17,"Rho protein signal transduction","BP",1
"6109","GO:0030168",0.0344932195398083,0.999443823575078,1,16,"platelet activation","BP",1
"5200","GO:0016780",0.034558276968736,0.999446968665214,1,14,"phosphotransferase activity, for other substituted phosphate groups","MF",1
"55","GO:0000122",0.0352075767754116,0.99210573513571,4,529,"negative regulation of transcription by RNA polymerase II","BP",1
"10112","GO:0046488",0.0355266663317723,0.99940545098121,1,18,"phosphatidylinositol metabolic process","BP",1
"3129","GO:0007507",0.0358589600084206,0.994037421619475,3,323,"heart development","BP",1
"6855","GO:0032006",0.0360413289456314,0.999392432702833,1,16,"regulation of TOR signaling","BP",1
"11312","GO:0051443",0.0361721456154631,0.999390673205888,1,15,"positive regulation of ubiquitin-protein transferase activity","BP",1
"5527","GO:0019219",0.0369323752948236,0.999361810051324,1,16,"regulation of nucleobase-containing compound metabolic process","BP",1
"10739","GO:0048715",0.0371097504391481,0.999355623103436,1,16,"negative regulation of oligodendrocyte differentiation","BP",1
"7438","GO:0033504",0.0375313160261859,0.999343691726445,1,15,"floor plate development","BP",1
"7116","GO:0032561",0.037557744477629,0.999339862082387,1,16,"guanyl ribonucleotide binding","MF",1
"574","GO:0001885",0.0381117086183667,0.999320105854091,1,16,"endothelial cell development","BP",1
"2867","GO:0007034",0.0381173792461642,0.999319902093025,1,16,"vacuolar transport","BP",1
"16552","GO:2000060",0.0389427959500349,0.999284718946919,1,18,"positive regulation of ubiquitin-dependent protein catabolic process","BP",1
"4022","GO:0009881",0.0393905490525626,0.999273369476348,1,16,"photoreceptor activity","MF",1
"4167","GO:0010259",0.0398705392024157,0.999249977027351,1,18,"multicellular organism aging","BP",1
"5084","GO:0016491",0.0404182261814431,0.990536784932755,4,534,"oxidoreductase activity","MF",1
"9960","GO:0045935",0.0406513706611378,0.999220088587006,1,18,"positive regulation of nucleobase-containing compound metabolic process","BP",1
"9077","GO:0043153",0.0409702682293932,0.999207711437506,1,18,"entrainment of circadian clock by photoperiod","BP",1
"15955","GO:1904706",0.0417326264599654,0.999175210491833,1,19,"negative regulation of vascular associated smooth muscle cell proliferation","BP",1
"2054","GO:0005680",0.0419614939158398,0.999166069193547,1,19,"anaphase-promoting complex","CC",1
"9932","GO:0045886",0.0421913723065784,0.999159402644818,1,18,"negative regulation of synaptic assembly at neuromuscular junction","BP",1
"4061","GO:0009954",0.042307840833867,0.999149815743488,1,20,"proximal/distal pattern formation","BP",1
"2643","GO:0006654",0.0446872193045455,0.999050671864585,1,20,"phosphatidic acid biosynthetic process","BP",1
"2882","GO:0007062",0.044688624451632,0.99905061167335,1,20,"sister chromatid cohesion","BP",1
"1973","GO:0005484",0.0459017901137958,0.999000654370786,1,19,"SNAP receptor activity","MF",1
"12621","GO:0070212",0.0462009968016022,0.99897991830574,1,22,"protein poly-ADP-ribosylation","BP",1
"2082","GO:0005739",0.0465866096708305,0.988588047535947,4,572,"mitochondrion","CC",1
"1071","GO:0003333",0.0474392929157012,0.998926419360652,1,21,"amino acid transmembrane transport","BP",1
"6409","GO:0030878",0.0475120275724287,0.998925746375678,1,20,"thyroid gland development","BP",1
"6842","GO:0031982",0.0480982271197201,0.99475094729455,2,157,"vesicle","CC",1
"3160","GO:0007585",0.0489246063955977,0.99885751800872,1,21,"respiratory gaseous exchange by respiratory system","BP",1
"10797","GO:0048844",0.0489361197318714,0.998852086110452,1,23,"artery morphogenesis","BP",1
"9444","GO:0044267",0.0494093873071019,0.994529762284992,2,151,NA,NA,1
"1218","GO:0003925",0.050735576154573,0.998770556786553,1,21,"G protein activity","MF",1
"10414","GO:0047834",0.0509515027701389,0.998759971373428,1,21,"D-threo-aldose 1-dehydrogenase activity","MF",1
"995","GO:0003179",0.051011662417938,0.998749376601169,1,24,"heart valve morphogenesis","BP",1
"16520","GO:2000001",0.0517798296585822,0.998713460794923,1,23,"regulation of DNA damage checkpoint","BP",1
"4025","GO:0009888",0.0536213980957566,0.993785128402973,2,167,"tissue development","BP",1
"1010","GO:0003206",0.0537818530796829,0.998608449891316,1,24,"cardiac chamber morphogenesis","BP",1
"427","GO:0001569",0.0550168061705703,0.998545855271847,1,23,"branching involved in blood vessel morphogenesis","BP",1
"6554","GO:0031201",0.055086049668944,0.998542155599746,1,23,"SNARE complex","CC",1
"9146","GO:0043280",0.0556754472253854,0.998507701050007,1,24,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",1
"11376","GO:0051602",0.056712792638995,0.998448342067333,1,25,"response to electrical stimulus","BP",1
"12928","GO:0070979",0.0573243162399007,0.998414344207195,1,25,"protein K11-linked ubiquitination","BP",1
"10245","GO:0046843",0.0575209333963989,0.998398499965556,1,27,"dorsal appendage formation","BP",1
"10731","GO:0048706",0.0575308965449256,0.998405494226393,1,24,"embryonic skeletal system development","BP",1
"3500","GO:0008585",0.0576984017880194,0.998388498113465,1,27,"female gonad development","BP",1
"7325","GO:0033116",0.0590003011978281,0.99831923765923,1,25,"endoplasmic reticulum-Golgi intermediate compartment membrane","CC",1
"14792","GO:0140289",0.0595877511360815,0.998275573711359,1,29,"protein mono-ADP-ribosylation","BP",1
"2993","GO:0007265",0.0596452599417897,0.998276687071129,1,27,"Ras protein signal transduction","BP",1
"9210","GO:0043425",0.0598323630013546,0.998270969375706,1,25,"bHLH transcription factor binding","MF",1
"10621","GO:0048511",0.0620188067020821,0.998130338604026,1,29,"rhythmic process","BP",1
"6219","GO:0030332",0.0623573266000523,0.998111999306725,1,28,"cyclin binding","MF",1
"16362","GO:1990404",0.0628302784995536,0.998076193567455,1,31,"NAD+-protein ADP-ribosyltransferase activity","MF",1
"2961","GO:0007204",0.0632230355689142,0.998056171049485,1,29,"positive regulation of cytosolic calcium ion concentration","BP",1
"10703","GO:0048664",0.0645541015961944,0.997972473310345,1,29,"neuron fate determination","BP",1
"11330","GO:0051491",0.0651951738714247,0.997926856543321,1,31,"positive regulation of filopodium assembly","BP",1
"16455","GO:1990756",0.0656364049810514,0.997905701702032,1,28,"ubiquitin ligase-substrate adaptor activity","MF",1
"10517","GO:0048193",0.0664492439110799,0.997847685767898,1,30,"Golgi vesicle transport","BP",1
"6539","GO:0031146",0.0669412096305983,0.997815304288176,1,30,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP",1
"12888","GO:0070888",0.0676036724643126,0.997776673821747,1,28,"E-box binding","MF",1
"10611","GO:0048487",0.0683095594691146,0.997721461779676,1,31,"beta-tubulin binding","MF",1
"13167","GO:0071560",0.0687083543266769,0.997694442849795,1,31,"cellular response to transforming growth factor beta stimulus","BP",1
"5419","GO:0018298",0.0687988544743709,0.997693479843513,1,29,NA,NA,1
"2526","GO:0006487",0.068825412018892,0.997686481021679,1,31,"protein N-linked glycosylation","BP",1
"5262","GO:0016922",0.0690441448694036,0.997669197005249,1,32,"nuclear receptor binding","MF",1
"10639","GO:0048538",0.0691006882803621,0.997670233397932,1,30,"thymus development","BP",1
"5116","GO:0016573",0.0695600438608081,0.997633788292175,1,32,"histone acetylation","BP",1
"1113","GO:0003677",0.0697193910690181,0.974446866170277,6,1193,"DNA binding","MF",1
"3535","GO:0008654",0.070016885801552,0.997604640512204,1,31,"phospholipid biosynthetic process","BP",1
"13768","GO:0090307",0.0718117503928973,0.99747362736603,1,33,"mitotic spindle assembly","BP",1
"7248","GO:0032922",0.0720092175671521,0.997459530405526,1,33,"circadian regulation of gene expression","BP",1
"2205","GO:0005938",0.072096953831786,0.990139105014947,2,195,"cell cortex","CC",1
"6620","GO:0031326",0.072872260176876,0.997397446086148,1,33,"regulation of cellular biosynthetic process","BP",1
"421","GO:0001558",0.0731938808010581,0.997371759305314,1,34,"regulation of cell growth","BP",1
"11140","GO:0051056",0.0732130465899442,0.997358709271935,1,40,"regulation of small GTPase mediated signal transduction","BP",1
"5029","GO:0016328",0.0740343840492915,0.997301858642506,1,38,"lateral plasma membrane","CC",1
"2026","GO:0005622",0.0787563739343889,0.982054617683831,3,428,"intracellular anatomical structure","CC",1
"1985","GO:0005515",0.0789448229754194,0.952371689657657,26,8780,"protein binding","MF",1
"6770","GO:0031648",0.0810196025023667,0.996765139764344,1,36,"protein destabilization","BP",1
"12691","GO:0070403",0.083070047927163,0.996591790352955,1,38,"NAD+ binding","MF",1
"4274","GO:0010604",0.0839481969168764,0.987485357673354,2,207,"positive regulation of macromolecule metabolic process","BP",1
"6187","GO:0030285",0.0847812463503504,0.996445301129582,1,39,"integral component of synaptic vesicle membrane","CC",1
"3296","GO:0008202",0.0860842325796398,0.996338500921482,1,37,"steroid metabolic process","BP",1
"6282","GO:0030514",0.0862916776914274,0.996317940706386,1,38,"negative regulation of BMP signaling pathway","BP",1
"2123","GO:0005789",0.0864678895796899,0.979519144811502,3,440,"endoplasmic reticulum membrane","CC",1
"11737","GO:0060090",0.0876574142611207,0.9961912589988,1,41,"molecular adaptor activity","MF",1
"5730","GO:0019905",0.0877794918766794,0.996178266059452,1,42,"syntaxin binding","MF",1
"9197","GO:0043406",0.0880571416993014,0.996147592834153,1,45,"positive regulation of MAP kinase activity","BP",1
"5727","GO:0019902",0.0884450279352003,0.996119142628607,1,42,"phosphatase binding","MF",1
"5149","GO:0016627",0.0893097456571281,0.996046303824519,1,40,"oxidoreductase activity, acting on the CH-CH group of donors","MF",1
"3185","GO:0007623",0.090955258780474,0.995887510257298,1,44,"circadian rhythm","BP",1
"2439","GO:0006355",0.0916943758963893,0.97191760254853,4,717,"regulation of DNA-templated transcription","BP",1
"6113","GO:0030173",0.0917375222989008,0.99582468467192,1,40,"integral component of Golgi membrane","CC",1
"7225","GO:0032868",0.09274477888505,0.995725856035656,1,42,"response to insulin","BP",1
"2780","GO:0006887",0.0939183895743078,0.995608197502888,1,45,"exocytosis","BP",1
"9864","GO:0045732",0.0942684141170773,0.995574828536468,1,45,"positive regulation of protein catabolic process","BP",1
"7763","GO:0034644",0.0942766099347106,0.995574045636502,1,45,"cellular response to UV","BP",1
"16484","GO:1990837",0.0944604245169546,0.995568681887606,1,40,"sequence-specific double-stranded DNA binding","MF",1
"10626","GO:0048518",0.0968266330369525,0.984333583400591,2,229,"positive regulation of biological process","BP",1
"4541","GO:0014823",0.0977647747614072,0.995232049944952,1,46,"response to activity","BP",1
"8796","GO:0042475",0.0978550486303547,0.995225360221522,1,45,"odontogenesis of dentin-containing tooth","BP",1
