"ontology","slim_term","slim_cat","category","term","over_represented_pvalue","numDEInCat","numInCat","genes"
"BP","anatomical structure development","GO:0048856","GO:1903225","negative regulation of endodermal cell differentiation",0.0479055542437398,1,6,"Pver_gene_g3259"
"BP","anatomical structure development","GO:0048856","GO:2000726","negative regulation of cardiac muscle cell differentiation",0.0161753131526545,1,2,"Pver_gene_g15186"
"BP","biosynthetic process","GO:0009058","GO:0006556","S-adenosylmethionine biosynthetic process",0.0400190348931443,1,5,"Pver_gene_g18546"
"BP","biosynthetic process","GO:0009058","GO:0009299","mRNA transcription",0.0320566940827776,1,4,"Pver_gene_g16604"
"BP","biosynthetic process","GO:0009058","GO:0009691","cytokinin biosynthetic process",0.0161765234349252,1,2,"Pver_gene_g16367"
"BP","biosynthetic process","GO:0009058","GO:0051091","positive regulation of DNA-binding transcription factor activity",0.0361317057459365,3,89,"Pver_gene_g7459, Pver_gene_g7590, Pver_gene_g16873"
"BP","biosynthetic process","GO:0009058","GO:0061408","positive regulation of transcription from RNA polymerase II promoter in response to heat stress",0.039964309936684,1,5,"Pver_gene_g16604"
"BP","biosynthetic process","GO:0009058","GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I",1.04509367738376e-05,3,6,"Pver_gene_g8459, Pver_gene_g10284, Pver_gene_g12577"
"BP","catabolic process","GO:0009056","GO:0006511","ubiquitin-dependent protein catabolic process",0.00705859963278073,7,272,"Pver_gene_g2043, Pver_gene_g5996, Pver_gene_g16877, Pver_gene_g18710, Pver_gene_g19655, Pver_gene_g25888, Pver_gene_g26469"
"BP","catabolic process","GO:0009056","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",0.016676082851786,3,66,"Pver_gene_g13481, Pver_gene_g16877, Pver_gene_g26469"
"BP","catabolic process","GO:0009056","GO:0042744","hydrogen peroxide catabolic process",0.000845492992105455,4,52,"Pver_gene_g3301, Pver_gene_g5097, Pver_gene_g5098, Pver_gene_g19090"
"BP","cell death","GO:0008219","GO:0012501","programmed cell death",0.0321712703891424,1,4,"Pver_gene_g12634"
"BP","cell death","GO:0008219","GO:0043067","regulation of programmed cell death",0.0162741958264359,1,2,"Pver_gene_g12634"
"BP","cell division","GO:0051301","GO:0051302","regulation of cell division",0.0475764373308522,1,6,"Pver_gene_g15186"
"BP","cell population proliferation","GO:0008283","GO:0110024","positive regulation of cardiac muscle myoblast proliferation",0.00817032658211559,1,1,"Pver_gene_g16873"
"BP","cell-cell signaling","GO:0007267","GO:0007268","chemical synaptic transmission",0.00560543883283213,6,197,"Pver_gene_g1821, Pver_gene_g7702, Pver_gene_g8933, Pver_gene_g11858, Pver_gene_g12511, Pver_gene_g12512"
"BP","cell-cell signaling","GO:0007267","GO:0007271","synaptic transmission, cholinergic",0.00362169775258422,3,38,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"BP","cell-cell signaling","GO:0007267","GO:0007274","neuromuscular synaptic transmission",0.000726221026077005,3,22,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"BP","cell-cell signaling","GO:0007267","GO:0060084","synaptic transmission involved in micturition",0.00064414846595853,2,5,"Pver_gene_g12511, Pver_gene_g12512"
"BP","cell-cell signaling","GO:0007267","GO:0110094","polyphosphate-mediated signaling",0.0321966910223163,1,4,"Pver_gene_g7570"
"BP","cellular component assembly","GO:0022607","GO:0030423","targeting of mRNA for destruction involved in RNA interference",0.0476145326465475,1,6,"Pver_gene_g1156"
"BP","cellular component assembly","GO:0022607","GO:0031276","negative regulation of lateral pseudopodium assembly",0.00817031412706748,1,1,"Pver_gene_g7570"
"BP","cellular component assembly","GO:0022607","GO:0051260","protein homooligomerization",0.0244277325238352,5,201,"Pver_gene_g9487, Pver_gene_g15108, Pver_gene_g16604, Pver_gene_g18899, Pver_gene_g19655"
"BP","cellular component assembly","GO:0022607","GO:0070836","caveola assembly",0.0400305409856162,1,5,"Pver_gene_g11124"
"BP","cellular component assembly","GO:0022607","GO:0090261","positive regulation of inclusion body assembly",0.0162704719186549,1,2,"Pver_gene_g16604"
"BP","cellular component assembly","GO:0022607","GO:1902857","positive regulation of non-motile cilium assembly",0.0400564799857292,1,5,"Pver_gene_g11175"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0009447","putrescine catabolic process",0.0241479249109365,1,3,"Pver_gene_g15981"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032918","spermidine acetylation",0.0080763317926142,1,1,"Pver_gene_g15981"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032919","spermine acetylation",0.0080763317926142,1,1,"Pver_gene_g15981"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0032920","putrescine acetylation",0.0080763317926142,1,1,"Pver_gene_g15981"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:0046204","nor-spermidine metabolic process",0.0080763317926142,1,1,"Pver_gene_g15981"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1900365","positive regulation of mRNA polyadenylation",0.0162704941476417,1,2,"Pver_gene_g16604"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:1902512","positive regulation of apoptotic DNA fragmentation",0.0320496080894955,1,4,"Pver_gene_g16604"
"BP","cellular nitrogen compound metaboli...","GO:0034641","GO:2001033","negative regulation of double-strand break repair via nonhomologous end joining",0.0162704941476417,1,2,"Pver_gene_g16604"
"BP","cellular protein modification proce...","GO:0006464","GO:0016567","protein ubiquitination",0.00106934449929321,11,443,"Pver_gene_g130, Pver_gene_g630, Pver_gene_g2043, Pver_gene_g5181, Pver_gene_g15108, Pver_gene_g16877, Pver_gene_g18710, Pver_gene_g18899, Pver_gene_g19655, Pver_gene_g25888, Pver_gene_g26469"
"BP","cellular protein modification proce...","GO:0006464","GO:0043972","histone H3-K23 acetylation",0.00816891395339861,1,1,"Pver_gene_g1867"
"BP","cellular protein modification proce...","GO:0006464","GO:0043983","histone H4-K12 acetylation",0.0241861838810432,1,3,"Pver_gene_g1867"
"BP","cellular protein modification proce...","GO:0006464","GO:0044154","histone H3-K14 acetylation",0.00816891395339861,1,1,"Pver_gene_g1867"
"BP","cellular protein modification proce...","GO:0006464","GO:1902916","positive regulation of protein polyubiquitination",0.0400290121523178,1,5,"Pver_gene_g2043"
"BP","cytoskeleton organization","GO:0007010","GO:0030036","actin cytoskeleton organization",0.012531571749711,4,110,"Pver_gene_g591, Pver_gene_g5181, Pver_gene_g7570, Pver_gene_g11124"
"BP","developmental maturation","GO:0021700","GO:0016188","synaptic vesicle maturation",0.0478777493992082,1,6,"Pver_gene_g5236"
"BP","extracellular matrix organization","GO:0030198","GO:0030199","collagen fibril organization",0.0403018085392485,3,93,"Pver_gene_g591, Pver_gene_g3259, Pver_gene_g3301"
"BP","homeostatic process","GO:0042592","GO:0032849","positive regulation of cellular pH reduction",0.0241851578656964,1,3,"Pver_gene_g14127"
"BP","lipid metabolic process","GO:0006629","GO:0019216","regulation of lipid metabolic process",0.0262024038318907,2,31,"Pver_gene_g2753, Pver_gene_g12218"
"BP","lipid metabolic process","GO:0006629","GO:0035965","cardiolipin acyl-chain remodeling",0.0319714030592525,1,4,"Pver_gene_g22809"
"BP","lipid metabolic process","GO:0006629","GO:0036149","phosphatidylinositol acyl-chain remodeling",0.0398983379508269,1,5,"Pver_gene_g22809"
"BP","locomotion","GO:0040011","GO:0010762","regulation of fibroblast migration",0.0320134951997341,1,4,"Pver_gene_g4609"
"BP","locomotion","GO:0040011","GO:0035701","hematopoietic stem cell migration",0.0239698289430893,1,3,"Pver_gene_g6262"
"BP","locomotion","GO:0040011","GO:0043326","chemotaxis to folate",0.016190776669378,1,2,"Pver_gene_g7570"
"BP","locomotion","GO:0040011","GO:0061122","positive regulation of positive chemotaxis to cAMP",0.00817031412706748,1,1,"Pver_gene_g7570"
"BP","membrane organization","GO:0061024","GO:0097320","plasma membrane tubulation",0.0478778715518268,1,6,"Pver_gene_g11124"
"BP","nervous system process","GO:0050877","GO:0019233","sensory perception of pain",0.0146937813613959,3,63,"Pver_gene_g6161, Pver_gene_g8933, Pver_gene_g9487"
"BP","protein folding","GO:0006457","GO:1903645","negative regulation of chaperone-mediated protein folding",0.016226656200548,1,2,"Pver_gene_g14"
"BP","protein maturation","GO:0051604","GO:0010954","positive regulation of protein processing",0.0476932729102266,1,6,"Pver_gene_g13481"
"BP","protein maturation","GO:0051604","GO:0010955","negative regulation of protein processing",0.0475561087615457,1,6,"Pver_gene_g2049"
"BP","reproduction","GO:0000003","GO:0019954","asexual reproduction",0.00817031412706748,1,1,"Pver_gene_g7570"
"BP","reproduction","GO:0000003","GO:0045924","regulation of female receptivity",0.0320588268537742,1,4,"Pver_gene_g12634"
"BP","response to stress","GO:0006950","GO:0002540","leukotriene production involved in inflammatory response",0.0480025267176662,1,6,"Pver_gene_g4016"
"BP","response to stress","GO:0006950","GO:0002931","response to ischemia",0.0246039109420421,2,30,"Pver_gene_g542, Pver_gene_g25700"
"BP","response to stress","GO:0006950","GO:0006979","response to oxidative stress",0.00183013586755903,6,157,"Pver_gene_g3301, Pver_gene_g5097, Pver_gene_g5098, Pver_gene_g6370, Pver_gene_g8933, Pver_gene_g19090"
"BP","response to stress","GO:0006950","GO:0009414","response to water deprivation",0.004116596208126,2,12,"Pver_gene_g255, Pver_gene_g16873"
"BP","response to stress","GO:0006950","GO:0035011","melanotic encapsulation of foreign target",0.0240963871463677,1,3,"Pver_gene_g18523"
"BP","response to stress","GO:0006950","GO:0070301","cellular response to hydrogen peroxide",0.0381671258448264,2,38,"Pver_gene_g16604, Pver_gene_g22737"
"BP","response to stress","GO:0006950","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization",0.0398577228514792,1,5,"Pver_gene_g542"
"BP","response to stress","GO:0006950","GO:1990910","response to hypobaric hypoxia",0.0399118174395701,1,5,"Pver_gene_g16604"
"BP","response to stress","GO:0006950","GO:1990911","response to psychosocial stress",0.00816659454587759,1,1,"Pver_gene_g16604"
"BP","response to stress","GO:0006950","GO:2000987","positive regulation of behavioral fear response",0.0241738108162634,1,3,"Pver_gene_g12218"
"BP","signal transduction","GO:0007165","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0.0458610948090833,2,42,"Pver_gene_g4609, Pver_gene_g7570"
"BP","signal transduction","GO:0007165","GO:0007219","Notch signaling pathway",0.0276638771226797,4,140,"Pver_gene_g2049, Pver_gene_g4013, Pver_gene_g8642, Pver_gene_g15186"
"BP","signal transduction","GO:0007165","GO:0008286","insulin receptor signaling pathway",0.00183011251259448,3,30,"Pver_gene_g10340, Pver_gene_g19246, Pver_gene_g25577"
"BP","signal transduction","GO:0007165","GO:0030178","negative regulation of Wnt signaling pathway",0.0161011102293968,2,24,"Pver_gene_g13481, Pver_gene_g18259"
"BP","signal transduction","GO:0007165","GO:0035655","interleukin-18-mediated signaling pathway",0.0161605938740009,1,2,"Pver_gene_g4016"
"BP","signal transduction","GO:0007165","GO:0038166","angiotensin-activated signaling pathway",0.0321985337979145,1,4,"Pver_gene_g14127"
"BP","signal transduction","GO:0007165","GO:0045746","negative regulation of Notch signaling pathway",0.0417952228607207,2,40,"Pver_gene_g2049, Pver_gene_g15186"
"BP","signal transduction","GO:0007165","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.00817031412706748,1,1,"Pver_gene_g7570"
"BP","signal transduction","GO:0007165","GO:1900746","regulation of vascular endothelial growth factor signaling pathway",0.0475465515485306,1,6,"Pver_gene_g15186"
"BP","signal transduction","GO:0007165","GO:1904515","positive regulation of TORC2 signaling",0.00817031412706748,1,1,"Pver_gene_g7570"
"BP","small molecule metabolic process","GO:0044281","GO:0006431","methionyl-tRNA aminoacylation",0.0399420401160384,1,5,"Pver_gene_g12577"
"BP","small molecule metabolic process","GO:0044281","GO:0006551","leucine metabolic process",0.0161828427248871,1,2,"Pver_gene_g26142"
"BP","small molecule metabolic process","GO:0044281","GO:0006560","proline metabolic process",0.0161369776830936,1,2,"Pver_gene_g8101"
"BP","small molecule metabolic process","GO:0044281","GO:0006561","proline biosynthetic process",0.0242892137973737,1,3,"Pver_gene_g26149"
"BP","small molecule metabolic process","GO:0044281","GO:0006562","proline catabolic process",0.0241760439496056,1,3,"Pver_gene_g8101"
"BP","small molecule metabolic process","GO:0044281","GO:0006592","ornithine biosynthetic process",0.00815900434410117,1,1,"Pver_gene_g26149"
"BP","small molecule metabolic process","GO:0044281","GO:0006691","leukotriene metabolic process",0.0124773352845411,2,21,"Pver_gene_g4016, Pver_gene_g16312"
"BP","small molecule metabolic process","GO:0044281","GO:0006730","one-carbon metabolic process",0.00826816310571526,2,17,"Pver_gene_g7331, Pver_gene_g18546"
"BP","small molecule metabolic process","GO:0044281","GO:0010133","proline catabolic process to glutamate",0.0321374081432785,1,4,"Pver_gene_g8101"
"BP","small molecule metabolic process","GO:0044281","GO:0015936","coenzyme A metabolic process",0.0399566042897864,1,5,"Pver_gene_g10560"
"BP","small molecule metabolic process","GO:0044281","GO:0019240","citrulline biosynthetic process",0.016262965686723,1,2,"Pver_gene_g26149"
"BP","small molecule metabolic process","GO:0044281","GO:0019370","leukotriene biosynthetic process",0.00179940392620403,2,8,"Pver_gene_g4016, Pver_gene_g16312"
"BP","small molecule metabolic process","GO:0044281","GO:0019372","lipoxygenase pathway",0.0321860263895311,1,4,"Pver_gene_g4016"
"BP","small molecule metabolic process","GO:0044281","GO:0019470","4-hydroxyproline catabolic process",0.0161369776830936,1,2,"Pver_gene_g8101"
"BP","small molecule metabolic process","GO:0044281","GO:0019761","glucosinolate biosynthetic process",0.00815662599427372,1,1,"Pver_gene_g18067"
"BP","small molecule metabolic process","GO:0044281","GO:0042759","long-chain fatty acid biosynthetic process",0.00135558311193803,2,7,"Pver_gene_g4016, Pver_gene_g16312"
"BP","small molecule metabolic process","GO:0044281","GO:0051596","methylglyoxal catabolic process",0.00810590682765358,1,1,"Pver_gene_g15598"
"BP","small molecule metabolic process","GO:0044281","GO:0055129","L-proline biosynthetic process",0.0479594947819401,1,6,"Pver_gene_g26149"
"BP","small molecule metabolic process","GO:0044281","GO:2001301","lipoxin biosynthetic process",0.00817032658211559,1,1,"Pver_gene_g4016"
"BP","sulfur compound metabolic process","GO:0006790","GO:0070221","sulfide oxidation, using sulfide:quinone oxidoreductase",0.000644336147402556,2,5,"Pver_gene_g1842, Pver_gene_g26406"
"BP","sulfur compound metabolic process","GO:0006790","GO:0070813","hydrogen sulfide metabolic process",0.000196155170985755,2,3,"Pver_gene_g1842, Pver_gene_g26406"
"BP","transport","GO:0006810","GO:0008088","axo-dendritic transport",0.0321778903215869,1,4,"Pver_gene_g5236"
"BP","transport","GO:0006810","GO:0010540","basipetal auxin transport",0.00802831481177877,1,1,"Pver_gene_g255"
"BP","transport","GO:0006810","GO:0014059","regulation of dopamine secretion",0.040049185511186,2,39,"Pver_gene_g8933, Pver_gene_g9487"
"BP","transport","GO:0006810","GO:0015670","carbon dioxide transport",0.0400942588409901,1,5,"Pver_gene_g14127"
"BP","transport","GO:0006810","GO:0015755","fructose transmembrane transport",0.000967171110312933,2,6,"Pver_gene_g10340, Pver_gene_g10341"
"BP","transport","GO:0006810","GO:0015801","aromatic amino acid transport",0.040047037983321,1,5,"Pver_gene_g6818"
"BP","transport","GO:0006810","GO:0035795","negative regulation of mitochondrial membrane permeability",0.0159961708423435,1,2,"Pver_gene_g542"
"BP","transport","GO:0006810","GO:0044070","regulation of anion transport",0.0321985337979145,1,4,"Pver_gene_g14127"
"BP","transport","GO:0006810","GO:0046324","regulation of glucose import",0.0396930090806116,1,5,"Pver_gene_g542"
"BP","transport","GO:0006810","GO:0046903","secretion",0.0242343484729004,1,3,"Pver_gene_g14127"
"BP","transport","GO:0006810","GO:0048210","Golgi vesicle fusion to target membrane",0.0399057649156991,1,5,"Pver_gene_g13481"
"BP","transport","GO:0006810","GO:0070327","thyroid hormone transport",0.00825747198981903,2,17,"Pver_gene_g6817, Pver_gene_g14920"
"BP","transport","GO:0006810","GO:0070460","thyroid-stimulating hormone secretion",0.000633568331356672,3,21,"Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g14920"
"BP","transport","GO:0006810","GO:0070837","dehydroascorbic acid transport",0.000967171110312933,2,6,"Pver_gene_g10340, Pver_gene_g10341"
"BP","transport","GO:0006810","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process",0.0161705742482871,1,2,"Pver_gene_g16873"
"BP","transport","GO:0006810","GO:1903638","positive regulation of protein insertion into mitochondrial outer membrane",0.0081597206529693,1,1,"Pver_gene_g14"
"BP","transport","GO:0006810","GO:1904659","glucose transmembrane transport",0.00134836066243711,2,7,"Pver_gene_g10340, Pver_gene_g10341"
"BP","transport","GO:0006810","GO:2001150","positive regulation of dipeptide transmembrane transport",0.0321985337979145,1,4,"Pver_gene_g14127"
"BP","transport","GO:0006810","GO:2001225","regulation of chloride transport",0.040058212759517,1,5,"Pver_gene_g14127"
"BP",NA,NA,"GO:0006590","thyroid hormone generation",0.00083361521110008,3,23,"Pver_gene_g6817, Pver_gene_g6818, Pver_gene_g14920"
"BP",NA,NA,"GO:0007165","signal transduction",0.0197534039403891,10,575,"Pver_gene_g1773, Pver_gene_g2753, Pver_gene_g7570, Pver_gene_g7590, Pver_gene_g8933, Pver_gene_g10679, Pver_gene_g12511, Pver_gene_g12512, Pver_gene_g12659, Pver_gene_g23276"
"BP",NA,NA,"GO:0007585","respiratory gaseous exchange by respiratory system",0.0310266384684202,2,34,"Pver_gene_g8933, Pver_gene_g23200"
"BP",NA,NA,"GO:0008345","larval locomotory behavior",0.040007206965407,1,5,"Pver_gene_g5236"
"BP",NA,NA,"GO:0009266","response to temperature stimulus",0.024229185839029,1,3,"Pver_gene_g26149"
"BP",NA,NA,"GO:0009630","gravitropism",0.00802831481177877,1,1,"Pver_gene_g255"
"BP",NA,NA,"GO:0016557","peroxisome membrane biogenesis",0.0161857077955948,1,2,"Pver_gene_g2753"
"BP",NA,NA,"GO:0016559","peroxisome fission",0.0477144654661633,1,6,"Pver_gene_g2753"
"BP",NA,NA,"GO:0018996","molting cycle, collagen and cuticulin-based cuticle",0.0162675935151499,1,2,"Pver_gene_g18710"
"BP",NA,NA,"GO:0030091","protein repair",0.0400607602033551,1,5,"Pver_gene_g6370"
"BP",NA,NA,"GO:0031529","ruffle organization",0.0475897226025337,1,6,"Pver_gene_g22737"
"BP",NA,NA,"GO:0032099","negative regulation of appetite",0.00816413539637784,1,1,"Pver_gene_g15943"
"BP",NA,NA,"GO:0032693","negative regulation of interleukin-10 production",0.0161753131526545,1,2,"Pver_gene_g15186"
"BP",NA,NA,"GO:0032915","positive regulation of transforming growth factor beta2 production",0.00817032658211559,1,1,"Pver_gene_g16873"
"BP",NA,NA,"GO:0035094","response to nicotine",0.00874589007193136,3,52,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"BP",NA,NA,"GO:0035095","behavioral response to nicotine",0.0003314670525737,3,17,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"BP",NA,NA,"GO:0035640","exploration behavior",0.0476477794951079,1,6,"Pver_gene_g8933"
"BP",NA,NA,"GO:0035915","pore formation in membrane of other organism",0.0399506132462862,1,5,"Pver_gene_g14886"
"BP",NA,NA,"GO:0044179","hemolysis in other organism",0.021583488897722,2,28,"Pver_gene_g11363, Pver_gene_g16112"
"BP",NA,NA,"GO:0044375","regulation of peroxisome size",0.0162612261730812,1,2,"Pver_gene_g2753"
"BP",NA,NA,"GO:0050877","nervous system process",0.0311733730905054,3,84,"Pver_gene_g8933, Pver_gene_g12511, Pver_gene_g12512"
"BP",NA,NA,"GO:0051006","positive regulation of lipoprotein lipase activity",0.0240960684235316,1,3,"Pver_gene_g15783"
"BP",NA,NA,"GO:0051156","glucose 6-phosphate metabolic process",0.0398979186376624,1,5,"Pver_gene_g542"
"BP",NA,NA,"GO:0051775","response to redox state",0.0399066158658664,1,5,"Pver_gene_g12218"
"BP",NA,NA,"GO:0055114","oxidation-reduction process",0.0167328591053715,4,120,"Pver_gene_g3301, Pver_gene_g5097, Pver_gene_g10672, Pver_gene_g19090"
"BP",NA,NA,"GO:0071364","cellular response to epidermal growth factor stimulus",0.0187878255051422,2,26,"Pver_gene_g10284, Pver_gene_g12577"
"BP",NA,NA,"GO:0072655","establishment of protein localization to mitochondrion",0.0159961708423435,1,2,"Pver_gene_g542"
"BP",NA,NA,"GO:0072656","maintenance of protein location in mitochondrion",0.0240363825126333,1,3,"Pver_gene_g542"
"BP",NA,NA,"GO:0072738","cellular response to diamide",0.00816659454587759,1,1,"Pver_gene_g16604"
"BP",NA,NA,"GO:0080167","response to karrikin",0.00802831481177877,1,1,"Pver_gene_g255"
"BP",NA,NA,"GO:0090333","regulation of stomatal closure",0.0478984783651272,1,6,"Pver_gene_g255"
"BP",NA,NA,"GO:1903936","cellular response to sodium arsenite",0.0162523844875201,1,2,"Pver_gene_g16604"
"BP",NA,NA,"GO:1904385","cellular response to angiotensin",0.0322153512851571,1,4,"Pver_gene_g16604"
"BP",NA,NA,"GO:1904528","positive regulation of microtubule binding",0.0242090135452228,1,3,"Pver_gene_g16604"
"BP",NA,NA,"GO:1904843","cellular response to nitroglycerin",0.00816659454587759,1,1,"Pver_gene_g16604"
"BP",NA,NA,"GO:1904845","cellular response to L-glutamine",0.0321432610970807,1,4,"Pver_gene_g16604"
"BP",NA,NA,"GO:1990830","cellular response to leukemia inhibitory factor",0.0202228530139381,3,71,"Pver_gene_g542, Pver_gene_g10284, Pver_gene_g18546"
"CC","intracellular","GO:0005622","GO:0000151","ubiquitin ligase complex",0.0403788263027453,3,93,"Pver_gene_g16877, Pver_gene_g18710, Pver_gene_g26469"
"CC","intracellular","GO:0005622","GO:0000808","origin recognition complex",0.024161271086971,1,3,"Pver_gene_g16605"
"CC","intracellular","GO:0005622","GO:0001534","radial spoke",0.0478854686522582,1,6,"Pver_gene_g18093"
"CC","intracellular","GO:0005622","GO:0005743","mitochondrial inner membrane",0.0487885079349607,5,243,"Pver_gene_g1842, Pver_gene_g8101, Pver_gene_g23231, Pver_gene_g26149, Pver_gene_g26406"
"CC","intracellular","GO:0005622","GO:0005811","lipid droplet",0.0173315239861521,3,67,"Pver_gene_g606, Pver_gene_g7570, Pver_gene_g15783"
"CC","intracellular","GO:0005622","GO:0005834","heterotrimeric G-protein complex",0.0398662232547728,1,5,"Pver_gene_g4609"
"CC","intracellular","GO:0005622","GO:0009705","plant-type vacuole membrane",0.00802831481177877,1,1,"Pver_gene_g255"
"CC","intracellular","GO:0005622","GO:0030659","cytoplasmic vesicle membrane",0.00217182833102704,5,111,"Pver_gene_g10340, Pver_gene_g10341, Pver_gene_g11124, Pver_gene_g14201, Pver_gene_g14886"
"CC","intracellular","GO:0005622","GO:0030891","VCB complex",0.0243034806230426,1,3,"Pver_gene_g9534"
"CC","intracellular","GO:0005622","GO:0033557","Slx1-Slx4 complex",0.0162735383114262,1,2,"Pver_gene_g187"
