"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"82","GO:0010698",0.0478877942773201,0.999068994931499,1,5,"acetyltransferase activator activity","MF"
"86","GO:0010856",0.0196864286750587,0.999902603964017,1,2,"adenylate cyclase activator activity","MF"
"88","GO:0010997",0.0483884688513913,0.999049227552763,1,5,"anaphase-promoting complex binding","MF"
"94","GO:0015574",0.0374033184934031,0.999469501538623,1,4,"trehalose transmembrane transporter activity","MF"
"102","GO:0016671",0.0420052294701309,0.999285423297284,1,5,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF"
"133","GO:0030250",0.0196864286750587,0.999902603964017,1,2,"guanylate cyclase activator activity","MF"
"138","GO:0031405",0.0406768436660201,0.999330272968829,1,5,"lipoic acid binding","MF"
"142","GO:0031752",0.00954512041495542,1,1,1,"D5 dopamine receptor binding","MF"
"144","GO:0031994",0.0196864286750615,0.999902603964017,1,2,"insulin-like growth factor I binding","MF"
"145","GO:0031995",0.00989191224986444,1,1,1,"insulin-like growth factor II binding","MF"
"160","GO:0033743",0.0296330264165162,0.999668129480282,1,4,"peptide-methionine (R)-S-oxide reductase activity","MF"
"179","GO:0043423",0.0196864286750615,0.999902603964017,1,2,"3-phosphoinositide-dependent protein kinase binding","MF"
"180","GO:0043559",0.0484951014245641,0.999044990174748,1,5,"insulin binding","MF"
"206","GO:0051425",0.0196864286750625,0.999902603964017,1,2,"PTB domain binding","MF"
"212","GO:0055056",0.0284327406773449,0.999728338553177,1,3,"D-glucose transmembrane transporter activity","MF"
"226","GO:0061770",0.00989190501203163,1,1,1,"translation elongation factor binding","MF"
"228","GO:0061980",0.0456131888614059,0.999156135448883,1,5,"regulatory RNA binding","MF"
"236","GO:0070733",0.0406189591929271,0.999332193691797,1,5,"protein adenylyltransferase activity","MF"
"245","GO:0080103",0.00821748016785105,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF"
"246","GO:0080107",0.00821748016785105,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF"
"290","GO:1904841",0.0285371838318533,0.999726326045047,1,3,"TORC2 complex binding","MF"
"294","GO:1990050",0.0402924726759065,0.999342974655019,1,5,"phosphatidic acid transfer activity","MF"
