"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"79","GO:1902110",0.0192585746378122,0.999906811792685,1,2,"positive regulation of mitochondrial membrane permeability involved in apoptotic process","BP"
"80","GO:0035655",0.0192621912214441,0.999906776617762,1,2,"interleukin-18-mediated signaling pathway","BP"
"81","GO:0019240",0.0193465989726392,0.999905953763492,1,2,"citrulline biosynthetic process","BP"
"82","GO:1903936",0.0195535985467093,0.99990392035675,1,2,"cellular response to sodium arsenite","BP"
"83","GO:2001033",0.0196152716724064,0.999903310279666,1,2,"negative regulation of double-strand break repair via nonhomologous end joining","BP"
"84","GO:2000726",0.019629871317595,0.99990316557297,1,2,"negative regulation of cardiac muscle cell differentiation","BP"
"85","GO:0006551",0.0196800298191217,0.999902667586309,1,2,"leucine metabolic process","BP"
"86","GO:0006560",0.0196852500951841,0.999902615683932,1,2,"proline metabolic process","BP"
"87","GO:0019470",0.0196852500951841,0.999902615683932,1,2,"4-hydroxyproline catabolic process","BP"
"88","GO:0090261",0.0196864215084942,0.999902604035285,1,2,"positive regulation of inclusion body assembly","BP"
"89","GO:0043326",0.0196864286750586,0.999902603964017,1,2,"chemotaxis to folate","BP"
"90","GO:0060853",0.0196864286750617,0.999902603964017,1,2,"Notch signaling pathway involved in arterial endothelial cell fate commitment","BP"
"91","GO:0098773",0.0196864286750624,0.999902603964017,1,2,"skin epidermis development","BP"
"92","GO:0007498",0.0204010420040183,0.998641161533665,2,26,"mesoderm development","BP"
"93","GO:0030178",0.0205379457280646,0.998634067073693,2,24,"negative regulation of Wnt signaling pathway","BP"
"94","GO:0072656",0.021481285748955,0.999845425375757,1,3,"maintenance of protein location in mitochondrion","BP"
"95","GO:0071364",0.0229782958581123,0.99836971093881,2,26,"cellular response to epidermal growth factor stimulus","BP"
"96","GO:0032436",0.0232709380162148,0.99673037780078,3,66,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"97","GO:2000987",0.0240291779111062,0.999806358753759,1,3,"positive regulation of behavioral fear response","BP"
"98","GO:0022604",0.0242382534885303,0.998205978899005,2,34,"regulation of cell morphogenesis","BP"
"99","GO:0034220",0.024504719963277,0.995040854290548,4,119,"ion transmembrane transport","BP"
"100","GO:0006561",0.0245506768537386,0.999797814536623,1,3,"proline biosynthetic process","BP"
"101","GO:0051006",0.0246703932282071,0.999795826784121,1,3,"positive regulation of lipoprotein lipase activity","BP"
"102","GO:0048646",0.0247333901300708,0.99979477684465,1,3,"anatomical structure formation involved in morphogenesis","BP"
"103","GO:0043983",0.0247558250625265,0.999794402274731,1,3,"histone H4-K12 acetylation","BP"
"104","GO:0001666",0.0251947418690334,0.994853595983761,4,125,"response to hypoxia","BP"
"105","GO:1990830",0.0252257353180847,0.996334445399197,3,74,"cellular response to leukemia inhibitory factor","BP"
"106","GO:0009266",0.0255100559191846,0.999781608719207,1,3,"response to temperature stimulus","BP"
"107","GO:0042391",0.026630509169184,0.994471739518629,4,120,"regulation of membrane potential","BP"
"108","GO:0021693",0.0266967797678998,0.999760687817851,1,3,"cerebellar Purkinje cell layer structural organization","BP"
"109","GO:0097186",0.0276251792215286,0.999743645518246,1,3,"amelogenesis","BP"
"110","GO:0035011",0.0278293710029422,0.999739817610778,1,3,"melanotic encapsulation of foreign target","BP"
"111","GO:0046903",0.0281091120025238,0.999734526766236,1,3,"secretion","BP"
"112","GO:0030239",0.0282950314869652,0.999697595220902,1,4,"myofibril assembly","BP"
"113","GO:0032849",0.028959525239237,0.999718111236627,1,3,"positive regulation of cellular pH reduction","BP"
"114","GO:0035701",0.0290655595854363,0.999716029470843,1,3,"hematopoietic stem cell migration","BP"
"115","GO:0021681",0.0293655016695231,0.999710098696695,1,3,"cerebellar granular layer development","BP"
"116","GO:0006562",0.0293770009342076,0.999709870084626,1,3,"proline catabolic process","BP"
"117","GO:1904528",0.0293812585687268,0.999709785417212,1,3,"positive regulation of microtubule binding","BP"
"118","GO:0002931",0.0294035588209163,0.99760129895225,2,30,"response to ischemia","BP"
"119","GO:0007219",0.0314175866975787,0.993119506558679,4,143,"Notch signaling pathway","BP"
"120","GO:0061408",0.0316044303591697,0.999597213857927,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to heat stress","BP"
"121","GO:0019216",0.032667299202836,0.99717530123839,2,31,"regulation of lipid metabolic process","BP"
"122","GO:0009447",0.0327474243594447,0.999594164514777,1,4,"putrescine catabolic process","BP"
"123","GO:0007585",0.0327609425442482,0.997150636327192,2,34,"respiratory gaseous exchange by respiratory system","BP"
"124","GO:0012501",0.0333470575267451,0.999579057862905,1,4,"programmed cell death","BP"
"125","GO:0009299",0.0350605431894872,0.999534345358251,1,4,"mRNA transcription","BP"
"126","GO:0070836",0.0351767389646168,0.99950027828795,1,5,"caveola assembly","BP"
"127","GO:0016567",0.0351768320659258,0.986605691836007,8,451,"protein ubiquitination","BP"
"128","GO:0045924",0.0354792468192838,0.999523071229773,1,4,"regulation of female receptivity","BP"
"129","GO:0007165",0.0356746638631319,0.984694868816998,10,590,"signal transduction","BP"
"130","GO:1904385",0.0357346083092903,0.999516128076113,1,4,"cellular response to angiotensin","BP"
"131","GO:0010133",0.0364978185732804,0.999495072989697,1,4,"proline catabolic process to glutamate","BP"
"132","GO:0019372",0.0371046245516912,0.999478007626601,1,4,"lipoxygenase pathway","BP"
"133","GO:0008088",0.037489848768268,0.999467024313838,1,4,"axo-dendritic transport","BP"
"134","GO:0060136",0.0376004239804091,0.99946385018616,1,4,"embryonic process involved in female pregnancy","BP"
"135","GO:0110094",0.0385164841414701,0.999437185690226,1,4,"polyphosphate-mediated signaling","BP"
"136","GO:1902512",0.0386337843463677,0.999433723828358,1,4,"positive regulation of apoptotic DNA fragmentation","BP"
"137","GO:0010762",0.0386504347094939,0.999433231554298,1,4,"regulation of fibroblast migration","BP"
"138","GO:1904845",0.0389373082999047,0.999424715880832,1,4,"cellular response to L-glutamine","BP"
"139","GO:0072070",0.0389774061001101,0.999423520458263,1,4,"loop of Henle development","BP"
"140","GO:0050767",0.0390180139381723,0.996245674984032,2,40,"regulation of neurogenesis","BP"
"141","GO:0035915",0.0391530776699232,0.999379900309634,1,5,"pore formation in membrane of other organism","BP"
"142","GO:0051775",0.0395255011094997,0.999367950164534,1,5,"response to redox state","BP"
"143","GO:0030091",0.0398793801506495,0.99935648764326,1,5,"protein repair","BP"
"144","GO:0006431",0.0402737349944062,0.999343590688486,1,5,"methionyl-tRNA aminoacylation","BP"
"145","GO:0007606",0.0404745360136293,0.999309665377605,1,6,"sensory perception of chemical stimulus","BP"
"146","GO:0070301",0.0416091080818677,0.995862084867159,2,38,"cellular response to hydrogen peroxide","BP"
"147","GO:1904925",0.0420015246729498,0.999285550437003,1,5,"positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","BP"
"148","GO:0051091",0.0424172594057217,0.992434117084077,3,91,"positive regulation of DNA-binding transcription factor activity","BP"
"149","GO:1902916",0.0429497981623947,0.999252632302575,1,5,"positive regulation of protein polyubiquitination","BP"
"150","GO:0016188",0.0434971536187288,0.999201737076207,1,6,"synaptic vesicle maturation","BP"
"151","GO:0051156",0.0440151548095665,0.999214749275185,1,5,"glucose 6-phosphate metabolic process","BP"
"152","GO:0048210",0.0444752582049178,0.999198093526752,1,5,"Golgi vesicle fusion to target membrane","BP"
"153","GO:0042416",0.0447685345253108,0.99918738400632,1,5,"dopamine biosynthetic process","BP"
"154","GO:0035965",0.0450763172897472,0.999176066926771,1,5,"cardiolipin acyl-chain remodeling","BP"
"155","GO:0038166",0.0451573983206412,0.999173072333058,1,5,"angiotensin-activated signaling pathway","BP"
"156","GO:0044070",0.0451573983206412,0.999173072333058,1,5,"regulation of anion transport","BP"
"157","GO:2001150",0.0451573983206412,0.999173072333058,1,5,"positive regulation of dipeptide transmembrane transport","BP"
"158","GO:1990910",0.0454511838793713,0.999162175489805,1,5,"response to hypobaric hypoxia","BP"
"159","GO:0046324",0.0454527279872666,0.999162118025079,1,5,"regulation of glucose import","BP"
"160","GO:0006556",0.0458363602753394,0.999147778732583,1,5,"S-adenosylmethionine biosynthetic process","BP"
"161","GO:0021549",0.0460683940346026,0.995147672387019,2,40,"cerebellum development","BP"
"162","GO:0015670",0.0463008933142683,0.999130249567052,1,5,"carbon dioxide transport","BP"
"163","GO:0006646",0.0463497609866206,0.999128394970604,1,5,"phosphatidylethanolamine biosynthetic process","BP"
"164","GO:0050890",0.0464609044178928,0.995098159354415,2,37,"cognition","BP"
"165","GO:0030857",0.0466027398711628,0.999082531263593,1,6,"negative regulation of epithelial cell differentiation","BP"
"166","GO:1902857",0.0466205871865327,0.999118080236037,1,5,"positive regulation of non-motile cilium assembly","BP"
"167","GO:0014059",0.0467174408987995,0.995028884318698,2,43,"regulation of dopamine secretion","BP"
"168","GO:0008345",0.047028134413374,0.999102441727955,1,5,"larval locomotory behavior","BP"
"169","GO:0015801",0.0473587849986431,0.999089650938489,1,5,"aromatic amino acid transport","BP"
"170","GO:2001225",0.0480784516456079,0.999061492466729,1,5,"regulation of chloride transport","BP"
"171","GO:0045746",0.0491047784767566,0.994643868243943,2,40,"negative regulation of Notch signaling pathway","BP"
"172","GO:0060215",0.0491740654129749,0.998977432418671,1,6,"primitive hemopoiesis","BP"
"173","GO:0005892",0.000502410107736494,0.999967221438965,4,40,"acetylcholine-gated channel complex","CC"
"174","GO:0030659",0.00347955578027202,0.999461367028223,5,113,"cytoplasmic vesicle membrane","CC"
"175","GO:1990467",0.00949503201171554,1,1,1,"NuA3a histone acetyltransferase complex","CC"
"176","GO:1990468",0.00949503201171554,1,1,1,"NuA3b histone acetyltransferase complex","CC"
"177","GO:0009705",0.00983062398067214,1,1,1,"plant-type vacuole membrane","CC"
"178","GO:0036062",0.00989191224986444,1,1,1,"presynaptic periactive zone","CC"
"179","GO:0033557",0.0155566969080404,0.999939308326292,1,2,"Slx1-Slx4 complex","CC"
"180","GO:0005887",0.017223370513956,0.991077688711082,20,1389,"integral component of plasma membrane","CC"
"181","GO:0005811",0.0215648224408065,0.997053576240947,3,68,"lipid droplet","CC"
"182","GO:0030891",0.022144231558419,0.999835687913415,1,3,"VCB complex","CC"
"183","GO:0042151",0.02415341251444,0.99821559324252,2,34,"nematocyst","CC"
"184","GO:0048269",0.0268199044280804,0.999758461786157,1,3,"methionine adenosyltransferase complex","CC"
"185","GO:0000808",0.0285112043936171,0.999726827344065,1,3,"origin recognition complex","CC"
"186","GO:0097224",0.0287060967202415,0.999723055349396,1,3,"sperm connecting piece","CC"
"187","GO:0005927",0.0361726362194277,0.999504099644538,1,4,"muscle tendon junction","CC"
"188","GO:0097165",0.0379958761262775,0.999452420117065,1,4,"nuclear stress granule","CC"
"189","GO:0097381",0.0389870826943242,0.999423231784169,1,4,"photoreceptor disc membrane","CC"
"190","GO:0012505",0.039096910769887,0.996258505135788,2,34,"endomembrane system","CC"
"191","GO:0005834",0.0452167761523742,0.999170875800629,1,5,"heterotrimeric G-protein complex","CC"
"192","GO:0036464",0.0468785543312889,0.995015031367168,2,40,"cytoplasmic ribonucleoprotein granule","CC"
"193","GO:0042622",0.0475392065321711,0.999082632647578,1,5,"photoreceptor outer segment membrane","CC"
"194","GO:0070776",0.047826011565335,0.99907141952491,1,5,"MOZ/MORF histone acetyltransferase complex","CC"
"195","GO:0032982",0.048495101424563,0.999044990174748,1,5,"myosin filament","CC"
"196","GO:0070224",8.82293230978269e-05,1,2,2,"sulfide:quinone oxidoreductase activity","MF"
"197","GO:0015464",0.000288136836618898,0.99998397585842,4,34,"acetylcholine receptor activity","MF"
"198","GO:0022848",0.000861608460904838,0.999934564378919,4,45,"acetylcholine-gated cation-selective channel activity","MF"
"199","GO:0071949",0.000941826691770296,0.99992616399829,4,52,"FAD binding","MF"
"200","GO:0004601",0.0012574717816003,0.999893116345322,4,55,"peroxidase activity","MF"
"201","GO:0005351",0.00129514562963975,0.999983801384713,2,6,"carbohydrate:proton symporter activity","MF"
"202","GO:0005353",0.00129514562963975,0.999983801384713,2,6,"fructose transmembrane transporter activity","MF"
"203","GO:1901981",0.00133594330435137,0.999983025532418,2,6,"phosphatidylinositol phosphate binding","MF"
"204","GO:0033300",0.0018268159182631,0.999971261235527,2,7,"dehydroascorbic acid transmembrane transporter activity","MF"
"205","GO:0005536",0.00383949420520711,0.999901946911606,2,11,"glucose binding","MF"
"206","GO:0003841",0.00490873582273171,0.999855777417576,2,12,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"207","GO:0015173",0.00493105631837267,0.999615654102279,3,40,"aromatic amino acid transmembrane transporter activity","MF"
"208","GO:0020037",0.00528208842193105,0.998896063812879,6,189,"heme binding","MF"
"209","GO:0102389",0.00651662708964612,1,1,1,"polyprenol reductase activity","MF"
"210","GO:0015349",0.00664713343693548,0.99942173975065,3,42,"thyroid hormone transmembrane transporter activity","MF"
"211","GO:0005355",0.00680996073690579,0.999758023752155,2,14,"glucose transmembrane transporter activity","MF"
"212","GO:0080103",0.00821748016785105,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF"
"213","GO:0080107",0.00821748016785105,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF"
"214","GO:0048038",0.00872918825339818,0.999635792445192,2,19,"quinone binding","MF"
"215","GO:0004307",0.00930573806920421,1,1,1,"ethanolaminephosphotransferase activity","MF"
"216","GO:0047253",0.00942693765828415,1,1,1,"alpha-1,6-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF"
"217","GO:0031752",0.00954512041495542,1,1,1,"D5 dopamine receptor binding","MF"
"218","GO:0022821",0.00983062398067214,1,1,1,"potassium ion antiporter activity","MF"
"219","GO:0061770",0.00989190501203163,1,1,1,"translation elongation factor binding","MF"
"220","GO:0098847",0.00989190501203163,1,1,1,"sequence-specific single stranded DNA binding","MF"
"221","GO:0010856",0.00989191224986046,1,1,1,"adenylate cyclase activator activity","MF"
"222","GO:0030250",0.00989191224986046,1,1,1,"guanylate cyclase activator activity","MF"
"223","GO:0004463",0.0098919122498644,1,1,1,"leukotriene-A4 hydrolase activity","MF"
"224","GO:0004350",0.00989191224986444,1,1,1,"glutamate-5-semialdehyde dehydrogenase activity","MF"
"225","GO:0050111",0.00989191224986444,1,1,1,"mycocerosate synthase activity","MF"
"226","GO:0004089",0.0100854155894536,0.999551031326933,2,17,"carbonate dehydratase activity","MF"
"227","GO:0008028",0.0127082061005983,0.998584739904018,3,54,"monocarboxylic acid transmembrane transporter activity","MF"
"228","GO:0061928",0.0154438822752388,0.999940188816549,1,2,"glutathione specific gamma-glutamylcyclotransferase activity","MF"
"229","GO:0019809",0.0157368013425514,0.999937889214878,1,2,"spermidine binding","MF"
"230","GO:0016799",0.0179758992004784,0.999891928978405,1,3,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF"
"231","GO:0010698",0.0190719265794492,0.999908618035225,1,2,"acetyltransferase activator activity","MF"
"232","GO:0003963",0.0196744467718901,0.999902723080058,1,2,"RNA-3'-phosphate cyclase activity","MF"
"233","GO:0030957",0.0196863961076305,0.999902604287881,1,2,"Tat protein binding","MF"
"234","GO:0004349",0.0196864284305752,0.999902603966449,1,2,"glutamate 5-kinase activity","MF"
"235","GO:0005009",0.0196864286750615,0.999902603964017,1,2,"insulin-activated receptor activity","MF"
"236","GO:0051425",0.0196864286750615,0.999902603964017,1,2,"PTB domain binding","MF"
"237","GO:0009034",0.0208016748480869,0.999855095985617,1,3,"tryptophanase activity","MF"
"238","GO:0043565",0.023550602270057,0.99237633955829,7,367,"sequence-specific DNA binding","MF"
"239","GO:0033743",0.0245811527030747,0.999797309453134,1,3,"peptide-methionine (R)-S-oxide reductase activity","MF"
"240","GO:0004396",0.0248168699824325,0.999793381330449,1,3,"hexokinase activity","MF"
"241","GO:0019158",0.0248168699824325,0.999793381330449,1,3,"mannokinase activity","MF"
"242","GO:0008470",0.0250642695431032,0.999789217517525,1,3,"isovaleryl-CoA dehydrogenase activity","MF"
"243","GO:0004145",0.0254737673814209,0.99978223320389,1,3,"diamine N-acetyltransferase activity","MF"
"244","GO:0000978",0.025908711368345,0.993389371708823,5,206,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"245","GO:0008466",0.0259666660013975,0.999745569581727,1,4,"glycogenin glucosyltransferase activity","MF"
"246","GO:0102751",0.0259666660013975,0.999745569581727,1,4,"UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity","MF"
"247","GO:0004657",0.0268704835106488,0.999757544319139,1,3,"proline dehydrogenase activity","MF"
"248","GO:0004340",0.0268733556080518,0.999727385818464,1,4,"glucokinase activity","MF"
"249","GO:0004478",0.0274384954171599,0.999747120075942,1,3,"methionine adenosyltransferase activity","MF"
"250","GO:0016780",0.0282799113606188,0.999697920280311,1,4,"phosphotransferase activity, for other substituted phosphate groups","MF"
"251","GO:0016716",0.0283404594837301,0.999730110453304,1,3,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF"
"252","GO:1904841",0.0285371838318533,0.999726326045047,1,3,"TORC2 complex binding","MF"
"253","GO:0004301",0.028662485454735,0.999723901688319,1,3,"epoxide hydrolase activity","MF"
"254","GO:0008865",0.0287255819049076,0.999688264792741,1,4,"fructokinase activity","MF"
"255","GO:0004420",0.0287622397131757,0.999721963882458,1,3,"hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF"
"256","GO:0003865",0.0295507841401892,0.999669980650027,1,4,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF"
"257","GO:0000977",0.0309337424710908,0.99325917681426,4,141,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
"258","GO:0015171",0.036330959689425,0.996654515198526,2,35,"amino acid transmembrane transporter activity","MF"
"259","GO:0043559",0.0375098363264614,0.999466451268043,1,4,"insulin binding","MF"
"260","GO:0044547",0.0380126463124323,0.999451932686685,1,4,"DNA topoisomerase binding","MF"
"261","GO:0010997",0.0385124457336182,0.999437304682956,1,4,"anaphase-promoting complex binding","MF"
"262","GO:0008140",0.0387238460402592,0.999431058528634,1,4,"cAMP response element binding protein binding","MF"
"263","GO:0032027",0.0387711447852257,0.999429656214154,1,4,"myosin light chain binding","MF"
"264","GO:0004825",0.0402737349944062,0.999343590688486,1,5,"methionine-tRNA ligase activity","MF"
"265","GO:0003839",0.0408614878320075,0.999296293069645,1,6,"gamma-glutamylcyclotransferase activity","MF"
"266","GO:0050129",0.0409804441170194,0.999320152957706,1,5,"N-formylglutamate deformylase activity","MF"
"267","GO:0000981",0.0420174916085704,0.98780494686064,5,245,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"268","GO:0051879",0.0474709749492676,0.994921974560565,2,39,"Hsp90 protein binding","MF"
"269","GO:1990841",0.048304748776837,0.994788405849458,2,38,"promoter-specific chromatin binding","MF"
