"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0045944",0.000247377272311225,0.999855497167367,66,595,"positive regulation of transcription by RNA polymerase II","BP"
"GO:0050877",0.000282434484499939,0.999915443099899,16,84,"nervous system process","BP"
"GO:0015755",0.000306041869290215,0.999991074598509,4,6,"fructose transmembrane transport","BP"
"GO:0070837",0.000306041869290215,0.999991074598509,4,6,"dehydroascorbic acid transport","BP"
"GO:0002377",0.000318259205053061,0.999990618938277,4,6,"immunoglobulin production","BP"
"GO:0071500",0.000318319420363072,0.999990616680302,4,6,"cellular response to nitrosative stress","BP"
"GO:0002331",0.000323090050586691,0.999990437414872,4,6,"pre-B cell allelic exclusion","BP"
"GO:0033632",0.000344907084140811,1,3,3,"regulation of cell-cell adhesion mediated by integrin","BP"
"GO:0030154",0.000354841300683189,0.999793344502514,62,553,"cell differentiation","BP"
"GO:0006691",0.000404907745934434,0.999947912455559,7,21,"leukotriene metabolic process","BP"
"GO:0008202",0.000443846184695241,0.999929236519037,8,28,"steroid metabolic process","BP"
"GO:0042391",0.000501521009592252,0.999821302212581,19,115,"regulation of membrane potential","BP"
"GO:0071481",0.000571222492025194,0.999957510881021,5,11,"cellular response to X-ray","BP"
"GO:0001934",0.000595314677942082,0.999791857641213,18,107,"positive regulation of protein phosphorylation","BP"
"GO:1904659",0.000673921874371455,0.999970605812945,4,7,"glucose transmembrane transport","BP"
"GO:1904358",0.000767500859190898,0.999965302426778,4,7,"positive regulation of telomere maintenance via telomere lengthening","BP"
"GO:0051899",0.000787141858761266,0.999934258347102,5,12,"membrane depolarization","BP"
"GO:0001541",0.000806358431570804,0.999836053993651,9,37,"ovarian follicle development","BP"
"GO:0008286",0.000909343738635627,0.99983553350882,8,30,"insulin receptor signaling pathway","BP"
"GO:0043517",0.000918383365757671,0.999956366053689,4,7,"positive regulation of DNA damage response, signal transduction by p53 class mediator","BP"
"GO:0002755",0.00114940076969964,0.99975197581369,9,39,"MyD88-dependent toll-like receptor signaling pathway","BP"
"GO:0035690",0.00122112659098881,0.999704737505218,10,47,"cellular response to drug","BP"
"GO:2001022",0.00122766933503159,0.999882591585644,5,13,"positive regulation of response to DNA damage stimulus","BP"
"GO:0048550",0.00125084388665837,0.999977238076518,3,4,"negative regulation of pinocytosis","BP"
"GO:0095500",0.00126420174688803,0.999878274948912,5,13,"acetylcholine receptor signaling pathway","BP"
"GO:0090090",0.00132198569407177,0.999419176932124,24,168,"negative regulation of canonical Wnt signaling pathway","BP"
"GO:0045141",0.00135090148425795,0.999920351568779,4,8,"meiotic telomere clustering","BP"
"GO:0032715",0.00141102812096596,0.999464312764494,18,114,"negative regulation of interleukin-6 production","BP"
"GO:2000286",0.00142472027931559,0.999972834896684,3,4,"receptor internalization involved in canonical Wnt signaling pathway","BP"
"GO:0018401",0.00144835270352506,0.999713153674529,8,33,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP"
"GO:0071044",0.00153679841803825,0.999845163869711,5,13,"histone mRNA catabolic process","BP"
"GO:0006955",0.00156030321946667,0.999465521864778,15,88,"immune response","BP"
"GO:0051092",0.0015726699652914,0.999359299350963,20,137,"positive regulation of NF-kappaB transcription factor activity","BP"
"GO:0042632",0.00173832162364626,0.999558757229087,10,47,"cholesterol homeostasis","BP"
"GO:0045604",0.00204694166296997,0.999854355919275,4,9,"regulation of epidermal cell differentiation","BP"
"GO:0030324",0.00232110995387083,0.999134584865319,16,101,"lung development","BP"
"GO:0032210",0.00233016117831697,0.999828029731811,4,9,"regulation of telomere maintenance via telomerase","BP"
"GO:0050680",0.00238888784690137,0.999016704728301,19,128,"negative regulation of epithelial cell proliferation","BP"
"GO:0042110",0.0025139420421271,0.999021259245414,17,110,"T cell activation","BP"
"GO:1904645",0.00262786587712917,0.99968491743449,5,15,"response to amyloid-beta","BP"
"GO:0030335",0.00265022777696824,0.998868246326094,20,140,"positive regulation of cell migration","BP"
"GO:1904262",0.00270768175392495,0.999673040480085,5,15,"negative regulation of TORC1 signaling","BP"
"GO:0009314",0.00280994261483847,0.999371778965058,8,36,"response to radiation","BP"
"GO:1902430",0.00281119551850997,0.999657509411677,5,15,"negative regulation of amyloid-beta formation","BP"
"GO:0042310",0.00282226708887719,0.999899502637067,3,5,"vasoconstriction","BP"
"GO:0070221",0.00287786570065947,0.999896794771359,3,5,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP"
"GO:0002933",0.00295084440720429,0.999893210885353,3,5,"lipid hydroxylation","BP"
"GO:0051647",0.00297978228922662,0.99989178059783,3,5,"nucleus localization","BP"
"GO:0003429",0.0030095078466541,0.999183828520159,10,43,"growth plate cartilage chondrocyte morphogenesis","BP"
"GO:0006349",0.00310364050849583,0.999885600682822,3,5,"regulation of gene expression by genetic imprinting","BP"
"GO:0048709",0.00324912657460657,0.999462170886398,6,22,"oligodendrocyte differentiation","BP"
"GO:0050893",0.00339819720933913,0.999706357658818,4,10,"sensory processing","BP"
"GO:0140059",0.00339819720933913,0.999706357658818,4,10,"dendrite arborization","BP"
"GO:1902991",0.00339819720933913,0.999706357658818,4,10,"regulation of amyloid precursor protein catabolic process","BP"
"GO:1905144",0.00339819720933913,0.999706357658818,4,10,"response to acetylcholine","BP"
"GO:1905906",0.00339819720933913,0.999706357658818,4,10,"regulation of amyloid fibril formation","BP"
"GO:1905920",0.00339819720933913,0.999706357658818,4,10,"positive regulation of CoA-transferase activity","BP"
"GO:0006536",0.00352498330252825,0.999286647689398,7,29,"glutamate metabolic process","BP"
"GO:0006975",0.00358804786769655,0.999685096784666,4,10,"DNA damage induced protein phosphorylation","BP"
"GO:0051247",0.00359745645684136,0.99952679209097,5,16,"positive regulation of protein metabolic process","BP"
"GO:0000077",0.00388181318372068,0.999200254795108,7,29,"DNA damage checkpoint","BP"
"GO:0006751",0.00389318931846639,0.999325117071003,6,23,"glutathione catabolic process","BP"
"GO:0009612",0.00412046905190223,0.998905024440637,9,44,"response to mechanical stimulus","BP"
"GO:0007595",0.00413807752542023,0.999273476374508,6,23,"lactation","BP"
"GO:0007155",0.00414795868040665,0.997431888811443,51,455,"cell adhesion","BP"
"GO:0090399",0.00427964484026648,0.999604899317262,4,10,"replicative senescence","BP"
"GO:0003057",0.00450403276807579,1,2,2,"regulation of the force of heart contraction by chemical signal","BP"
"GO:0033484",0.00450403276807579,1,2,2,"nitric oxide homeostasis","BP"
"GO:0060056",0.00450403276807579,1,2,2,"mammary gland involution","BP"
"GO:0072584",0.00450403276807579,1,2,2,"caveolin-mediated endocytosis","BP"
"GO:0098903",0.00450403276807579,1,2,2,"regulation of membrane repolarization during action potential","BP"
"GO:0098911",0.00450403276807579,1,2,2,"regulation of ventricular cardiac muscle cell action potential","BP"
"GO:1900085",0.00450403276807579,1,2,2,"negative regulation of peptidyl-tyrosine autophosphorylation","BP"
"GO:1903598",0.00450403276807579,1,2,2,"positive regulation of gap junction assembly","BP"
"GO:0046604",0.00457645889868966,1,2,2,"positive regulation of mitotic centrosome separation","BP"
"GO:0072750",0.00457645889868966,1,2,2,"cellular response to leptomycin B","BP"
"GO:0003175",0.00469163541435698,1,2,2,"tricuspid valve development","BP"
"GO:0003193",0.00469163541435698,1,2,2,"pulmonary valve formation","BP"
"GO:0035922",0.00469163541435698,1,2,2,"foramen ovale closure","BP"
"GO:0048370",0.00469163541435698,1,2,2,"lateral mesoderm formation","BP"
"GO:0060577",0.00469163541435698,1,2,2,"pulmonary vein morphogenesis","BP"
"GO:0043067",0.00469607754688203,1,2,2,"regulation of programmed cell death","BP"
"GO:0010623",0.00477071835232034,1,2,2,"programmed cell death involved in cell development","BP"
"GO:0061368",0.00477071835232034,1,2,2,"behavioral response to formalin induced pain","BP"
"GO:0060027",0.00478281579703004,0.998475488376804,11,61,"convergent extension involved in gastrulation","BP"
"GO:0002237",0.0048050110317926,1,2,2,"response to molecule of bacterial origin","BP"
"GO:0050851",0.00480503956547217,1,2,2,"antigen receptor-mediated signaling pathway","BP"
"GO:0035095",0.00480928449216713,0.999311322339445,5,17,"behavioral response to nicotine","BP"
"GO:0051968",0.00484147981373887,0.99911478372359,6,24,"positive regulation of synaptic transmission, glutamatergic","BP"
"GO:0006629",0.00487076856872679,0.998171280533411,14,91,"lipid metabolic process","BP"
"GO:0085032",0.00488466810270297,1,2,2,"modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade","BP"
"GO:0097695",0.00489929183103353,1,2,2,"establishment of protein-containing complex localization to telomere","BP"
"GO:0002709",0.00492039703838749,1,2,2,"regulation of T cell mediated immunity","BP"
"GO:0010716",0.00492039703838749,1,2,2,"negative regulation of extracellular matrix disassembly","BP"
"GO:0036343",0.00492039703838749,1,2,2,"psychomotor behavior","BP"
"GO:0051234",0.00492039703838749,1,2,2,"establishment of localization","BP"
"GO:0071347",0.00494482872982109,0.998923393860549,7,31,"cellular response to interleukin-1","BP"
"GO:0032570",0.00508576574587885,0.999261810949231,5,17,"response to progesterone","BP"
"GO:0071482",0.00515669460154018,0.999478411972114,4,11,"cellular response to light stimulus","BP"
"GO:0048599",0.00526673172322177,0.999464015549042,4,11,"oocyte development","BP"
"GO:0032496",0.00550552130674351,0.997738390340773,16,112,"response to lipopolysaccharide","BP"
"GO:0045579",0.00553380602695371,0.99970204929292,3,6,"positive regulation of B cell differentiation","BP"
"GO:0015918",0.00578785807470588,0.998901063786316,6,24,"sterol transport","BP"
"GO:0019344",0.00616439336397695,0.999050233591727,5,18,"cysteine biosynthetic process","BP"
"GO:0045646",0.00625122067451199,0.999033559870589,5,18,"regulation of erythrocyte differentiation","BP"
"GO:1900016",0.00643745377454779,0.99740316595196,15,101,"negative regulation of cytokine production involved in inflammatory response","BP"
"GO:0007094",0.00660693088481154,0.998709668289364,6,24,"mitotic spindle assembly checkpoint","BP"
"GO:1901838",0.0067855117991631,0.999606033264816,3,6,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP"
"GO:0071480",0.0069576724079911,0.99837015532147,7,33,"cellular response to gamma radiation","BP"
"GO:0097061",0.00710086762452692,0.999188494422087,4,12,"dendritic spine organization","BP"
"GO:0045019",0.00726988912137515,0.999163435817772,4,12,"negative regulation of nitric oxide biosynthetic process","BP"
"GO:0007368",0.00733872033209708,0.996892585285808,16,110,"determination of left/right symmetry","BP"
"GO:0071909",0.0083630326453522,0.997711889843343,8,41,"determination of stomach left/right asymmetry","BP"
"GO:0007143",0.00836860353057817,0.998996325889175,4,12,"female meiotic nuclear division","BP"
"GO:2000095",0.00863665331600839,0.996994940000515,11,65,"regulation of Wnt signaling pathway, planar cell polarity pathway","BP"
"GO:0035987",0.00863883842163125,0.997907603902808,7,31,"endodermal cell differentiation","BP"
"GO:0010811",0.00880905663668214,0.997134993905667,10,53,"positive regulation of cell-substrate adhesion","BP"
"GO:0051770",0.00916073153997764,0.998871551377636,4,12,"positive regulation of nitric-oxide synthase biosynthetic process","BP"
"GO:0055114",0.00926451987708612,0.99595612302487,16,120,"oxidation-reduction process","BP"
"GO:0042476",0.00930523854530993,0.998395427823547,5,19,"odontogenesis","BP"
"GO:0032367",0.00931156597232509,0.998847404541253,4,12,"intracellular cholesterol transport","BP"
"GO:0007249",0.00938226129807137,0.995670907173124,18,137,"I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0031295",0.00943661252723969,0.998800123961602,4,13,"T cell costimulation","BP"
"GO:0050830",0.00944418493996689,0.995877653084127,16,115,"defense response to Gram-positive bacterium","BP"
"GO:0000188",0.00944915530059001,0.999317265006996,3,7,"inactivation of MAPK activity","BP"
"GO:0071908",0.00959396959308408,0.997303819419177,8,42,"determination of intestine left/right asymmetry","BP"
"GO:0072189",0.00962014782155124,0.997295155085239,8,42,"ureter development","BP"
"GO:0098815",0.00975322251389034,0.998747686926147,4,13,"modulation of excitatory postsynaptic potential","BP"
"GO:0002119",0.00985289401615736,0.999276845815182,3,7,"nematode larval development","BP"
"GO:0016572",0.00992819576272862,0.998747444425563,4,12,"histone phosphorylation","BP"
"GO:0040034",0.00994628860265797,0.999267403286554,3,7,"regulation of development, heterochronic","BP"
"GO:0042759",0.00999237537184492,0.999262731060839,3,7,"long-chain fatty acid biosynthetic process","BP"
"GO:0036289",0.0100564485831871,0.998696972026762,4,13,"peptidyl-serine autophosphorylation","BP"
"GO:0021707",0.0100630748344985,1,2,2,"cerebellar granule cell differentiation","BP"
"GO:0042744",0.0100718797220219,0.996861211268329,9,52,"hydrogen peroxide catabolic process","BP"
"GO:0050803",0.010547797811024,0.998123264552097,5,19,"regulation of synapse structure or activity","BP"
"GO:0051712",0.0105664936363523,0.99920383391384,3,7,"positive regulation of killing of cells of other organism","BP"
"GO:0070374",0.010980200739222,0.994723160948541,19,150,"positive regulation of ERK1 and ERK2 cascade","BP"
"GO:0060993",0.0110162849142969,0.996819343059853,8,43,"kidney morphogenesis","BP"
"GO:0035469",0.0110228778684341,0.996817098694485,8,43,"determination of pancreatic left/right asymmetry","BP"
"GO:0032687",0.011048416334063,0.995406261910453,14,97,"negative regulation of interferon-alpha production","BP"
"GO:0098700",0.012345451066252,0.997673210879555,5,21,"neurotransmitter loading into synaptic vesicle","BP"
"GO:0071910",0.0125951932513333,0.996266524505833,8,44,"determination of liver left/right asymmetry","BP"
"GO:0030490",0.0127833946841415,0.998187203499253,4,14,"maturation of SSU-rRNA","BP"
"GO:0030193",0.0129260683093862,0.999697299176421,2,3,"regulation of blood coagulation","BP"
"GO:1901750",0.0129424344443189,0.998157827621923,4,14,"leukotriene D4 biosynthetic process","BP"
"GO:0003283",0.0129702600796824,0.995778466487243,9,53,"atrial septum development","BP"
"GO:0032688",0.0130001076911404,0.994478175888229,14,99,"negative regulation of interferon-beta production","BP"
"GO:0086098",0.0131439737576916,0.999689424830679,2,3,"angiotensin-activated signaling pathway involved in heart process","BP"
"GO:0030104",0.0131632595105136,0.999688724433228,2,3,"water homeostasis","BP"
"GO:1903609",0.0131903727136714,0.999687738813828,2,3,"negative regulation of inward rectifier potassium channel activity","BP"
"GO:0051965",0.0132260276924096,0.995695206753341,9,51,"positive regulation of synapse assembly","BP"
"GO:0050832",0.0132375984545857,0.997460636667339,5,21,"defense response to fungus","BP"
"GO:1903669",0.0132521090678603,0.998135172857753,4,13,"positive regulation of chemorepellent activity","BP"
"GO:1990180",0.0132935735444557,0.999683977075987,2,3,"mitochondrial tRNA 3'-end processing","BP"
"GO:0097745",0.0133364911620081,0.999682407961903,2,3,"mitochondrial tRNA 5'-end processing","BP"
"GO:0072656",0.0133647444068081,0.999681373476152,2,3,"maintenance of protein location in mitochondrion","BP"
"GO:0042126",0.0133868994762643,0.999680561431953,2,3,"nitrate metabolic process","BP"
"GO:0021524",0.0133979022358526,0.999680157875784,2,3,"visceral motor neuron differentiation","BP"
"GO:0034141",0.0134125527019257,0.999679620247113,2,3,"positive regulation of toll-like receptor 3 signaling pathway","BP"
"GO:0001706",0.0134206067755156,0.999679324548871,2,3,"endoderm formation","BP"
"GO:0010991",0.0134245453739291,0.999679179911149,2,3,"negative regulation of SMAD protein complex assembly","BP"
"GO:0050679",0.0134293584039347,0.996376056477994,7,37,"positive regulation of epithelial cell proliferation","BP"
"GO:0035360",0.0134437635269977,0.999678473825397,2,3,"positive regulation of peroxisome proliferator activated receptor signaling pathway","BP"
"GO:0007163",0.0134785501465056,0.995289160682774,10,57,"establishment or maintenance of cell polarity","BP"
"GO:0034137",0.0134999341028483,0.999676406904303,2,3,"positive regulation of toll-like receptor 2 signaling pathway","BP"
"GO:0032092",0.0135001646008225,0.995238444075178,10,64,"positive regulation of protein binding","BP"
"GO:0070813",0.013525120242243,0.999675478585915,2,3,"hydrogen sulfide metabolic process","BP"
"GO:0006543",0.0135339514610323,0.999675152856813,2,3,"glutamine catabolic process","BP"
"GO:0015808",0.013633818821533,0.999671461234446,2,3,"L-alanine transport","BP"
"GO:0055093",0.0136758111198043,0.998020914559379,4,14,"response to hyperoxia","BP"
"GO:0042490",0.0136787671042895,0.999669794840647,2,3,"mechanoreceptor differentiation","BP"
"GO:0002168",0.013680140320079,0.999669743883107,2,3,"instar larval development","BP"
"GO:0021681",0.013695840638651,0.999669161072723,2,3,"cerebellar granular layer development","BP"
"GO:2000463",0.0137281207176963,0.997342106943695,5,21,"positive regulation of excitatory postsynaptic potential","BP"
"GO:0001923",0.0137987662896512,0.999665331272963,2,3,"B-1 B cell differentiation","BP"
"GO:0042554",0.0138383801773318,0.998772018996547,3,8,"superoxide anion generation","BP"
"GO:0019065",0.0139113147884204,0.999661125370163,2,3,"receptor-mediated endocytosis of virus by host cell","BP"
"GO:0000466",0.0139177696843304,0.999660883582399,2,3,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:0031581",0.0139880729910151,0.9988278939558,3,7,"hemidesmosome assembly","BP"
"GO:0014904",0.0139992973302242,0.999657824401196,2,3,"myotube cell development","BP"
"GO:0051599",0.0140552243798581,0.999655720148624,2,3,"response to hydrostatic pressure","BP"
"GO:0032825",0.0141420561700192,0.999652443953129,2,3,"positive regulation of natural killer cell differentiation","BP"
"GO:0043217",0.0141703149298497,0.999651375341941,2,3,"myelin maintenance","BP"
"GO:0003207",0.0141924899500398,0.998728463280339,3,8,"cardiac chamber formation","BP"
"GO:0042098",0.014270373074793,0.998718825761542,3,8,"T cell proliferation","BP"
"GO:0070307",0.0143212728925661,0.999645646937394,2,3,"lens fiber cell development","BP"
"GO:0019370",0.014353517205207,0.998708514359767,3,8,"leukotriene biosynthetic process","BP"
"GO:0045907",0.0144230546268916,0.995592057764322,8,47,"positive regulation of vasoconstriction","BP"
"GO:1900227",0.0144625997408035,0.998694950424384,3,8,"positive regulation of NLRP3 inflammasome complex assembly","BP"
"GO:1902630",0.0147687928797969,0.998656661537432,3,8,"regulation of membrane hyperpolarization","BP"
"GO:0002726",0.0148651100988114,0.996421381441339,6,30,"positive regulation of T cell cytokine production","BP"
"GO:0009629",0.0149271260951107,0.99863673870968,3,8,"response to gravity","BP"
"GO:0006520",0.0150358697352501,0.996371030984039,6,30,"cellular amino acid metabolic process","BP"
"GO:0007568",0.0156983556609172,0.993154191435357,14,104,"aging","BP"
"GO:0009435",0.0168749560086812,0.997357218826836,4,15,"NAD biosynthetic process","BP"
"GO:0070989",0.0170805424582555,0.997315145772412,4,15,"oxidative demethylation","BP"
"GO:0007614",0.0171044885224018,0.99835448050186,3,8,"short-term memory","BP"
"GO:0071727",0.0171571017647168,0.997299436575814,4,15,"cellular response to triacyl bacterial lipopeptide","BP"
"GO:0006997",0.0172431731381108,0.997322973402551,4,14,"nucleus organization","BP"
"GO:0001502",0.0173583183168279,0.995673209099876,6,30,"cartilage condensation","BP"
"GO:0003323",0.0174487045873459,0.997239398171075,4,15,"type B pancreatic cell development","BP"
"GO:0048496",0.0175564925423438,0.994458652902435,8,45,"maintenance of animal organ identity","BP"
"GO:0000187",0.017664407273546,0.992172681985629,14,106,"activation of MAPK activity","BP"
"GO:0010887",0.0178989859692322,0.999500384681252,2,3,"negative regulation of cholesterol storage","BP"
"GO:1900226",0.0179272988434759,0.992339190426536,13,93,"negative regulation of NLRP3 inflammasome complex assembly","BP"
"GO:0007015",0.0179544863109169,0.99380781380486,9,55,"actin filament organization","BP"
"GO:0021510",0.018256886808443,0.995397004231752,6,30,"spinal cord development","BP"
"GO:0045926",0.0184646855830881,0.998170625645522,3,8,"negative regulation of growth","BP"
"GO:0021553",0.0185848665175347,0.999470526439979,2,3,"olfactory nerve development","BP"
"GO:0061014",0.0186922312267271,0.996979797592827,4,15,"positive regulation of mRNA catabolic process","BP"
"GO:0030071",0.0187989736216351,0.998235229158976,3,7,"regulation of mitotic metaphase/anaphase transition","BP"
"GO:0006874",0.0188975794106208,0.991857776588089,13,95,"cellular calcium ion homeostasis","BP"
"GO:0001756",0.0194097697174496,0.99321574022165,9,55,"somitogenesis","BP"
"GO:0010628",0.0199596537956081,0.987883419597477,32,297,"positive regulation of gene expression","BP"
"GO:0031408",0.0200110278799471,0.996698357545256,4,15,"oxylipin biosynthetic process","BP"
"GO:1903543",0.0200909644649539,0.997853511262655,3,9,"positive regulation of exosomal secretion","BP"
"GO:2000167",0.0202982564514791,0.995621977101501,5,22,"regulation of planar cell polarity pathway involved in neural tube closure","BP"
"GO:0045165",0.0203737206733497,0.993960055759265,7,41,"cell fate commitment","BP"
"GO:0030913",0.0205669093518356,0.993904722680231,7,40,"paranodal junction assembly","BP"
"GO:0045824",0.0212520564270134,0.990359527570464,14,105,"negative regulation of innate immune response","BP"
"GO:0031179",0.0213328642995306,0.996363895452342,4,16,"peptide modification","BP"
"GO:0060294",0.0214234233120293,0.996444367573638,4,14,"cilium movement involved in cell motility","BP"
"GO:0060155",0.0214490565006888,0.999339194864175,2,3,"platelet dense granule organization","BP"
"GO:0090108",0.0214490565006888,0.999339194864175,2,3,"positive regulation of high-density lipoprotein particle assembly","BP"
"GO:0051480",0.0215868608296499,0.992275470464546,9,59,"regulation of cytosolic calcium ion concentration","BP"
"GO:2000811",0.0216083246923245,0.996302347204649,4,16,"negative regulation of anoikis","BP"
"GO:0033700",0.0221285845404985,0.997648529723197,3,8,"phospholipid efflux","BP"
"GO:0061337",0.0226965376161878,0.997458087002564,3,9,"cardiac conduction","BP"
"GO:0032743",0.0232641856483181,0.993735181499781,6,33,"positive regulation of interleukin-2 production","BP"
"GO:0007292",0.0239123534481457,0.995777729953507,4,16,"female gamete generation","BP"
"GO:0010212",0.0246559806011256,0.993270819459591,6,33,"response to ionizing radiation","BP"
"GO:0050808",0.0247030841724475,0.989393672083963,12,84,"synapse organization","BP"
"GO:0008015",0.0248105874545496,0.993240607136084,6,32,"blood circulation","BP"
"GO:0060681",0.0249595573747863,0.99883154370915,2,4,"branch elongation involved in ureteric bud branching","BP"
"GO:0072163",0.0249595573747863,0.99883154370915,2,4,"mesonephric epithelium development","BP"
"GO:0035794",0.0250038160450683,0.998828339367752,2,4,"positive regulation of mitochondrial membrane permeability","BP"
"GO:0071455",0.0254173307368387,0.99879824677205,2,4,"cellular response to hyperoxia","BP"
"GO:0090646",0.0254293663407837,0.998797366750961,2,4,"mitochondrial tRNA processing","BP"
"GO:0072334",0.0255011368378462,0.998792114154741,2,4,"UDP-galactose transmembrane transport","BP"
"GO:0019343",0.0255341565926774,0.998789694770531,2,4,"cysteine biosynthetic process via cystathionine","BP"
"GO:1900027",0.0255361096572408,0.998789551612663,2,4,"regulation of ruffle assembly","BP"
"GO:0052324",0.0255522738613984,0.998788366554265,2,4,"plant-type cell wall cellulose biosynthetic process","BP"
"GO:2001009",0.0255522738613984,0.998788366554265,2,4,"regulation of plant-type cell wall cellulose biosynthetic process","BP"
"GO:0070901",0.0255635640261335,0.998787538579356,2,4,"mitochondrial tRNA methylation","BP"
"GO:0043124",0.0255920444314227,0.987069364703884,17,140,"negative regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0015695",0.0256093261609048,0.998784180459746,2,4,"organic cation transport","BP"
"GO:0036306",0.0256213690593215,0.998783296164625,2,4,"embryonic heart tube elongation","BP"
"GO:0045138",0.0256252322222316,0.99878301244772,2,4,"nematode male tail tip morphogenesis","BP"
"GO:0060282",0.0256252322222316,0.99878301244772,2,4,"positive regulation of oocyte development","BP"
"GO:0090727",0.0256252322222316,0.99878301244772,2,4,"positive regulation of brood size","BP"
"GO:0110037",0.0256252322222316,0.99878301244772,2,4,"regulation of nematode male tail tip morphogenesis","BP"
"GO:1902042",0.0256750568354687,0.995314231038786,4,17,"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP"
"GO:0019372",0.0257578033374916,0.998773261612494,2,4,"lipoxygenase pathway","BP"
"GO:0006508",0.0257694485046408,0.985089510851153,25,233,"proteolysis","BP"
"GO:0001542",0.0258513835229202,0.998766361564639,2,4,"ovulation from ovarian follicle","BP"
"GO:0038166",0.0258736403061152,0.998764718405259,2,4,"angiotensin-activated signaling pathway","BP"
"GO:0044070",0.0258736403061152,0.998764718405259,2,4,"regulation of anion transport","BP"
"GO:2001150",0.0258736403061152,0.998764718405259,2,4,"positive regulation of dipeptide transmembrane transport","BP"
"GO:0001916",0.0258791773377044,0.998764309497015,2,4,"positive regulation of T cell mediated cytotoxicity","BP"
"GO:0055016",0.0258956388642904,0.998763093526457,2,4,"hypochord development","BP"
"GO:1903142",0.0259189900552421,0.998761367886232,2,4,"positive regulation of establishment of endothelial barrier","BP"
"GO:0006003",0.0259806931362864,0.998756803842306,2,4,"fructose 2,6-bisphosphate metabolic process","BP"
"GO:0050856",0.025984033614189,0.998756556579713,2,4,"regulation of T cell receptor signaling pathway","BP"
"GO:0046483",0.0259887321306656,0.998756208764591,2,4,"heterocycle metabolic process","BP"
"GO:0012501",0.0260780203722074,0.998749592321289,2,4,"programmed cell death","BP"
"GO:0033189",0.0261338717723293,0.998745447111305,2,4,"response to vitamin A","BP"
"GO:0034380",0.0261425354461925,0.996906365122329,3,9,"high-density lipoprotein particle assembly","BP"
"GO:0006730",0.0261994008761164,0.99518830643689,4,17,"one-carbon metabolic process","BP"
"GO:0002682",0.0263948753833367,0.995141148473764,4,17,"regulation of immune system process","BP"
"GO:0001682",0.0263997490826262,0.996763284899821,3,10,"tRNA 5'-leader removal","BP"
"GO:2000331",0.0264272139664989,0.998723593639083,2,4,"regulation of terminal button organization","BP"
"GO:0071726",0.0266680302386726,0.995075057408805,4,17,"cellular response to diacyl bacterial lipopeptide","BP"
"GO:1903003",0.0267004621231171,0.99870311349975,2,4,"positive regulation of protein deubiquitination","BP"
